campo	contenido_de	fuente_captura
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Er tritt auf des Tigers Schwanz.\nVorsicht und Behutsamkeit führt endlich zum Heil.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Es handelt sich um eine gefährliche Unternehmung. Es ist die innere Kraft vorhanden, sie zu bestehen. Aber die innere Kraft verbindet sich nach außen hin mit zögernder Vorsicht, im Gegensatz zur vorigen Linie, die innerlich schwach ist, aber nach außen hin vorandrängt. So ist der schließliche Erfolg sicher, der darin besteht, daß man seinen Willen erreicht, nämlich durch Weiterschreiten die Gefahr überwindet.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Entschlossenes Auftreten.\nBeharrlichkeit bei Bewußtsein der Gefahr.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Es handelt sich um den Herrn des ganzen Zeichens. Man sieht sich genötigt zu entschlossenem Auftreten. Dabei muß man sich aber der Gefahr bewußt bleiben, die mit solch einem entschlossenen Auftreten verbunden ist, namentlich, wenn man beharrlich  dabei bleibt. Nur das Bewußtsein der Gefahr ermöglicht das Gelingen.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Blicke auf dein Auftreten und prüfe die günstigen Zeichen.\nIst alles vollkommen, so kommt erhabenes Heil.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Das Werk ist zu Ende. Will man wissen, ob das Heil die Folge sein wird, so blicke man auf sein Auftreten zurück und auf die Folgen, die es gehabt. Sind die Wirkungen gut, so ist das Heil gewiß. Niemand kennt sich selbst. Nur aus den Folgen seines Tuns, aus den Früchten der Werke läßt sich ermessen, was man zu erwarten hat.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
