campo	contenido_de	fuente_captura
image_comentario	Die Verdoppelung des Zeichens Kiën, dessen Bild der Himmel ist, deutet, da es nur einen Himmel gibt, auf die Bewegung des Himmels. Eine vollendete Kreisbewegung des Himmels ist ein Tag. Die Verdoppelung des Zeichens bedeutet, daß auf jeden Tag ein weiterer folgt. Das erzeugt die Vorstellung der Zeit und zugleich, da es derselbe Himmel ist, der sich in unermüdlicher Kraft bewegt, der kraftvollen Dauer in und über der Zeit, einer Bewegung, die nie stillsteht oder erlahmt, wie Tag um Tag einander dauernd folgen. Diese Dauer in der Zeit ist das Bild der Kraft, wie sie dem Schöpferischen zu eigen ist.\n\nDer Weise entnimmt daraus das Vorbild dafür, wie er sich zu dauernder Wirkung zu entwickeln vermag. Er muß sich ganz einheitlich stark machen, indem er alles Niederziehende, Gemeine  bewußt ausschaltet. So gewinnt er die Unermüdlichkeit, die auf geschlossenen Tätigkeitskreisen beruht.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Verdeckter Drache. Handle nicht.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Der Drache hat in China eine ganz andere Bedeutung als in der westlichen Auffassung. Der Drache ist das Symbol der beweglich-elektrischen, starken, anregenden Kraft, die sich im Gewitter zeigt. Diese Kraft zieht sich im Winter in die Erde zurück, tritt im Frühsommer wieder in Wirkung und erscheint am Himmel als Blitz und Donner. Infolge davon regen sich dann auf der Erde auch die schöpferischen Kräfte wieder.\n\nHier ist diese schöpferische Kraft noch verdeckt unterhalb der Erde und hat daher noch keine Wirkung. Das bedeutet, auf menschliche Verhältnisse übertragen, daß ein bedeutender Mensch noch unerkannt ist. Aber er bleibt sich darum dennoch selber treu. Er läßt sich von äußerem Erfolg und Mißerfolg nicht beeinflussen, sondern wartet stark und unbekümmert seine Zeit ab.\n\nSo gilt es für den, der diesen Strich zieht, zu warten in ruhig starker Geduld. Die Zeit wird sich schon erfüllen. Man braucht nicht zu fürchten, daß ein starker Wille sich nicht durchsetzt. Doch gilt es, seine Kraft nicht voreilig auszugeben und etwas erzwingen zu wollen, das noch nicht an der Zeit ist.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Erscheinender Drache auf dem Feld.\nFördernd ist es, den großen Mann zu sehen.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Hier beginnen die Wirkungen der lichten Kraft sich zu zeigen. Auf menschliche Verhältnisse übertragen bedeutet das, daß der große Mann auf dem Felde seiner Tätigkeit erscheint. Noch hat er keine herrschende Stellung, sondern ist noch unter Seinesgleichen. Aber was ihn vor andern auszeichnet, ist sein Ernst, seine unbedingte Zuverlässigkeit, der Einfluß, den er ohne bewußte Anstrengung auf seine Umgebung ausübt. Ein solcher  Mensch ist dazu bestimmt, großen Einfluß zu bekommen und die Welt in Ordnung zu bringen. Darum ist es fördernd, ihn zu sehen.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Der Edle ist den ganzen Tag schöpferisch tätig.\nDes Abends noch ist er voll innerer Sorge.\nGefahr. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Ein Wirkungskreis eröffnet sich für den bedeutenden Mann. Sein Ruhm beginnt sich auszubreiten. Die Massen fallen ihm zu. Seine innere Kraft ist der gesteigerten äußeren Tätigkeit gewachsen. Es gibt alle Hände voll zu tun, und selbst abends noch, da andere ruhen, drängen sich die Pläne und Sorgen. Eine Gefahr ist hier vorhanden am Platz des Überganges aus der Niedrigkeit in die Höhe. Schon mancher große Mann ging dadurch zugrunde, daß die Massen ihm zufielen und ihn mitrissen in ihre Bahnen hinein. Ehrgeiz verdarb die innere Reinheit. Aber wahre Größe wird durch Versuchungen nicht beeinträchtigt. Wenn man in Fühlung bleibt mit den Keimen der neuen Zeit und ihren Forderungen, so besitzt man genügende Vorsicht, sich vor Abwegen zu hüten, und bleibt ohne Makel.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Schwankender Aufschwung über die Tiefe. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Hier ist die Stelle des Übergangs erreicht, wo die Freiheit sich betätigen kann. Eine doppelte Möglichkeit liegt vor dem bedeutenden Mann: entweder sich aufzuschwingen und im großen Leben maßgebend zu sein oder sich zurückzuziehen und in der Stille seine Persönlichkeit auszubilden: der Weg des Helden oder des verborgenen Heiligen. Welches der richtige ist, darüber gibt es kein allgemeines Gesetz. Jeder, der in solcher Lage ist, muß nach den innersten Gesetzen seines Wesens sich frei entscheiden. Wenn er ganz wahr und folgerichtig handelt, so findet er den Weg, der ihm entspricht, und dieser Weg ist für ihn recht und ohne Makel.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Fliegender Drache am Himmel.\nFördernd ist es, den großen Mann zu sehen.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Hier ist der große Mann in der Sphäre der Himmlischen angelangt. Sein Einfluß erstreckt sich weithin sichtbar über die ganze Welt. Jeder, der ihn sieht, kann sich selig preisen.\n\nKungtse sagt darüber: »Was im Ton übereinstimmt, schwingt miteinander. Was wahlverwandt ist im innersten Wesen, das  sucht einander. Das Wasser fließt zum Feuchten hin, das Feuer wendet sich dem Trockenen zu. Die Wolken (des Himmels Atem) folgen dem Drachen, der Wind (der Erde Atem) folgt dem Tiger. So erhebt sich der Weise, und alle Wesen blicken nach ihm. Was vom Himmel stammt, fühlt sich verwandt mit dem, was droben ist. Was von der Erde stammt, fühlt sich verwandt mit dem, was drunten ist. Jedes folgt seiner Art.«	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Hochmütiger Drache wird zu bereuen haben.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Wenn man so hoch emporsteigen will, daß man die Fühlung mit den übrigen Menschen verliert, so wird man vereinsamt, und das führt notwendig zu Mißerfolg. Hier liegt eine Warnung gegen ein titanisches Emporstreben, das über die Kraft geht. Ein Sturz zur Tiefe würde die Folge sein.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta	Wenn lauter Neunen erscheinen, bedeutet das:	zeno.org:wilhelm-de-erstes-buch
yong_oraculo	Es erscheint eine Schar von Drachen ohne Haupt. Heil!	zeno.org:wilhelm-de-erstes-buch
yong_comentario	Wenn alle Linien Neunen sind, so kommt das ganze Zeichen in Bewegung und verwandelt sich in das Zeichen Kun, das Empfangende, dessen Charakter die Hingebung ist. Die Stärke des Schöpferischen und die Milde des Empfangenden vereinen sich. Das Starke ist angedeutet durch die Schar der Drachen, das Milde durch den Umstand, daß ihre Häupter verborgen sind. Das bedeutet: Milde in der Handlungsweise verbunden mit Stärke des Entschlusses bringt Heil.	zeno.org:wilhelm-de-erstes-buch
hex_fin		
