campo	contenido_de	fuente_captura
L2_comentario	Der Bart ist nichts Selbständiges. Er kann nur mit dem Kinn zusammen bewegt werden. Das Bild bedeutet daher, daß die Form nur im Gefolge und als Begleiterscheinung des Gehalts in Betracht kommt.\n\nDer Bart ist eine überflüssige Zierde. Seine selbständige Pflege – ohne Rücksicht auf den zu schmückenden inneren Gehalt – wäre daher ein Zeichen einer gewissen Eitelkeit.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Anmutig und feucht.\nDauernde Beharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Es ist eine höchst anmutige Lebenslage, in der man sich befindet. Anmut und feuchtverklärter Glanz umgeben einen. Diese Anmut kann wohl schmücken, sie kann aber auch versinken lassen. Daher  die Warnung, nicht in der feuchten Bequemlichkeit zu versinken, sondern dauernd beharrlich zu bleiben. Darauf beruht das Heil.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Anmut oder Einfachheit?\nEin weißes Pferd kommt wie geflogen:\nNicht Räuber er ist,\nWill freien zur Frist.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Man ist in einer Lage, in der sich Zweifel ergeben, ob man weiterhin die Anmut äußeren Glanzes suchen soll oder ob es nicht besser ist, zur Einfachheit zurückzukehren. In diesem Zweifel liegt schon die Antwort. Von außen naht sich eine Bestärkung. Es kommt heran wie ein weißes Flügelpferd. Die weiße Farbe deutet auf Einfachheit. Und wenn es auch im ersten Augenblick enttäuschend wirken könnte, daß man die Bequemlichkeiten, die man auf anderm Wege sich verschaffen könnte, entbehren muß: in der treuen Verbindung mit dem Freund und Freier findet man Beruhigung. Das fliegende Pferd ist das Bild der Gedanken, die alle Schranken des Raums und der Zeit überfliegen.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Anmut in Hügeln und Gärten.\nDas Seidenbündel ist ärmlich und klein.\nBeschämung, doch schließlich Heil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Man zieht sich aus dem Verkehr mit den Menschen der Tiefe, die nur Pracht und Luxus suchen, zurück in die Einsamkeit der Höhen. Da findet man einen Menschen, zu dem man aufblickt und den man sich zum Freunde machen möchte. Aber die Gastgeschenke, die man zu bieten hat, sind nur gering und dürftig, so daß man beschämt ist. Doch kommt es nicht auf die äußere Gabe an, sondern auf die wahre Gesinnung; darum geht schließlich alles gut.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Schlichte Anmut.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Hier auf der obersten Stufe wird aller Schmuck abgelegt. Die Form verdeckt nicht mehr den Gehalt, sondern läßt ihn zur vollen Geltung kommen. Die höchste Anmut besteht nicht in äußerer Verzierung des Materials, sondern in seiner schlichten, sachgemäßen Gestaltung.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
