campo	contenido_de	fuente_captura
image_oraculo	Auf der Erde ist Wasser: Das Bild des Zusammenhaltens.\nSo haben die Könige der Vorzeit die einzelnen Staaten als\nLehen vergeben und mit den Lehensfürsten freundlichen\nVerkehr gepflegt.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
image_comentario	Das Wasser auf der Erde füllt alle Lücken aus und haftet fest an ihr. Die\nGesellschaftsorganisation des Altertums war auf diesen Grundsatz des Zu-\nsammenhaltens zwischen Abhängigen und Herrscher gegründet. Das Wasser\nfließt von selbst zusammen, weil es in allen seinen Teilen unter denselben\nGesetzen steht. So muß auch die menschliche Gesellschaft zusammenhalten\ndurch eine Interessengemeinschaft, die jeden einzelnen sich als Glied eines\nGanzen fühlen läßt. Die Zentralgewalt eines gesellschaftlichen Organismus\nmuß dafür sorgen, daß jedes Glied sein wahres Interesse im Zusammen-\nhalten findet, wie das in dem väterlichen Verhältnis von Großkönig und\nLehnsträgern im chinesischen Altertum der Fall war.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L1_etiqueta	Anfangs eine Sechs bedeutet:	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L1_oraculo	Halte wahr und treu zu ihm: das ist kein Makel.\nWahrheit wie eine volle Tonschüssel:\nSo kommt schließlich von außen her das Heil!	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L1_comentario	Wenn es sich um Anknüpfen von Beziehungen handelt, ist volle Wahr-\nhaftigkeit die einzig richtige Grundlage. Diese Gesinnung, die unter dem\nBild einer gefüllten irdenen Schüssel dargestellt wird, bei der alles Gehalt,\nnichts leere Form ist, äußert sich nicht in klugen Worten, sondern durch die\nKraft des Innern, und diese Kraft ist so stark, daß sie mit Macht das Heil\nvon außen an sich zieht.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L2_oraculo	Halte zu ihm im Innern. Beharrlichkeit bringt Heil!	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L2_comentario	Wenn man auf rechte und beharrliche Weise den Bitten, die von oben her\nzum Wirken uns auffordern, entgegenkommt, so sind die Beziehungen zum\n'Vergleiche dazu das Distichon: Immer strebe zum Ganzen, und kannst du selber kein\nGanzes werden, als dienendes Glied schließ an ein Ganzes dich an."\nandern in erster Linie innerliche, man verliert sich selbst nicht. Wer aber\nstreberhaft klebend Zusammenhalt sucht, der folgt nicht dem Pfad des Edlen,\nder seine Würde wahrt, sondern wirft sich weg.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L3_etiqueta	Sechs auf drittem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L3_oraculo	Du hältst zusammen mit Menschen, die nicht die rechten sind.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L3_comentario	Man ist oft unter lauter Menschen, die nicht zur eigenen Sphäre gehören.\nDa darf man sich nicht zu einer falschen Vertraulichkeit durch die Macht der\nGewohnheit hinreißen lassen. Daß das vom Übel wäre, bedarf nicht erst der\nWorte. Geselligkeit ohne Intimität ist solchen Leuten gegenüber das einzig\nRichtige; nur dadurch hält man sich frei für eine spätere Beziehung zu seines-\ngleichen.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L4_etiqueta	Sechs auf viertem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L4_oraculo	Auch äußerlich halte zu ihm. Beharrlichkeit bringt Heil!	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L4_comentario	Die Beziehungen zu einem Mann, der Mittelpunkt des Zusammenhaltens\nist, sind hier schon fest geregelt. Da darf und soll man seine Anhänglichkeit\nauch offen zeigen. Man muß nur festbleiben und darf sich durch nichts irre-\nmachen lassen.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L5_oraculo	Offenbarung des Zusammenhaltens.\nDer König läßt bei der Jagd nur von drei Seiten treiben\nUnd verzichtet auf das Wild, das vorne abbiegt.\nDie Bürger bedürfen nicht der Warnung. Heil!	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L5_comentario	Bei den königlichen Treibjagden im alten China war es üblich, daß das Wild\nvon drei Seiten her angetrieben wurde. Auf der vierten Seite konnte das\nangetriebene Wild abbiegen. Soweit die Tiere hier nicht abbogen, mußten\nsie in ein Tor hinein, hinter dem der König jagdbereit stand. Nur die Tiere\nwurden geschossen, die hier eindrangen. Die, welche vorne abbogen, ließ\nman laufen. Diese Sitte entsprach der königlichen Gesinnung, die aus der\nJagd keine Schlächterei machen wollte, sondern nur das Wild zur Strecke\nbrachte, das sich sozusagen freiwillig gestellt hatte.\nEs zeigt sich hier ein Herrscher bzw. ein einflußreicher Mann, dem die\nMenschen zufallen. Wer zu ihm kommt, den nimmt er auf, wer nicht kommt,\nden läßt er laufen. Er bittet keinen, schmeichelt keinem: sie kommen alle\nvon selbst. Auf diese Weise bildet sich eine freie Abhängigkeit bei denen,\ndie zu ihm halten. Die Leute brauchen sich nicht gewaltsam zusammen-\nzunehmen, sondern können harmlos ihre Gesinnungen zeigen. Es bedarf\nkeiner polizeilichen Veranstaltung. Sie sind ihrem Herrn von selber zugetan.\nAuch für das Leben im allgemeinen gilt diese Freiheit. Man soll nicht um\ndie Gunst der Menschen werben. Wenn man in sich die Reinheit und Kraft\nausbildet, die nötig ist für einen Mittelpunkt der Sammlung, so kommen die\nMenschen von selbst, die einem bestimmt sind.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L6_etiqueta	Oben eine Sechs bedeutet:	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L6_oraculo	Er findet zum Zusammenhalten kein Haupt. Unheil.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
L6_comentario	Das Haupt ist der Anfang. Ohne einen rechten Anfang gibt es kein rechtes\nEnde. Wenn man den Anschluß verpaßt hat und nun immer zögert, vor\nvoller, wahrer Hingabe sich scheuend, so wird man zu spät seinen Fehler\nbereuen.	libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
yong_etiqueta		libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
yong_oraculo		libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
yong_comentario		libro-fisico-300dpi:jpg-pages:48-50+pass03-v2
hex_fin		
