campo	contenido_de	fuente_captura
image_oraculo	Der Zustand der Erde ist die empfangende Hingebung.\nSo trägt der Edle weiträumigen Wesens die Außenwelt.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
image_comentario	Ebenso wie es nur einen Himmel gibt, gibt es auch nur eine Erde. Während\naber beim Himmel die Verdoppelung des Zeichens zeitliche Dauer bedeutet,\nbedeutet sie bei der Erde die räumliche Ausdehnung und Festigkeit, mit der\nsie alles, was da lebt und webt, trägt und erhält. Die Erde in ihrer Hin-\ngebung trägt ohne Ausnahme Gut und Böse. So macht der Edle seinen\nCharakter weiträumig, gediegen und tragfähig, so daß er Menschen und\nDinge zu tragen und ertragen vermag.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L1_etiqueta	Anfangs eine Sechs bedeutet:	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L1_oraculo	Tritt man auf Reif, so naht das feste Eis.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L1_comentario	Wie die lichte Kraft das Leben darstellt, so die schattige Kraft den Tod.\nIm Herbst, wenn der Frühreif fällt, ist die Kraft des Dunkels und der Kälte\nerst in der Entfaltung. Nach den ersten Spuren werden sich nach festen\nGesetzen die Außerungen des Todes allmählich mehren, bis schließlich der\nstarre Winter mit seinem Eis da ist.\nGenau so geht es im Leben. Wenn sich gewisse, kaum merkliche Zeichen\ndes Verfalls zeigen, so geht es weiter, bis schließlich der Untergang da ist.\nAber im Leben kann man vorbeugen, wenn man die Anzeichen des Verfalls\nbeachtet und ihnen rechtzeitig entgegentritt.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L2_etiqueta	O Sechs auf zweitem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L2_oraculo	Gerade, rechtwinklig, groß.\nOhne Absicht bleibt doch nichts ungefördert.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L2_comentario	Der Himmel hat als Symbol den Kreis, die Erde das rechtwinklige Quadrat.\nSomit ist das Rechtwinklige eine ursprüngliche Eigenschaft der Erde. Da-\ngegen ist die geradlinige Bewegung ursprünglich eine Eigenschaft des\nSchöpferischen, ebenso wie die Größe. Aber alle rechtwinkligen Dinge haben\nihre Wurzel in der geraden Linie und bilden ihrerseits wieder körperliche\nGrößen. Wenn man in der Mathematik Linien, Flächen und Körper unter-\nscheidet, so ergeben sich aus geraden Linien rechtwinklige Flächen und aus\nrechtwinkligen Flächen kubische Größen. Das Empfangende richtet sich nach\nden Eigenschaften des Schöpferischen und macht sie zu seinen eigenen. So\nwird aus einer Geraden ein Quadrat und aus einem Quadrat ein Würfel.\nDas ist die einfache Hingebung an die Gesetze des Schöpferischen, ohne\netwas davon- oder dazuzutun. Darum bedarf es für das Empfangende\nnicht einer besonderen Absicht oder Anstrengung, und alles wird recht.\nDie Natur erzeugt die Wesen ohne Falsch, das ist ihre Geradheit; sie ist\nruhig und still, das ist ihre Rechtwinkligkeit; sie weigert sich nicht, irgend-\nein Wesen zu dulden, das ist ihre Größe. Darum erreicht sie ohne äußeres\nMachen oder besondere Absichten für alle das Rechte. Für den Menschen\nbedeutet es höchste Weisheit, in seinem Wirken so selbstverständlich zu\nwerden wie die Natur.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L3_etiqueta	Sechs auf drittem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L3_oraculo	Verborgene Linien; man vermag beharrlich zu bleiben.\nFolgst du etwa eines Königs Diensten,\nSo suche nicht Werke, aber vollende!	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L3_comentario	Wenn man frei von Eitelkeit ist, so vermag man seine Vorzüge so zu ver-\ndecken, daß sie nicht vorzeitig die öffentliche Aufmerksamkeit auf sich ziehen.\nSo kann man in der Stille reifen. Wenn es die Verhältnisse erfordern, so\nmag man auch in die Öffentlichkeit hervortreten, aber auch dann zurück-\nhaltend. Der Weise wird den Ruhm gern andern lassen. Er sucht nicht\nfertige Tatsachen, die ihm als Verdienste angerechnet werden, wohl aber\nerhofft er wirkende Ursachen, d. h. er vollendet die Werke so, daß sie für\ndie Zukunft fruchtbringend sind.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L4_etiqueta	Sechs auf viertem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L4_oraculo	Zugebundener Sack. Kein Makel; kein Lob.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L4_comentario	Das Schattige öffnet sich, wenn es sich bewegt, und schließt sich, wenn es\nruht. Hier ist die strengste Verschlossenheit gezeichnet. Die Zeit ist ge-\nfährlich: jedes Hervortreten führt entweder zur Feindschaft übermächtiger\nGegner, wenn man sie bekämpfen wollte, oder zu mißverstandener An-\nerkennung, wenn man sich läßlich gäbe. So gilt es, sich zu verschließen, sei\nes in der Einsamkeit oder im Weltgetriebe: denn auch da kann man sich so\ngut verbergen, daß niemand einen kennt.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L5_oraculo	Gelbes Untergewand bringt erhabenes Heil!	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L5_comentario	Gelb ist die Farbe der Erde und der Mitte, das Symbol des Zuverlässigen\nund Echten. Das Untergewand ist unauffällig verziert, das Symbol vor-\nnehmer Zurückhaltung. Wenn jemand zu wirken berufen ist an hervor-\nragender, doch nicht unabhängiger Stellung, so beruht der wahre Erfolg auf\nder höchsten Diskretion. Die Echtheit und Feinheit darf nicht direkt hervor-\ntreten, sondern nur als Wirkung von innen her sich mittelbar äußern.\n*******	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L6_etiqueta	Oben eine Sechs bedeutet:	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L6_oraculo	Drachen kämpfen auf dem Anger.\nIhr Blut ist schwarz und gelb.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
L6_comentario	Auf dem obersten Platz sollte das Schattige dem Lichten weichen. Will es\nsich auf dem Platz, der ihm nicht gebührt, behaupten, und statt zu dienen,\nherrschen, so zieht es sich den Zorn des Starken zu. Es kommt zum Kampf,\nin dem es gestürzt wird, in dem jedoch beide Teile zu Schaden kommen.\nDer Drache, das Symbol des Himmels, kommt herbei und bekämpft den\nfalschen Drachen, zu dessen Bilde hier das Irdische sich gesteigert hat.\nSchwarzblau ist die Farbe des Himmels, gelb ist die Farbe der Erde. Wenn\nalso schwarzes und gelbes Blut fließt, so ist das ein Zeichen, daß durch diesen\nunnatürlichen Kampf beide Grundkräfte Schaden leiden¹.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
yong_etiqueta	Wenn lauter Sechsen erscheinen, verwandelt sich das Zeichen des Empfangen-	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
yong_oraculo	den in das Zeichen des Schöpferischen. Es gewinnt so die Kraft der Dauer\nim Festhalten des Rechten. Es gibt zwar keinen Fortschritt, aber auch keinen\nRückschritt.	libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
yong_comentario		libro-fisico-300dpi:jpg-pages:28-31+pass03-v2
hex_fin		
