campo	contenido_de	fuente_captura
L5_etiqueta	Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Die Stockung läßt nach. Dem großen Manne Heil!\n»Wenn es mißlänge, wenn es mißlänge!«	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Dadurch bindet er es an ein Bündel von Maulbeerstauden.\n\nDie Zeit ändert sich. Der rechte Mann ist gekommen, der wieder Ordnung schaffen kann. Darum Heil! Aber gerade in solchen Übergangszeiten ist Furcht und Zittern nötig. Nur durch die äußerste Besorgtheit, die dauernd denkt: »Wenn es mißlänge!«, wird der Erfolg befestigt. Wenn eine Maulbeerstaude abgeschnitten wird, so sprossen aus der Wurzel eine Reihe von Schößlingen, die besonders fest sind. Daher ist die Festigung des Erfolges unter dem Bild des Anbindens an Maulbeerstauden symbolisiert.\n\nKonfuzius sagt darüber: »Gefahr entsteht, wo einer sich auf seinem Platz sicher fühlt. Untergang droht, wo einer seinen Bestand zu wahren sucht. Verwirrung entsteht, wo einer alles in Ordnung hat. Darum vergißt der Edle, wenn er sicher ist, nicht der Gefahr, wenn er besteht, nicht des Untergangs, und wenn er Ordnung hat, nicht der Verwirrung. Dadurch kommt er persönlich in Sicherheit, und das Reich wird gewahrt.«	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Die Stockung hört auf.\nErst Stockung, dann Heil.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Die Stockung dauert nicht ewig. Allerdings hört sie nicht von selber auf, sondern es bedarf des rechten Mannes, um ihr ein Ende zu bereiten. Das ist der Unterschied des Friedens und der Stockung. Der Friede bedarf dauernder Anstrengung, um festgehalten zu werden. Sich selbst überlassen, würde er sich in Stockung und Niedergang verwandeln. Die Niedergangszeit verwandelt sich nicht von selbst in Frieden und Blüte, sondern sie bedarf der Anstrengung, um beseitigt zu werden. Hierin ist die schöpferische Stellung des Menschen gekennzeichnet, die nötig ist, damit die Welt in Ordnung kommt.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
