campo	contenido_de	fuente_captura
image_comentario	In Zeiten der Finsternis gilt es vorsichtig und zurückhaltend zu sein. Nicht durch rücksichtsloses Auftreten soll man sich nutzlos übermächtige Feindschaft zuziehen. Man soll in solchen Zeiten die Gewohnheiten der Menschen zwar nicht mitmachen, aber sie auch nicht kritisch ans Licht ziehen. Im Verkehr muß man in solchen Zeiten nicht alles wissen wollen. Man muß manches auf sich beruhen lassen, ohne sich darum betören zu lassen.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Verfinsterung des Lichts im Fluge.\nEr senkt seine Flügel.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Der Edle auf seiner Wanderschaft ißt drei Tage nichts.\n\nAber er hat, wohin er geht.\n\nDer Wirt hat über ihn zu reden.\n\nIn großartigem Entschluß will man sich über alle Hindernisse emporschwingen. Aber da trifft man auf das feindliche Geschick. Man zieht sich zurück und weicht aus. Die Zeit ist schwer. Rastlos muß man ohne bleibende Stätte weitereilen. Wenn man nicht innerliche Kompromisse machen will, sondern seinen Grundsätzen treu bleiben, so kommt man in Mangel. Aber man hat sein festes Ziel, dem man zustrebt, auch wenn die Leute, bei denen man wohnt, einen nicht verstehen und über einen lästern.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Die Verfinsterung des Lichts verletzt ihn am linken Schenkel.\nEr wirkt Hilfe mit der Macht eines Pferdes. Heil.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Hier ist der Herr des Lichts an untergeordnetem Platz. Er wird verletzt vom Herrn der Finsternis. Aber die Verwundung ist nicht lebensgefährlich, sondern nur hinderlich. Rettung ist noch möglich. Der Betroffene denkt nicht an sich selbst, sondern nur an die Rettung der anderen, die auch bedroht sind. Darum sucht er mit äußerster Kraft zu retten, was zu retten ist. In diesem pflichtmäßigen Handeln liegt das Heil.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Die Verfinsterung des Lichts auf der Jagd im Süden.\nMan bekommt ihr großes Haupt.\nMan darf nicht zu eilig Beharrlichkeit erwarten.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Scheinbar ist ein Spiel des Zufalls am Werk. Während der Starke und Getreue bestrebt ist, in eifriger Tätigkeit Ordnung zu schaffen, ohne alle Hintergedanken, trifft er wie zufällig den Rädelsführer der Unordnung und wird seiner habhaft. Damit ist der Sieg erlangt. Aber man darf nicht die Abstellung der Mißbräuche allzu hastig betreiben. Das wäre vom Übel, weil die Mißbräuche schon zu lange im Schwange waren.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Er dringt in die linke Bauchhöhle ein.\nMan erhält das Herz der Verfinsterung des Lichts\nund verläßt Tor und Hof.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Man befindet sich in der Nähe des Hauptes der Finsternis und erfährt so seine geheimsten Gedanken. Auf diese Weise erkennt man, daß Besserung nicht mehr zu erhoffen ist, und wird rechtzeitig instand gesetzt, den Ort des Unheils zu verlassen, ehe es hereinbricht.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Verfinsterung des Lichts wie beim Prinzen Gi.\nFördernd ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Der Prinz Gi lebte am Hof des finsteren Tyrannen Dschou Sin, der als historisches Beispiel ungenannt der ganzen Situation zugrunde liegt. Der Prinz Gi war ein Verwandter dieses Tyrannen, darum konnte er sich nicht vom Hofe zurückziehen. Er verbarg deshalb seine gute Gesinnung und stellte sich wahnsinnig. So wurde er denn als Sklave gehalten, ohne daß er durch äußere Unbilden in seiner Gesinnung sich hätte irremachen lassen.\n\nHieraus ergibt sich die Lehre für diejenigen, die in Zeiten der Finsternis ihren Platz nicht verlassen können. Sie bedürfen bei unbesiegbarer Beharrlichkeit im Innern nach außen hin doppelter Vorsicht, um der Gefahr zu entgehen.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	O Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Nicht Licht, sondern Dunkel.\nErst stieg er zum Himmel empor,\ndann stürzte er in die Tiefen der Erde hinunter.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Hier ist der Höhepunkt der Finsternis erreicht. Die finstere Macht war erst so hoch gestellt, daß sie alle Guten und Lichten verletzen konnte. Zum Schluß jedoch geht sie an ihrer eigenen Finsternis zugrunde, denn das Böse muß in dem Augenblick stürzen, da es das Gute vollkommen überwunden und damit die Kraft aufgezehrt hat, der es bisher seinen Bestand verdankte.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
