campo	contenido_de	fuente_captura
L3_comentario	Ein Mensch ist aus ärmlichen Verhältnissen heraus in eine bequeme Lage gekommen, da er von Not befreit ist. Wenn er nun nach Art eines Emporkömmlings es sich bequem machen will, ohne doch in seinem Wesen zu den bequemen Verhältnissen zu passen, so zieht er dadurch Räuber an, und wenn er so fort macht, gerät er bestimmt in Schande.\n\nKungtse sagt darüber: »Eine Last auf dem Rücken zu tragen, ist das Geschäft eines gemeinen Menschen. Ein Wagen ist das Gerät eines vornehmen Mannes. Wenn nun ein Gemeiner das Gerät  eines vornehmen Mannes benutzt, so denken die Räuber darauf, es ihm wegzunehmen. Wenn einer frech nach oben und hart nach unten ist, so denken die Räuber daran, ihn anzugreifen. Lässige Aufbewahrung verführt die Räuber zum Stehlen. Üppiger Schmuck eines Mädchens verlockt zum Raub ihrer Tugend.«	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Befreie dich von deiner großen Zehe.\nDann kommt der Gefährte herbei,\nund dem kannst du trauen.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Zu Zeiten des Stillstandes kommt es vor, daß gemeine Menschen sich einem höheren Menschen anschließen und durch tägliche Gewohnheit mit ihm zusammenwachsen und unentbehrlich werden, wie die große Zehe dem Fuß, dem sie das Gehen erleichtert. Aber wenn die Zeit der Befreiung naht mit ihrer Berufung zur Tat, dann muß man sich frei machen von solchen Zufallsbekanntschaften, mit denen man doch nicht innerlich zusammengehört. Denn sonst bleiben die gleichgesinnten Freunde, denen man wirklich trauen kann und mit denen gemeinsam sich etwas leisten läßt, voll Mißtrauen weg.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Wenn der Edle sich nur befreien kann, das bringt Heil.\nEr zeigt so den Gemeinen, daß es ihm ernst ist.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Befreiungszeiten bedürfen des inneren Entschlusses. Die Gemeinen sind nicht zu entfernen durch Verbote und äußere Mittel. Will man sie loswerden, so muß man sich innerlich erst vollkommen von ihnen losmachen, dann merken sie von selber, daß es einem ernst ist, und ziehen sich zurück.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Der Fürst schießt nach einem Habicht auf hoher Mauer.\nEr erlegt ihn. Alles ist fördernd.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Der Habicht auf hoher Mauer ist das Bild eines machtvollen Gemeinen an hoher Stelle, der die Befreiung hindert. Er widersteht der Einwirkung durch innere Einflüsse, da er in seiner Bosheit verhärtet ist. Er muß gewaltsam beseitigt werden; dazu bedarf es der entsprechenden Mittel.\n\nKungtse sagt darüber: »Der Habicht ist der Zweck der Jagd. Pfeil und Bogen sind die Werkzeuge und Mittel. Der Schütze ist der Mensch, der die Mittel zum Zweck richtig gebrauchen muß. Der Edle birgt die Mittel in seiner Person. Er wartet die Zeit ab,  und dann handelt er. Wie sollte da nicht alles gut gehen? Er handelt und ist frei. Darum braucht er nur auszugehen und erlegt die Beute. So steht es mit einem Menschen, der handelt, nachdem er die Mittel fertiggestellt hat.«	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
