campo	contenido_de	fuente_captura
L3_comentario	Die Lage, in der man sich befindet, ist zweideutig. Während alle im entschlossenen Kampf gegen das Gemeine begriffen sind, ist man allein in einer gewissen Beziehung zu einem gemeinen Menschen. Wollte man sich nun äußerlich stark zeigen und, ehe die Verhältnisse reif sind, sich gegen ihn wenden so würde man damit nur die Gesamtlage gefährden; denn der Gemeine würde dann vorzeitig zu Gegenmaßregeln greifen. Die Aufgabe des höheren Menschen ist hier überaus schwierig. Er muß innerlich fest entschlossen sein und, während er mit dem Gemeinen verkehrt, sich doch von aller Beteiligung an seiner Gemeinheit fernhalten. Dabei wird er natürlich verkannt. Man denkt, er gehöre mit zu der Partei des Gemeinen. Er ist ganz einsam, weil ihn niemand versteht. Seine Beziehungen zu dem Gemeinen beschmutzen ihn in den Augen der Menge, und man wendet sich murrend gegen ihn. Aber er trägt die Verkennung und macht keinen Fehler, da er sich selber treu bleibt.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	An den Oberschenkeln ist keine Haut,\nund das Gehen fällt schwer.\nLieße man sich führen wie ein Schaf,\nso würde die Reue schwinden.\nWenn man aber diese Worte hört,\nso wird man sie nicht glauben.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Man leidet an innerer Unruhe, so daß man nicht auf seinem Platz beharren kann. Man möchte unter allen Umständen voran und findet dabei unübersteigliche Hindernisse. So ist man mit seiner Lage in innerem Konflikt. Das kommt von dem Eigensinn, mit dem man seinen Willen durchsetzen möchte. Würde man von diesem Eigensinn lassen, so ginge alles gut. Aber dieser Rat wird wie so viele gute Ratschläge überhört werden. Denn der Eigensinn macht, daß man zwar Ohren hat, aber nicht hört.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Dem Unkraut gegenüber braucht es feste Entschlossenheit.\nIn der Mitte wandeln bleibt frei von Makel.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Unkraut wächst immer wieder nach und läßt sich schwer ausrotten. So bedarf der Kampf gegen einen hochstehenden Gemeinen feste Entschlossenheit. Man steht mit ihm in Beziehungen,  und es ist infolge davon zu fürchten, daß man den Kampf als hoffnungslos aufgibt. Aber das darf nicht sein. Man muß entschlossen weitermachen und darf sich nicht vom Weg abbringen lassen. Nur so bleibt man frei von Makel.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	O Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Kein Ruf! Schließlich kommt Unheil.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Der Sieg scheint errungen zu sein. Es ist nur noch ein Rest übrig von dem Bösen, dessen entschlossene Ausrottung an der Zeit ist. Es sieht alles ganz leicht aus. Aber gerade darin besteht die Gefahr. Wenn man nicht auf der Hut ist, gelingt es dem Bösen, durch Verdeckung zu entkommen, und wenn es erst entgangen ist, so entsteht neues Unheil aus den übriggebliebenen Keimen; denn das Böse stirbt nicht leicht. Auch beim Bösen des eigenen Charakters muß man gründliche Arbeit tun. Wenn man nachlässigerweise etwas übriglassen wollte, so würde daraus neues Übel entstehen.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
