campo	contenido_de	fuente_captura
L4_comentario	Die Klarheit des Verstandes verhält sich zum Leben wie das Feuer zum Holz. Das Feuer haftet am Holz, aber es verzehrt auch das Holz. Die Verstandesklarheit wurzelt im Leben, aber sie kann das Leben auch verzehren. Es handelt sich darum, wie sie sich betätigt. Hier ist das Bild eines Meteors oder Strohfeuers gezeichnet.  Ein aufgeregter, unruhiger Charakter kommt zu raschem Aufstieg. Aber es fehlen die nachhaltigen Wirkungen. Unter diesen Umständen ist es vom Übel, zu rasch sich auszugeben und als Meteor sich zu verzehren.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Weinend in Strömen, seufzend und klagend. Heil!	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Hier ist der Höhepunkt des Lebens. Ohne Warnung würde man in dieser Position sich verzehren wie eine Flamme. Wenn man statt dessen Furcht und Hoffnung aufgibt, die Nichtigkeit von allem einsieht und weint und seufzt, besorgt, seine Klarheit zu wahren, so kommt aus dieser Trauer Heil. Es handelt sich hier um wirkliche Umkehr, nicht wie bei Neun auf drittem Platz nur um eine vorübergehende Stimmung.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Der König gebraucht ihn, auszuziehen und zu züchtigen.\nAm besten ist es dann, die Häupter zu töten\nund die Nachläufer gefangenzunehmen. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Der Zweck der Züchtigung ist, Zucht zu schaffen, nicht blindlings Strafe walten zu lassen. Es gilt, das Übel an der Wurzel zu heilen. Im Staatsleben gilt es, die Rädelsführer zu beseitigen, aber die Mitläufer zu schonen. Bei der Selbstbildung gilt es, schlechte Gewohnheiten auszurotten, aber harmlose Gewohnheiten zu dulden. Denn allzu strenge Askese führt wie allzu strenge Strafgerichte zu keinem Erfolg.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
