campo	contenido_de	fuente_captura
image_oraculo	Auf dem Berg ist der Donner:\ndas Bild von des Kleinen Übergewicht.\nSo legt der Edle im Wandel\ndas Übergewicht auf die Ehrerbietung.\nBei Trauerfällen legt er das Übergewicht auf die Trauer.\nBei seinen Ausgaben legt er\ndas Übergewicht auf die Sparsamkeit.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Der Donner auf dem Berge ist anders als der in der Ebene. In den Bergen ist der Donner viel näher, während er außerhalb der Gebirge weniger hörbar ist als der Donner eines gewöhnlichen Gewitters. So entnimmt der Edle diesem Bild die Aufforderung, in allen Dingen die Pflicht näher und unmittelbarer ins Auge zu fassen als die Menschen des Alltags, obwohl infolge davon sein Betragen von außen her gesehen kleinlich erscheinen könnte. Er nimmt es besonders genau mit seinen Handlungen. Bei Trauerfällen steht ihm die innere Ergriffenheit weit näher als äußerer Formelkram, und so ist er bei Aufwendungen für seine eigene Person außerordentlich einfach und anspruchslos. Dieses alles bewirkt, daß er den Menschen der Masse gegenüber eine Ausnahmeerscheinung ist. Aber das Wesen dieser Ausnahme liegt darin, daß sie nach außen hin auf der Seite des Geringen sich befindet.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Der Vogel kommt durch Fliegen ins Unheil.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Der Vogel soll zunächst im Nest bleiben, bis er flügge ist. Will er vorher fliegen, so zieht er sich Unheil zu. Außerordentliche Maßnahmen dürfen erst getroffen werden, wenn es nicht mehr anders geht. Zunächst muß man sich so lange als möglich ins Herkömmliche fügen, sonst verbraucht man sich und seine Kraft und erreicht doch nichts.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Sie geht an ihrem Ahnherrn vorbei und trifft die Ahnfrau.\nEr erreicht nicht seinen Fürsten und trifft den Beamten.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Zwei Ausnahmefälle sind hier genannt: Im Ahnentempel, wo Generationenwechsel stattfindet, steht der Enkel auf derselben Seite wie der Großvater; darum hat er zu ihm die nächsten Beziehungen. Hier ist die Frau des Enkels gezeichnet, die beim Opfer am Ahnherrn vorübergeht und sich der Ahnfrau zuwendet. Dieses außerordentliche Verhalten ist aber ein Ausdruck ihrer Bescheidenheit. Sie wagt es eher, vor die Ahnfrau zu treten, der sie sich durch ihr Geschlecht verwandt fühlt; darum ist dieses Abwei chen von der Regel kein Fehler.\n\nEin anderes Bild ist das des Beamten, der zunächst ordnungsgemäß bei seinem Fürsten Audienz sucht. Wenn er ihn aber nicht trifft, sucht er nichts mit Gewalt zu erzwingen, sondern findet sich in gewissenhafter Pflichterfüllung zurecht, indem er sich einreiht in die Zahl der Beamten. Auch diese außerordentliche Zurückhaltung ist in Ausnahmezeiten kein Fehler. (Als Regel gilt, daß jeder Beamte zunächst eine Audienz bei seinem Fürsten hat, durch den er angestellt wird. Hier geht die Anstellung von dem Minister aus.)	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Wenn man sich nicht außerordentlich vorsieht,\nso kommt etwa einer von hinten und schlägt einen.\nUnheil!	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Zuzeiten ist außerordentliche Vorsicht unbedingt nötig. Aber gerade in solchen Lebenslagen gibt es gerade und starke Persönlichkeiten, die im Bewußtsein ihres guten Rechts es verschmähen, sich vorzusehen, weil sie das für kleinlich halten. Vielmehr gehen sie stolz und unbekümmert ihre Straße. Aber dieses Selbstvertrauen  täuscht sie. Es gibt Gefahren, die aus dem Hinterhalt sich nahen und denen sie nicht gewachsen sind.\n\nImmerhin handelt es sich um eine Gefahr, der man nicht unbedingt ausgesetzt ist, sondern die sich vermeiden läßt, wenn man die Zeitlage versteht, die eine Hinwendung auf das Kleine, Unbedeutende in außerordentlicher Weise verlangt.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Kein Makel. Ohne vorbeizugehen, trifft er ihn.\nHingehen bringt Gefahr. Man muß sich hüten.\nHandle nicht. Sei dauernd beharrlich.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Die Härte des Charakters ist durch die Weichheit der Stellung gemildert, so daß man keinen Fehler macht. Man befindet sich in einer Lage, da man sich aufs äußerste zurückhalten muß. Man darf von sich aus nichts unternehmen, um das Gewünschte zu treffen. Und wenn man hingehen wollte, um gewaltsam sein Ziel zu erreichen, so käme man in Gefahr. Darum muß man sich hüten und nicht handeln, sondern dauernd die innere Beharrlichkeit wahren.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Dichte Wolken,\nkein Regen von unserm westlichen Gebiet.\nDer Fürst schießt und trifft jenen in der Höhle.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Da hier ein hoher Platz ist, ist aus dem Bild des fliegenden Vogels das der fliegenden Wolken geworden. Aber ob die Wolken auch noch so dicht sind, sie fliegen am Himmel dahin und spenden keinen Regen. So kann in außerordentlichen Zeiten wohl ein geborener Herrscher da sein, der berufen wäre, die Welt in Ordnung zu bringen, aber er vermag nichts auszurichten und dem Volk seinen Segen nicht zuzuwenden, weil er allein steht und keinen Gehilfen hat.\n\nIn solchen Zeiten muß man nach Gehilfen suchen, mit denen zusammen man das Werk vollbringen kann. Aber diese Gehilfen muß man bescheiden in der Verborgenheit suchen, in die sie sich zurückgezogen haben. Nicht auf Berühmtheit und großen Namen kommt es an, sondern auf wirkliche Leistungen.\n\nDurch solche Bescheidenheit findet man den rechten Mann und vermag das außerordentliche Werk trotz aller Schwierigkeit zu vollenden.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Ohne ihn zu treffen, geht er an ihm vorbei.\nDer fliegende Vogel verläßt ihn. Unheil!\nDas bedeutet Unglück und Schaden.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Wenn man über das Ziel hinausschießt, so kann man es nicht treffen. Wenn der Vogel nicht in sein Nest will, sondern immer höher hinaus, so fällt er schließlich dem Jäger ins Netz. Wer in Zeiten des Außerordentlichen im Kleinen nicht haltzumachen weiß, sondern unruhig immer weiter will, der zieht sich Unheil durch Götter und Menschen zu, weil er sich von der Naturordnung entfernt.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
