campo	contenido_de	fuente_captura
image_oraculo	Über dem Holz ist Wasser: das Bild des Brunnens.\nSo ermuntert der Edle das Volk bei der Arbeit\nund ermahnt es, einander zu helfen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Unten ist das Zeichen Sun, Holz, darüber das Zeichen Kan, Wasser. Das Holz saugt das Wasser nach oben. Wie das Holz als Organismus die Tätigkeit des Brunnens nachahmt, die allen Teilen der Pflanze zugute kommt, so ordnet der Edle die  menschliche Gesellschaft, daß sie wie ein Pflanzenorganismus zum Wohl des Ganzen ineinandergreift.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Der Schlamm des Brunnens wird nicht getrunken.\nZu einem alten Brunnen kommen keine Tiere.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Wenn sich jemand in den sumpfigen Niederungen umhertreibt, so versinkt sein Leben im Schlamm. Ein solcher Mensch verliert seine Bedeutung für die Menschheit. Wer sich selbst wegwirft, zu dem kommen auch die andern nicht mehr. Niemand kümmert sich schließlich mehr um ihn.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Am Brunnenloch schießt man Fische.\nDer Krug ist zerbrochen und rinnt.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Das Wasser ist an sich klar. Aber man gebraucht es nicht. So halten sich nur Fische im Brunnen auf, und wer kommt, kommt nur, um Fische zu fangen; aber der Krug ist zerbrochen, so daß man die Fische nicht darin aufbewahren kann.\n\nEs wird eine Lage geschildert, da jemand an sich gute Gaben hätte; aber sie werden vernachlässigt. Niemand kümmert sich um ihn. Dadurch kommt er innerlich herunter. Er gibt sich mit gemeinen Menschen ab und kann nichts Tüchtiges mehr leisten.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Der Brunnen ist gereinigt, aber man trinkt nicht daraus.\nDas ist meines Herzens Leid;\ndenn man könnte daraus schöpfen.\nWäre der König klar,\nso genösse man gemeinsam das Glück.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Hier ist ein tüchtiger Mann vorhanden. Er gleicht einem gereinigten Brunnen, dessen Wasser man trinken könnte. Aber er wird nicht gebraucht. Das ist das Leid der Menschen, die ihn kennen. Der Wunsch besteht, daß der Fürst es erfahre; dann wäre es für alle Beteiligten ein Glück.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Der Brunnen wird ausgemauert, kein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Wenn der Brunnen ausgemauert wird, so kann man ihn zwar solange nicht benützen, aber die Arbeit ist nicht vergebens; sie bewirkt, daß das Wasser klar bleibt. So gibt es im Leben auch Zeiten, in denen man sich selbst in Ordnung bringen muß. Während  dieser Zeit kann man zwar nichts für andere leisten, aber sie ist dennoch wertvoll, weil man durch innere Ausbildung seine Kraft und Fähigkeiten steigert, so daß man nachher um so mehr leistet.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Im Brunnen ist ein klarer, kühler Quell,\nden man trinken kann.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Das ist ein guter Brunnen, der auf seinem Grunde eine Quelle lebendigen Wassers hat. Ein Mann, der solche Tugenden hat, ist zum Retter und Führer der Menschen geboren. Er hat das Wasser des Lebens. Dennoch fehlt das Zeichen: Heil. Beim Brunnen kommt alles darauf an, daß das Wasser geschöpft wird. Das beste Wasser ist für die Erfrischung der Menschen nur als Möglichkeit da, solange es nicht gehoben ist. So kommt es auch bei Führern der Menschheit darauf an, daß man aus ihrer Quelle trinkt, ihre Worte ins Leben überführt.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Man schöpft aus dem Brunnen ohne Hinderung.\nEr ist zuverlässig. Erhabenes Heil!	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Der Brunnen ist für alle da. Kein Verbot hemmt die Schöpfenden. Aber so viele auch kommen, sie finden, was sie brauchen; denn der Brunnen ist zuverlässig. Er hat eine Quelle und versiegt nicht; darum ist er für das ganze Land ein großes Heil: so der wirklich große Mann, der unerschöpflich reich ist an innerem Gut. Je mehr Menschen aus ihm schöpfen, desto größer wird sein Reichtum.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
