campo	contenido_de	fuente_captura
L2_oraculo	Die Wildgans zieht allmählich dem Felsen zu.\nEssen und Trinken in Frieden und Eintracht. Heil!	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Der Fels ist ein sicherer Platz am Ufer. Die Entwicklung ist einen Schritt weiter. Man ist über die anfängliche Unsicherheit hinaus und hat eine gesicherte Lebensstellung gefunden, durch die man einen auskömmlichen Lebens unterhalt hat. Dieser erste Erfolg, der die Bahn der Möglichkeit des Wirkens eröffnet, gibt der Stimmung eine gewisse Fröhlichkeit, und beruhigt schreitet man der Zukunft zu.\n\nVon der Wildgans heißt es, daß sie ihre Genossen herbeiruft, wenn sie Futter findet; das ist das Bild des Friedens und der Eintracht im Glück. Man will sein Glück nicht für sich allein haben, sondern ist bereit, es mit andern zu teilen.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Die Wildgans zieht allmählich der Hochebene zu.\nDer Mann zieht aus und kehrt nicht wieder.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Die Frau trägt ein Kind, aber bringt es nicht zur Welt.\n\nUnheil!\n\nFördernd ist es, Räuber abzuwehren.\n\nDie trockene Hochebene ist nicht für die Wildgans. Zieht sie dorthin, so hat sie ihren Weg verloren und ist zu weit gegangen. Das widerspricht dem Gesetz der Entwicklung.\n\nSo geht es auch im Menschenleben. Wenn man nicht die Dinge sich ruhig entwickeln läßt, sondern von sich aus sich voreilig in den Kampf stürzt, so bringt das Unheil. Das eigene Leben schlägt man in die Schanze, und die Familie geht darüber zugrunde. Aber das ist keineswegs notwendig, sondern nur die Folge davon, daß man das Gesetz der natürlichen Entwicklung übertritt. Wenn man nicht von sich aus den Kampf aufsucht, sondern sich darauf beschränkt, seinen Platz kraftvoll zu behaupten und unberechtigte Angriffe abzuwehren, so geht alles gut.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Die Wildgans zieht allmählich dem Baume zu.\nVielleicht bekommt sie einen flachen Ast. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Der Baum ist kein Platz, der für eine Wildgans geeignet ist. Aber wenn sie klug ist, findet sie einen flachen Ast, auf dem sie stehen kann. Im Leben kommt man im Lauf der Entwicklung auch oft in Situationen, die einem nicht entsprechen, in denen man sich schwer ohne Gefahr behaupten kann. Da ist es wichtig, daß man klug und nachgiebig ist. Dann kann man mitten in der Gefahr einen sicheren Platz ausfindig machen, an dem sich leben läßt.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Die Wildgans zieht allmählich dem Gipfel zu.\nDie Frau bekommt drei Jahre lang kein Kind.\nEndlich kann sie nichts verhindern. Heil!	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Der Gipfel ist ein hoher Platz. Auf hoher Stelle gerät man leicht in Vereinsamung. Man wird verkannt von dem, auf den man angewiesen ist: die Frau von ihrem Mann, der Beamte von seinem  Herrn. Die Ursache davon sind falsche Menschen, die sich dazwischen gedrängt haben. Die Folge ist, daß die Beziehungen steril bleiben und nichts geleistet wird. Aber die Entwicklung bringt es mit sich, daß solche Mißverständnisse sich lösen und die Vereinigung schließlich doch zustande kommt.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Die Wildgans zieht allmählich den Wolkenhöhen zu.\nIhre Federn können zum heiligen Tanz verwendet werden.\nHeil!	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Hier ist das Leben abgeschlossen. Das Werk liegt vollendet da. Hoch erhebt sich seine Bahn in den Himmel, wie der Flug der Wildgänse, wenn sie jeden irdischen Boden verlassen haben. Da fliegen sie hin und halten die Ordnung ihres Fluges ein, Figuren strenger Linien bildend.\n\nUnd wenn ihre Federn herunterfallen, so können sie zum Schmuck bei den heiligen Tempeltanzpantomimen verwendet werden.\n\nSo ist das Leben eines vollendeten Menschen ein helles Licht für die Menschen der Erde, die zu ihm als Vorbild aufsehen.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
