campo	contenido_de	fuente_captura
image_oraculo	Unten am Berg kommt ein Quell hervor:\ndas Bild der Jugend.\nSo nährt der Edle durch gründliches Handeln\nseinen Charakter.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Die Quelle kommt dadurch ins Fließen und zur Überwindung des Stillstandes, daß sie alle hohlen Stellen auf ihrem Weg ausfüllt. Ebenso ist der Weg zur Bildung des Charakters die Gründlichkeit, die nichts überspringt, sondern allmählich und stetig wie das Wasser alle Lücken ausfüllt und so vorankommt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Um den Toren zu entwickeln,\nist es fördernd, den Menschen in Zucht zu nehmen.\nMan soll die Fesseln abnehmen.\nSo weitermachen bringt Beschämung.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Am Anfang der Erziehung steht das Gesetz. Die Unerfahrenheit der Jugend ist geneigt, zunächst alles lässig und spielerisch zu nehmen. Da muß ihr der Ernst des Lebens gezeigt werden. Ein gewisses Sichzusammennehmen, wo es durch stramme Zucht erzwungen wird, ist gut. Wer mit dem Leben spielt, kommt nie zurecht. Aber die Zucht darf nicht in Drill ausarten. Fortgesetzter Drill wirkt beschämend und lähmt die Kraft.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Die Toren ertragen in Milde, bringt Heil.\nDie Frauen zu nehmen wissen, bringt Heil.\nDer Sohn ist dem Hauswesen gewachsen.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Hier ist ein Mann gezeichnet, der keine äußere Macht hat, aber die nötige Geisteskraft, um die auf ihm lastende Verantwortung zu tragen. Er besitzt die innere Überlegenheit und Stärke, die die Unzulänglichkeiten der menschlichen Torheit in Milde zu tragen versteht. Dieselbe Gesinnung gilt den Frauen als dem schwächeren Geschlecht gegenüber. Man muß sie zu nehmen wissen und anzuerkennen in einer gewissen ritterlichen Nachsicht. Nur durch diese Vereinigung von innerer Kraft und äußerer Zurückhaltung wird man die Verantwortung der Leitung eines größeren gesellschaftlichen Organismus übernehmen können und dabei wirklich Erfolg haben.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Nicht sollst du ein Mädchen nehmen,\ndas einen ehernen Mann sieht\nund sich nicht im Besitz behält.\nNichts ist fördernd.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Ein schwacher, unerfahrener Mensch, der nach oben strebt, verliert leicht seine persönliche Eigenart, wenn er an hoher Stelle eine starke Persönlichkeit sieht, die er sklavisch nachahmt. Er gleicht einem Mädchen, das sich preisgibt, wenn sie einem starken Mann begegnet. Einer solchen unfreien Annäherung gegenüber darf man nicht entgegenkommend sein. Entgegenkommen wäre weder für den Jüngling noch für den Erzieher gut.\n\nEin Mädchen ist es ihrer Würde schuldig, daß sie auf Werbung wartet. In beiden Fällen ist es unwürdig, sich selbst anzubieten, und es ist nicht gut, ein solches Angebot anzunehmen.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Beschränkte Torheit bringt Beschämung.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Für die Jugendtorheit ist es das hoffnungsloseste, sich in leere Einbildungen zu verstricken. Je eigensinniger sie auf solchen wirklichkeitsfremden Einbildungen beharrt, desto gewisser zieht sie sich Beschämungen zu.\n\nFür den Erzieher wird beschränkter Torheit gegenüber oft nichts übrigbleiben, als sie eine Zeitlang sich selbst zu überlassen und die ihr aus ihrem Gebaren entspringende Beschämung nicht zu ersparen. Das ist oft der einzige Weg zur Rettung.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Kindliche Torheit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Ein unerfahrener Mensch, der kindlich und anspruchslos Belehrung sucht, ist gut daran. Denn wer vom Hochmut frei sich dem Lehrer unterstellt, der wird sicher gefördert.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Beim Bestrafen der Torheit ist es nicht fördernd,\nÜbergriffe zu begehen.\nFördernd ist nur, Übergriffe abzuwehren.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Unter Umständen muß ein unverbesserlicher Tor bestraft werden. Wer nicht hören will, muß fühlen. Diese Strafe ist von der Aufrüttlung zu Beginn verschieden. Aber die Verhängung der Strafe darf nicht im Zorn geschehen, sondern muß sich auf eine sachliche Abwehr unberechtigter Übergriffe beschränken. Sie ist nie Selbstzweck, sondern hat nur der Herstellung geordneter Verhältnisse zu dienen.\n\nDas gilt sowohl von der Erziehung als auch von den Maßregeln einer Regierung gegen eine Bevölkerung, die sich Ausschreitungen zuschulden kommen läßt. Das Einschreiten der Regierung muß immer nur abwehrend sein und hat als einziges Ziel die Herstellung der öffentlichen Sicherheit und Ruhe.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
