campo	contenido_de	fuente_captura
image_comentario	Das Grundwasser ist unsichtbar inmitten der Erde vorhanden. So ist auch die Kriegsmacht eines Volkes unsichtbar in seinen Massen vorhanden.\n\nJeder Bauer wird, wenn Gefahr droht, Soldat und kehrt nach Beendigung des Kriegs hinter seinen Pflug zurück. Wer gegen das Volk weitherzig ist, der gewinnt die Liebe des Volkes, und das Volk, das unter einem milden Regiment lebt, wird stark und kräftig. Nur ein wirtschaftlich starkes Volk kann als Kriegsmacht von Bedeutung sein. Man muß also die Macht pflegen durch Förderung der wirtschaftlichen Beziehungen des Volkes und menschenfreundliche Regierung. Nur wo dieses unsichtbare Band zwischen Regierung und Volk da ist, daß das Volk unter ihr geborgen ist wie das Grundwasser in der Erde, ist es möglich, einen Krieg siegreich zu führen.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Ein Heer muß ausziehen nach der Ordnung.\nIst die nicht gut, droht Unheil.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Zu Beginn einer kriegerischen Unternehmung muß Ordnung herrschen. Es muß ein gerechter und triftiger Grund da sein, und der Gehorsam und das Ineinandergreifen der Truppen muß wohl organisiert sein, sonst ist Mißerfolg die unvermeidliche Folge.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Inmitten des Heeres!\nHeil! Kein Makel!\nDer König verleiht dreifache Auszeichnung.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Der Führer muß inmitten seines Heeres sein. Er muß Fühlung mit ihm haben und Gutes und Böses mit den Massen teilen, die er führt. Nur auf diese Weise ist er der schweren Anforderung gewachsen, die auf ihm ruht. Er bedarf dabei der Anerkennung durch den Herrscher. Die Auszeichnungen, die er erhält, sind berechtigt, da es sich nicht um persönliche Bevorzugung handelt, sondern in dem Führer das ganze Heer geehrt wird, in dessen Mitte er weilt.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Das Heer führt etwa im Wagen Leichen. Unheil!	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Die eine Erklärung deutet auf eine Niederlage infolge davon, daß ein anderer als der berufene Führer sich in die Leitung einmischt. Die andere Erklärung stimmt dem Sinne nach damit überein, nur daß der Ausdruck »Leichen im Wagen führen« anders gedeutet wird. Bei Beerdigungen und Totenopfern war es in China Sitte, daß der Verstorbene, dem geopfert wurde, durch einen Knaben aus der Familie vertreten wurde, der am Platz der Leiche saß und an der Stelle des Verstorbenen geehrt wurde. Daraus entnimmt diese Erklärung den Sinn, daß auf dem Wagen ein »Leichenknabe« sitzt, d.h. daß die Autorität nicht von der dazu berufenen Stelle ausgeht, sondern sich von andern angemaßt wird. Vielleicht läßt sich die ganze Schwierigkeit beheben durch Annahme eines Schreibfehlers (fan = alle für schï = Leiche). Dann würde der Sinn ohne weiteres sein: Wenn im Heer etwa sich die Menge zum Herrn macht (auf dem Wagen fährt), so ist das unheilvoll.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Das Heer zieht sich zurück. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Wenn man einem überlegenen Feind gegenübersteht, mit dem der Kampf aussichtslos ist, so ist ein geordneter Rückzug das einzig Richtige, weil durch ihn das Heer vor Niederlage und Auflösung bewahrt wird. Es ist keineswegs ein Zeichen von Mut oder Stärke, einen aussichtslosen Kampf unter allen Umständen annehmen zu wollen.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Im Feld ist ein Wild. Es ist fördernd, es zu fangen.\nOhne Makel.\nDer Älteste führe das Heer.\nDer Jüngere fährt Leichen,\nda bringt Beharrlichkeit Unheil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Das Wild ist im Feld, d.h. es hat seinen Aufenthaltsort, den Wald, aufgegeben und ist in die Felder verwüstend eingebrochen. Das deutet auf einen Einbruch des Feindes. In diesem Fall ist energischer Kampf und Bestrafung durchaus berechtigt. Nur muß der Kampf nach der Regel geführt werden. Er darf nicht zum wilden Durcheinander werden, da sich jeder auf eigene Faust wehrt. Das würde trotz größter Beharrlichkeit und Tapferkeit zu Unheil führen. Sondern das Heer muß von einem erfahrenen Führer geleitet sein. Es muß Krieg geführt werden. Nicht darf die Menge einfach totschlagen, was ihr in die Hände kommt, sonst erleidet man eine Niederlage, und trotz aller Beharrlichkeit droht Unheil.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Der große Fürst erläßt Befehle,\ngründet Staaten, belehnt Familien.\nGemeine Menschen soll man nicht benützen.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Der Krieg ist siegreich beendet. Der Sieg ist gewonnen, der König verteilt unter seinen Getreuen Lehen und Familienbesitz. Dabei ist es aber wichtig, daß gemeine Menschen nicht zur Macht gelangen dürfen. Wenn sie mitge holfen haben, so mag man sie mit Geld abfinden. Aber Landgebiete und Herrschaftsrechte darf man ihnen nicht verleihen, damit kein Mißbrauch vorkommt.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
