campo	contenido_de	fuente_captura
L2_comentario	Großer Besitz besteht nicht allein in der Menge der Güter, die einem zur Verfügung stehen, sondern vor allem in ihrer Beweglichkeit und Verwendbarkeit. Dann mag man sie zu Unternehmungen gebrauchen und bleibt frei von Verlegenheit und Fehlern. Unter dem großen Wagen, dem man viel aufladen kann und mit dem man weit fahren kann, sind tüchtige Gehilfen verstanden, die einem zur Seite stehen, die ihrer Aufgabe gewachsen sind. Solchen Leuten kann man eine große Verantwortung aufladen, was bei wichtigen Unternehmungen nötig ist.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Ein Fürst bringt ihn dem Sohn des Himmels dar.\nEin kleiner Mensch kann das nicht.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Es ist die Sache eines hochherzigen, freisinnigen Menschen, daß er seinen Besitz nicht als sein ausschließliches persönliches Eigentum betrachtet, sondern dem Herrscher bzw. der Allgemeinheit zur Verfügung stellt. Dadurch stellt er sich auf den richtigen Standpunkt dem Besitz gegenüber, der niemals als Privatbesitz von Dauer sein kann. Ein engherziger Mensch ist freilich dazu nicht imstande. Für ihn schlägt großer Besitz zum Schaden aus, da er, statt zu opfern, behalten will.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Er macht einen Unterschied\nzwischen sich und seinem Nächsten.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Es ist eine Stellung gekennzeichnet, die zwischen reichen und mächtigen Nachbarn steht. Das bringt Gefahr. Da gilt es, nicht rechts und nicht links zu sehen, frei zu bleiben von Neid und dem Versuch, es andern gleichzutun. So bleibt man frei von Fehlern.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet;	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Wessen Wahrheit umgänglich ist und doch würdig, der hat Heil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Die Lage ist sehr günstig. Ohne äußeren Zwang, nur infolge der ungesuchten Aufrichtigkeit, gewinnt man die Menschen, daß sie auch in aufrichtiger Wahrheit einem zugetan sind. Doch genügt zur Zeit des Besitzes von Großem die Milde allein nicht. Sonst könnte leicht Frechheit allmählich aufkommen. Dieses Aufkommen von Frechheit muß durch Würde in Schranken gehalten werden, dann ist das Heil gewiß.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Vom Himmel her wird er gesegnet, Heil!\nNichts, das nicht fördernd ist.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	In der Fülle des Besitzes und der Macht bleibt man bescheiden und ehrt den Weisen, der außerhalb des Weltgetriebes steht. Dadurch stellt man sich unter den segensreichen Einfluß vom Himmel her, und alles geht gut.\n\nKonfuzius sagt über diesen Strich: »Segnen bedeutet helfen. Der Himmel hilft dem Hingebenden, die Menschen helfen dem Wahrhaftigen. Wer in Wahrhaftigkeit wandelt und hingebend ist in seinem Denken und dann noch die Würdigen hochhält, der wird vom Himmel her gesegnet. Er findet Heil und nichts ist, das nicht förderlich wäre.«	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
