campo	contenido_de	fuente_captura
image_oraculo	Über dem Holz ist Feuer: das Bild des Tiegels.\nSo festigt der Edle\ndurch Richtigmachung der Stellung das Schicksal.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Holz ist das Schicksal des Feuers; solange es unten vorhanden ist, brennt das Feuer oben. So ist es mit dem menschlichen Leben. Auch im Menschen ist ein Schicksal, das seinem Leben die Kraft verleiht. Und wenn es gelingt, dem Leben und Schicksal den richtigen Platz anzuweisen, dann festigt man das Schicksal, indem so das Leben unmittelbar im Einklang mit dem Schicksal ist. Es finden sich in diesen Worten Andeutungen über die Pflege des Lebens, wie sie durch die Geheimlehre der chinesischen Yogapraxis von Mund zu Mund überliefert werden.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Ein Tiegel mit umgekippten Beinen.\nFördernd zur Entfernung des Stockenden.\nMan nimmt eine Nebenfrau um ihres Sohns willen.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Wenn man den Tiegel umkehrt, ehe man ihn in Gebrauch nimmt, so hat das nichts zu sagen; im Gegenteil, der Unrat kommt auf diese Weise heraus. Eine Nebenfrau ist an sich niedrig stehend, aber weil sie einen Sohn hat, kommt sie zu Ehren.\n\nDiese beiden Gleichnisse drücken den Gedanken aus, daß in Zeiten hoher Kultur, wie sie durch das Zeichen angedeutet sind, jedermann, der guten Willens ist, irgendwie ankommen kann. Wenn man noch so niedrig ist, wenn man nur bereit ist, sich zu reinigen, so wird man angenommen. Man kommt in eine Lage, da man sich fruchtbar an Leistungen erweisen kann und infolge davon Anerkennung findet.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Im Tiegel ist Nahrung.\nMeine Genossen haben Neid,\naber sie können mir nichts anhaben.\nHeil!	zeno.org:wilhelm-de-erstes-buch
L2_comentario	In Zeiten hoher Kultur kommt alles darauf an, daß man wirklich etwas leistet. Wenn man sich nur auf diese wirklichen Leistungen verläßt, so wird man zwar vielleicht Neid und Mißgunst erleben,  aber das ist nicht gefährlich. Je mehr man sich auf seine positiven Leistungen beschränkt, desto weniger können einem die Neider anhaben.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Der Henkel des Tiegels ist verändert.\nMan ist behindert in seinem Wandel.\nDas Fett des Fasans wird nicht gegessen.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Wenn erst der Regen fällt, dann erschöpft sich die Reue.\n\nEndlich kommt Heil.\n\nDer Henkel ist die Stelle, an der der Tiegel aufgehoben wird. Wenn der Henkel sich ändert, so kann der Tiegel nicht aufgehoben und benutzt werden, und die schönen Speisen, die darin sind, wie das Fett von Fasanen, dienen bedauerlicherweise niemand zur Nahrung.\n\nEs ist damit jemand gezeichnet, der in einer Zeit hoher Kultur an einer Stelle sich befindet, wo er von niemand beachtet und anerkannt wird. Das ist für sein Wirken eine schwere Hemmung. Seine ganzen guten Eigenschaften und Geistesgaben werden auf diese Weise nutzlos verbraucht. Allein man muß nur dafür sorgen, daß man innerlich wirklich geistigen Besitz hat. Dann wird sicher schließlich die Zeit kommen, da die Hemmnisse sich lösen und alles gut geht.\n\nDie Lösung der Spannung ist hier wie sonst durch das Fallen des Regens symbolisiert.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Der Tiegel bricht die Beine.\nDas Mahl des Fürsten wird verschüttet,\nund die Gestalt wird befleckt.\nUnheil!	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Man hat eine schwere, verantwortungsvolle Aufgabe, deren Erfüllung man nicht gewachsen ist. Da man zudem sich dieser Aufgabe nicht mit voller Kraft widmet, sondern sich mit niedrigstehenden Menschen abgibt, so mißlingt die Durchführung. Damit bringt man sich auch selbst in Schimpf und Schande. Kungtse sagt darüber: »Schwacher Charakter bei geehrter Stellung, geringes Wissen und große Pläne, kleine Kraft und schwere Verantwortung werden selten dem Unheil entgehen.«	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Der Tiegel hat gelbe Henkel, goldne Tragringe.\nFördernd ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Es ist ein Mann an herrschender Stelle, der in seinem Wesen zugänglich und bescheiden ist. Durch diese innere Haltung gelingt es ihm, starke und tüchtige Gehilfen zu finden, die ihn ergänzen und ihm bei seinem Werk helfen. Es ist wichtig, daß man sich in dieser Stellungnahme, die einer dauernden inneren Selbstverleugnung bedarf, nicht irremachen läßt, sondern daran festhält.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	O Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Der Tiegel hat Nephritringe. Großes Heil!\nNichts, das nicht fördernd wäre.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Beim vorigen Strich sind die Tragringe golden genannt, um ihre Stärke zu bezeichnen. Hier heißen sie von Nephrit. Der Nephrit zeichnet sich dadurch aus, daß er Härte mit einem milden Glanz vereinigt. Vom Standpunkt des Mannes aus, der für den Rat zugänglich ist, wirkt dieser Rat als starke Förderung. Hier ist der Rat bezeichnet vom Standpunkt des Weisen aus, der ihn erteilt. Er wird dabei milde und geläutert sein wie edler Nephrit. Auf diese Weise findet das Werk Wohlgefallen vor den Augen der Gottheit, die großes Heil spendet, und wird angenehm bei Menschen, weshalb alles gut geht.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
