campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_decision	Der Gegensatz: das Feuer bewegt sich nach oben. Der See\nbewegt sich nach unten.\nZwei Töchter wohnen beisammen, aber ihre Gesinnung ist\nnicht auf das Gemeinsame gerichtet.\nHeiterkeit und Beruhen auf Klarheit. Das Weiche schreitet\nfort und geht nach oben, erhält die Mitte und findet Entspre-\nchung beim Festen. Darum ist in kleinen Sachen Heil.\nHimmel und Erde bilden einen Gegensatz, aber ihr Wirken\nist gemeinsam. Mann und Frau bilden einen Gegensatz, aber\nihr Streben geht auf Vereinigung. Alle Wesen stehen im\nGegensatz zueinander, und ihre Wirkungen werden dadurch\nin Ordnung gegliedert. Groß wahrlich ist die Wirkung der\nZeit des Gegensatzes.\nZuerst wird der Name des Zeichens abgeleitet aus den Verhältnissen, die\naus der Bewegung der beiden Teilzeichen entstehen. Das Feuer flammt\nnach oben, das Wasser sickert nach unten: ruhend kann sich ihre Bewegung\nvereinen, in Bewegung kommen sie immer weiter auseinander. Die beiden\nTöchter sind anfangs im selben Elternhaus beisammen. Durch das Heran-\nwachsen trennen sich ihre Wege, wenn sie in verschiedene Familien hei-\nraten. So führt die Bewegung immer weiter in den Gegensatz hinein. Aber\nda es sich um eine natürliche Bewegung handelt, kommt sie von selbst zur\nWende, wenn sie am äußersten angelangt ist. Das Zeichen Dui hat Heiter-\nkeit als Eigenschaft, das Zeichen Li Beruhen auf Klarheit. Heiterkeit führt\nzusammen, Klarheit findet den rechten Weg dazu. Ferner sind die Verhält-\nnisse der beiden Herren des Zeichens günstig, so daß sich die Möglichkeit\ndes Erfolgs wenigstens im Kleinen ergibt.\nAber Kung geht noch weiter. Er zeigt, wie der Gegensatz geradezu natur-\ngemäße Bedingung für die Vereinigung ist. Infolge des Gegensatzes ent-\nsteht das Bedürfnis zu seiner Überbrückung, so bei Himmel und Erde, so\nbei Mann und Frau; ebenso sind die Besonderheiten aller Dinge eben die\nUrsache, daß sie deutlich unterschieden und darum geordnet werden können.\nDas ist die Wirkung der zu überwindenden Phase des Gegensatzes.	470-473	Der Gegensatz: das Feuer bewegt sich nach oben. Der See\nbewegt sich nach unten.\nZwei Töchter wohnen beisammen, aber ihre Gesinnung ist\nnicht auf das Gemeinsame gerichtet.\nHeiterkeit und Beruhen auf Klarheit. Das Weiche schreitet\nfort und geht nach oben, erhält die Mitte und findet Entsprechung beim Festen. Darum ist in kleinen Sachen Heil.\nHimmel und Erde bilden einen Gegensatz, aber ihr Wirken\nist gemeinsam. Mann und Frau bilden einen Gegensatz, aber\nihr Streben geht auf Vereinigung. Alle Wesen stehen im\nGegensatz zueinander, und ihre Wirkungen werden dadurch\nin Ordnung gegliedert. Groß wahrlich ist die Wirkung der\nZeit des Gegensatzes.\nZuerst wird der Name des Zeichens abgeleitet aus den Verhältnissen, die\naus der Bewegung der beiden Teilzeichen entstehen. Das Feuer flammt\nnach oben, das Wasser sickert nach unten: ruhend kann sich ihre Bewegung\nvereinen, in Bewegung kommen sie immer weiter auseinander. Die beiden\nTöchter sind anfangs im selben Elternhaus beisammen. Durch das Heranwachsen trennen sich ihre Wege, wenn sie in verschiedene Familien heiraten. So führt die Bewegung immer weiter in den Gegensatz hinein. Aber\nda es sich um eine natürliche Bewegung handelt, kommt sie von selbst zur\nWende, wenn sie am äußersten angelangt ist. Das Zeichen Dui hat Heiterkeit als Eigenschaft, das Zeichen Li Beruhen auf Klarheit. Heiterkeit führt\nzusammen, Klarheit findet den rechten Weg dazu. Ferner sind die Verhältnisse der beiden Herren des Zeichens günstig, so daß sich die Möglichkeit\ndes Erfolgs wenigstens im Kleinen ergibt.\nAber Kung geht noch weiter. Er zeigt, wie der Gegensatz geradezu naturgemäße Bedingung für die Vereinigung ist. Infolge des Gegensatzes entsteht das Bedürfnis zu seiner Überbrückung, so bei Himmel und Erde, so\nbei Mann und Frau; ebenso sind die Besonderheiten aller Dinge eben die\nUrsache, daß sie deutlich unterschieden und darum geordnet werden können.\nDas ist die Wirkung der zu überwindenden Phase des Gegensatzes.	cerrado	na
image_oraculo	-\nOben das Feuer, unten der See: das Bild des Gegensatzes.\nSo behält der Edle bei aller Gemeinschaft seine Besonderheit.	470-473	Oben das Feuer, unten der See:\ndas Bild des Gegensatzes.\nSo behält der Edle bei aller Gemeinschaft seine Besonderheit.	cerrado	coincide_ninguno
commentary_image	Die Bilder der Teilzeichen, die in ihren Tendenzen einander widerstreben,\nerzeugen den Zustand des Gegensatzes. Ihre Eigenschaften führen zu sei-\nner Überwindung. Die Heiterkeit von Dui ist das Bild der Gemeinschaft,\ndie Klarheit von Li ist das Bild der deutlich erkennbaren Besonderheit.\nDie beiden Töchter führen deshalb zum Gegensatz, weil die Älteste nicht\ndabei ist, die durch ihre Autorität für Ordnung sorgen würde.\nAnfangs Neun:	470-473	T\n7-1\n.\nDie Bilder der Teilzeichen, die in ihren Tendenzen einander widerstreben,\nerzeugen den Zustand des Gegensatzes. Ihre Eigenschaften führen zu seiner Überwindung. Die Heiterkeit von Dui ist das Bild der Gemeinschaft,\ndie Klarheit von Li ist das Bild der deutlich erkennbaren Besonderheit.\nDie beiden Töchter führen deshalb zum Gegensatz, weil die Alteste nicht\ndabei ist, die durch ihre Autorität für Ordnung sorgen würde.	cerrado	coincide_pass04
L1_etiqueta	Anfangs Neun:	470-473	Anfangs Neun:	cerrado	na
L1_a_oraculo	Die Reue schwindet. Wenn du dein Pferd verlierst, so lauf\nihm nicht nach; es kommt von selber wieder. Wenn du böse\nMenschen siehst, so hüte dich vor Fehlern.	470-473	Die Reue schwindet. Wenn du dein Pferd verlierst, so lauf\nihm nicht nach; es kommt von selber wieder. Wenn du böse\nMenschen siehst, so hüte dich vor Fehlern.	cerrado	na
L1_b_comentario	Wenn du böse Menschen siehst", vermeide Fehler.\nSolange der Gegensatz noch nicht vergiftet ist, läßt er sich ausgleichen. Ein\nFehler entsteht nur dadurch, daß man ihn zu weit gehen läßt. Der Strich\nsteht in Verbindung zum vierten. Der vierte Strich steht im Kernzeichen\nKan, das Pferd bedeutet. Er steht nicht in Entsprechung zu ihm, darum\ngeht das Pferd verloren. Der Anfangsstrich ist fest, kann sich beherrschen,\ndarum läuft er nicht nach. Das Pferd kommt von selber wieder, eben wenn\nsich der Gegensatz ausgelaufen hat. Der vierte Strich, der gleichzeitig den\nKernzeichen Kan "gefährlich" und Li "aufgeregt" angehört, ist das Bild des\nschlechten Menschen. Durch die Heiterkeit des Zeichens Dui wird vermie-\nden, daß der Gegensatz verschärft wird und so Fehler gemacht werden.	470-473	Wenn du böse Menschen siehst", vermeide Fehler.\nSolange der Gegensatz noch nicht vergiftet ist, läßt er sich ausgleichen. Ein\nFehler entsteht nur dadurch, daß man ihn zu weit gehen läßt. Der Strich\nsteht in Verbindung zum vierten. Der vierte Strich steht im Kernzeichen\nKan, das Pferd bedeutet. Er steht nicht in Entsprechung zu ihm, darum\ngeht das Pferd verloren. Der Anfangsstrich ist fest, kann sich beherrschen,\ndarum läuft er nicht nach. Das Pferd kommt von selber wieder, eben wenn\nsich der Gegensatz ausgelaufen hat. Der vierte Strich, der gleichzeitig den\nKernzeichen Kan "gefährlich" und Li "aufgeregt" angehört, ist das Bild des\nschlechten Menschen. Durch die Heiterkeit des Zeichens Dui wird vermieden, daß der Gegensatz verschärft wird und so Fehler gemacht werden.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	470-473	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Man begegnet seinem Herrn in enger Gasse. Kein Makel.	470-473	Man begegnet seinem Herrn in enger Gasse. Kein Makel.	cerrado	na
L2_b_comentario	Wenn man seinem Herrn in enger Gasse begegnet, so hat\nman seinen Weg nicht verfehlt.\nAuf krummen Wegen etwas erreichen zu wollen, ist ein Verfehlen des Wegs.\nAber die Neun auf zweitem Platz ist fest und zentral, so ist sie nicht auf ein\nTreffen unter allen Umständen aus. Das Treffen ist, wenn auch unformell,\nalso nicht ganz der Regel entsprechend, zufällig bzw. vom Herrn veranlaßt,\nso daß man sich nichts vorzuwerfen hat.	470-473	Wenn man seinem Herrn in enger Gasse begegnet, so hat\nman seinen Weg nicht verfehlt.\nAuf krummen Wegen etwas erreichen zu wollen, ist ein Verfehlen des Wegs.\nAber die Neun auf zweitem Platz ist fest und zentral, so ist sie nicht auf ein\nTreffen unter allen Umständen aus. Das Treffen ist, wenn auch unformell,\nalso nicht ganz der Regel entsprechend, zufällig bzw. vom Herrn veranlaßt,\nso daß man sich nichts vorzuwerfen hat.	cerrado	na
L3_etiqueta	Sechs auf drittem Platz:	470-473	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Man sieht den Wagen nach hinten gezerrt, die Rinder fest-\ngehalten, dem Menschen Haare und Nase abgeschnitten. Kein\nguter Anfang, aber ein gutes Ende.	470-473	Man sieht den Wagen nach hinten gezerrt, die Rinder festgehalten, dem Menschen Haare und Nase abgeschnitten. Kein\nguter Anfang, aber ein gutes Ende.	cerrado	na
L3_b_comentario	Man sieht den Wagen nach hinten gezerrt":\ndas kommt, weil der Platz nicht der rechte ist.\n,,Kein guter Anfang, aber ein gutes Ende":\ndas kommt, weil man einem Festen begegnet.\nDer Platz ist nicht der rechte, denn die schwache Sechs steht auf dem star-\nken dritten Platz, außerdem weilt die schwache Linie zwischen den zwei\nstarken auf zweitem und viertem Platz, die sich deswegen Übergriffe erlau-\nben, weil sie auch nicht an ihrem Platz sind. Das Kernzeichen Kan bedeutet\neinen Wagen; das Kernzeichen Li, in dessen Mitte der Strich steht, ist in\nBeziehung zur Kuh. Daß ein gutes Ende erreicht wird, kommt von den Be-\nziehungen zu dem starken oberen Strich, der die Mißverständnisse löst.	470-473	Man sieht den Wagen nach hinten gezerrt":\ndas kommt, weil der Platz nicht der rechte ist.\nwww.\n„Kein guter Anfang, aber ein gutes Ende":\ndas kommt, weil man einem Festen begegnet.\nDer Platz ist nicht der rechte, denn die schwache Sechs steht auf dem starken dritten Platz, außerdem weilt die schwache Linie zwischen den zwei\nstarken auf zweitem und viertem Platz, die sich deswegen Übergriffe erlauben, weil sie auch nicht an ihrem Platz sind. Das Kernzeichen Kan bedeutet\neinen Wagen; das Kernzeichen Li, in dessen Mitte der Strich steht, ist in\nBeziehung zur Kuh. Daß ein gutes Ende erreicht wird, kommt von den Beziehungen zu dem starken oberen Strich, der die Mißverständnisse löst.	cerrado	coincide_ninguno
L4_etiqueta	Neun auf viertem Platz:	470-473	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Durch Gegensatz vereinsamt, trifft man einen Gleichgesinn-\nten, mit dem man in Treue verkehren kann. Trotz der Gefahr\nkein Makel.	470-473	Durch Gegensatz vereinsamt, trifft man einen Gleichgesinnten, mit dem man in Treue verkehren kann. Trotz der Gefahr\nkein Makel.	cerrado	na
L4_b_comentario	Verkehr in Treue, ohne Makel":\ndas bedeutet, daß der Wille sich auswirkt.\nDer Gefährte, den man findet, ist der starke Anfangsstrich, der gleichen\nWesens mit der Neun auf viertem Platz ist. Beide haben den Willen, die\nMißverständnisse zu überwinden, und es gelingt ihnen auch. Der Strich ist\nvereinsamt durch die äußeren Verhältnisse. Er weilt nämlich zwischen zwei\ndunklen Strichen, die Gemeine repräsentieren. Hier ist zum ersten Strich\nnicht das Verhältnis des Entsprechens vorhanden, sondern das des Gleich-\ngeartetseins.	470-473	Verkehr in Treue, ohne Makel":\ndas bedeutet, daß der Wille sich auswirkt.\nDer Gefährte, den man findet, ist der starke Anfangsstrich, der gleichen\nWesens mit der Neun auf viertem Platz ist. Beide haben den Willen, die\nMißverständnisse zu überwinden, und es gelingt ihnen auch. Der Strich ist\nvereinsamt durch die äußeren Verhältnisse. Er weilt nämlich zwischen zwei\ndunklen Strichen, die Gemeine repräsentieren. Hier ist zum ersten Strich\nnicht das Verhältnis des Entsprechens vorhanden, sondern das des Gleichgeartetseins.	cerrado	na
L5_etiqueta	Sechs auf fünftem Platz:	470-473	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Die Reue schwindet. Der Gefährte beißt sich durch die Hülle.\nWenn man hingeht zu ihm, wie wäre das ein Fehler?	470-473	Die Reue schwindet. Der Gefährte beißt sich durch die Hülle.\nWenn man hingeht zu ihm, wie wäre das ein Fehler?	cerrado	na
L5_b_comentario	Der Gefährte beißt sich durch die Hülle."\nWenn man hingeht, bringt das Segen.\nDer Gefährte ist die Neun auf zweitem Platz. Die Sechs auf fünftem Platz\nsteht im oberen Halbzeichen Li, die Neun auf zweitem Platz steht in dem\nunteren Kernzeichen Li, ist also gleicher Art wie die Sechs auf fünftem Platz.\nDurch Verwandlung der Neun auf zweitem Platz entsteht das Zeichen,,Durch-\nbeißen", dessen zweiter Strich ebenfalls durch die Haut durchbeißt. Hier ist\nder Führer gezeichnet, der einen tüchtigen Gehilfen findet zur Beseitigung\nder Mißverständnisse. Der Höhere muß hingehen, dem Gefährten entgegen.\nSo fordert es die Regel. Ein tüchtiger Mann wird sich nicht von sich aus\nanbieten.	470-473	Der Gefährte beißt sich durch die Hülle."\nWenn man hingeht, bringt das Segen.\nDer Gefährte ist die Neun auf zweitem Platz. Die Sechs auf fünftem Platz\nsteht im oberen Halbzeichen Li, die Neun auf zweitem Platz steht in dem\nunteren Kernzeichen Li, ist also gleicher Art wie die Sechs auf fünftem Platz.\nDurch Verwandlung der Neun auf zweitem Platz entsteht das Zeichen„Durchbeißen", dessen zweiter Strich ebenfalls durch die Haut durchbeißt. Hier ist\nder Führer gezeichnet, der einen tüchtigen Gehilfen findet zur Beseitigung\nder Mißverständnisse. Der Höhere muß hingehen, dem Gefährten entgegen.\nSo fordert es die Regel. Ein tüchtiger Mann wird sich nicht von sich aus\nanbieten.	cerrado	na
L6_etiqueta	Obere Neun:	470-473	Obere Neun:	cerrado	na
L6_a_oraculo	Durch Gegensatz vereinsamt sieht man seinen Gefährten wie\nein schmutzbeladenes Schwein, wie einen Wagen voll\nTeufel. Erst spannt man den Bogen nach ihm, dann legt man\nden Bogen weg. Nicht Räuber er ist, will freien zur Frist.\nBeim Hingehen fällt Regen, dann kommt Heil.	470-473	Durch Gegensatz vereinsamt sieht man seinen Gefährten wie\nS\nL\nein schmutzbeladenes Schwein, wie einen Wagen voll\nTeufel. Erst spannt man den Bogen nach ihm, dann legt man\nden Bogen weg. Nicht Räuber er ist, will freien zur Frist.\nBeim Hingehen fällt Regen, dann kommt Heil.	cerrado	coincide_pass04
L6_b_comentario	Das Heil des Regenfalles bedeutet, daß die Schar der Zwei-\nfel schwindet.\nDas Kernzeichen ist Kan, das Schwein bedeutet, ebenso einen Wagen und\nHinterlist, Gefahr. Das Zeichen Li bedeutet Bogen, Kan bedeutet außerdem\nRäuber. Da aber die dritte Linie, auf die sich alles bezieht, zu der oberen\nNeun im Verhältnis des Entsprechens steht, so ist das alles Täuschung. Es\nhandelt sich nicht um einen feindlichen Überfall, sondern um eine gutge-\nmeinte Annäherung zu gegenseitiger Verbindung. Sowie das erkannt ist,\nschwinden die Zweifel, und die Mißverständnisse lösen sich.\n蹇	470-473	Das Heil des Regenfalles bedeutet, daß die Schar der Zweifel schwindet.\nDas Kernzeichen ist Kan, das Schwein bedeutet, ebenso einen Wagen und\nHinterlist, Gefahr. Das Zeichen Li bedeutet Bogen, Kan bedeutet außerdem\nRäuber. Da aber die dritte Linie, auf die sich alles bezieht, zu der oberen\nNeun im Verhältnis des Entsprechens steht, so ist das alles Täuschung. Es\nhandelt sich nicht um einen feindlichen Überfall, sondern um eine gutgemeinte Annäherung zu gegenseitiger Verbindung. Sowie das erkannt ist,\nschwinden die Zweifel, und die Mißverständnisse lösen sich.	cerrado	na
yong_etiqueta		470-473		vacio_en_libro	na
yong_a_oraculo		470-473		vacio_en_libro	na
yong_b_comentario		470-473		vacio_en_libro	na
wen_yen		470-473		vacio_en_libro	na
wen_yen_note		470-473		vacio_en_libro	na
hex_fin	38				
