campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_image	Das Feuer am Himmel oben: Das Bild des Besitzes von Gro-\nBem. So hemmt der Edle das Böse und fördert das Gute und\ngehorcht so des Himmels gutem Willen.\nDie Sonne am Himmel, die alles Irdische bescheint, ist das Bild des großen\nBesitzes. Die Unterdrückung des Bösen wird angedeutet durch das Zeichen\nKiän, das Gerichtszeichen, das das Böse der Wesen bekämpft. Die Förde-\nrung des Guten wird angedeutet durch das Zeichen Li, das alles erhellt und\nordnet. Beides ist das Verhängnis des gütigen Himmels (Kiän), dem sich der\nEdle in Gehorsam hingibt (Li-Hingebung).\nAnfangs Neun:	382-384	Die Sonne am Himmel, die alles Irdische bescheint, ist das Bild des großen\nBesitzes. Die Unterdrückung des Bösen wird angedeutet durch das Zeichen\nKiän, das Gerichtszeichen, das das Böse der Wesen bekämpft. Die Förderung des Guten wird angedeutet durch das Zeichen Li, das alles erhellt und\nordnet. Beides ist das Verhängnis des gütigen Himmels (Kiän), dem sich der\nEdle in Gehorsam hingibt (Li=Hingebung).	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Neun:	382-384	Anfangs Neun:	cerrado	na
L1_a_oraculo	Keine Beziehung zu Schädlichem, das ist nicht ein Makel.\nBleibt man der Schwierigkeit bewußt, so bleibt man ohne\nMakel.	382-384	Keine Beziehung zu Schädlichem, das ist nicht ein Makel.\nBleibt man der Schwierigkeit bewußt, so bleibt man ohne\nMakel.	cerrado	na
L1_b_comentario	Wenn die Anfangsneun des Besitzes von Großem keine Be-\nziehungen hat, so ist das auch schädlich.\nDas obere Zeichen Li bedeutet Waffen und daher Schädliches. Der Anfangs-\nstrich ist von dem Zeichen Li noch weit entfernt, darum ist keine Beziehung\ndazu vorhanden. Schwierigkeiten sind deswegen da, weil großer Besitz\nauf niedrigem Platz die Gefahr herbeizieht. Darum ist Vorsicht am Platz.\nDa der Strich aber stark ist, so ist auch anzunehmen, daß er ohne Makel\nbleibt.	382-384	Wenn die Anfangsneun des Besitzes von Großem keine Beziehungen hat, so ist das auch schädlich.\nDas obere Zeichen Li bedeutet Waffen und daher Schädliches. Der Anfangsstrich ist von dem Zeichen Li noch weit entfernt, darum ist keine Beziehung\ndazu vorhanden. Schwierigkeiten sind deswegen da, weil großer Besitz\nauf niedrigem Platz die Gefahr herbeizieht. Darum ist Vorsicht am Platz.\nDa der Strich aber stark ist, so ist auch anzunehmen, daß er ohne Makel\nbleibt.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	382-384	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Ein großer Wagen zum Beladen. Man mag etwas unter-\nnehmen. Kein Makel.	382-384	Ein großer Wagen zum Beladen. Man mag etwas unternehmen. Kein Makel.	cerrado	na
L2_b_comentario	.,,Ein großer Wagen zum Beladen."\nSammeln in der Mitte, so kommt kein Schaden.\nKiän ist das Bild eines Rades und großen Wagens. Die drei Striche des\nZeichens sind es, mit denen der Wagen beladen wird. Da Kiän sich stark\nbewegt, so sind Unternehmungen angedeutet. Die Neun auf zweitem Platz\nist fest und zentral und in Beziehung des Entsprechens zum Herrn des\nZeichens, daher alles günstig. Während sonst das Sammeln von Schätzen\nSchaden bringt, ist hier das Sammeln in der Mitte korrekt und zentral. Das\nbringt keinen Schaden. Es sind nicht irdische, sondern himmlische Schätze,\ndie man sammelt.	382-384	Ein großer Wagen zum Beladen."\nSammeln in der Mitte, so kommt kein Schaden.\nKiän ist das Bild eines Rades und großen Wagens. Die drei Striche des\nZeichens sind es, mit denen der Wagen beladen wird. Da Kiän sich stark\nbewegt, so sind Unternehmungen angedeutet. Die Neun auf zweitem Platz\nist fest und zentral und in Beziehung des Entsprechens zum Herrn des\nZeichens, daher alles günstig. Während sonst das Sammeln von Schätzen\nSchaden bringt, ist hier das Sammeln in der Mitte korrekt und zentral. Das\nbringt keinen Schaden. Es sind nicht irdische, sondern himmlische Schätze,\ndie man sammelt.	cerrado	coincide_pass04
L3_etiqueta	Neun auf drittem Platz:	382-384	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Ein Fürst bringt ihn dem Sohn des Himmels dar. Ein kleiner\nMensch kann das nicht.	382-384	Ein Fürst bringt ihn dem Sohn des Himmels dar. Ein kleiner\nMensch kann das nicht.	cerrado	na
L3_b_comentario	Ein Fürst bringt ihn dem Sohn des Himmels dar."\nEin kleiner Mensch schadet sich.\nDer Strich ist stark und korrekt und hat Beziehungen nach oben. Da er dem\nZeichen Kiän und dem Kernzeichen Dui angehört, ist er bereit zu opfern.\nAls an der Spitze des unteren Zeichens stehend, ist er das Bild des Fürsten.\nEin kleiner Mensch würde nur aus Gewinnsucht geben, und das gereichte\nnur zum Schaden.	382-384	Ein Fürst bringt ihn dem Sohn des Himmels dar."\nEin kleiner Mensch schadet sich.\nDer Strich ist stark und korrekt und hat Beziehungen nach oben. Da er dem\nZeichen Kiän und dem Kernzeichen Dui angehört, ist er bereit zu opfern.\nAls an der Spitze des unteren Zeichens stehend, ist er das Bild des Fürsten.\nEin kleiner Mensch würde nur aus Gewinnsucht geben, und das gereichte\nnur zum Schaden.	cerrado	na
L4_etiqueta	Neun auf viertem Platz:	382-384	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Er macht einen Unterschied zwischen sich und seinem Näch-\nsten. Kein Makel.	382-384	Er macht einen Unterschied zwischen sich und seinem Nächsten. Kein Makel.	cerrado	na
L4_b_comentario	Er macht einen Unterschied zwischen sich und seinem Näch-\nsten. Kein Makel."\nEr ist klar, unterscheidend und verständig.\nDie Sechs auf fünftem Platz hat die fünf Yangstriche im Besitz. Die Neun\nauf viertem Platz ist auf dem Platz des Ministers, so könnte sie den Unter-\nschied zwischen sich und dem Herrscher verwischen und sich den Besitz\nselbst anmaßen. Aber da sie stark auf schwachem Platz ist, ist sie zu be-\nscheiden dazu, und da sie im Anfang des Zeichens Li ist, hat sie dessen\nEigenschaft der klaren Unterscheidung, die solche Verwechslungen von\nMein und Dein verhindert.	382-384	Er macht einen Unterschied zwischen sich und seinem Nächsten. Kein Makel."\nEr ist klar, unterscheidend und verständig.\nDie Sechs auf fünftem Platz hat die fünf Yangstriche im Besitz. Die Neun\nauf viertem Platz ist auf dem Platz des Ministers, so könnte sie den Unterschied zwischen sich und dem Herrscher verwischen und sich den Besitz\nselbst anmaßen. Aber da sie stark auf schwachem Platz ist, ist sie zu bescheiden dazu, und da sie im Anfang des Zeichens Li ist, hat sie dessen\nEigenschaft der klaren Unterscheidung, die solche Verwechslungen von\nMein und Dein verhindert.	cerrado	na
L5_etiqueta	Sechs auf fünftem Platz:	382-384	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Wessen Wahrheit umgänglich ist und doch würdig, der hat\nHeil.	382-384	Wessen Wahrheit umgänglich ist und doch würdig, der hat\nHeil.	cerrado	na
L5_b_comentario	Wessen Wahrheit umgänglich ist." Durch seine Zuverlässig-\nkeit entfacht er den Willen der andern.\nDas Heil der Würde kommt davon, daß er leicht und ohne\nVorkehrungen ist.\nDie Sechs auf fünftem Platz ist auf geehrtem Platz. Sie ist bescheiden und\nwahr, darum bewegt sie die andern Striche zum Vertrauen. Sie ist aber\ndurch ihre Stellung auch imstande, durch ihre Würde zu imponieren; das\ntut sie aber, weil sie die große Mitte hat, leicht und ohne äußere Vorkeh-\nrungen, darum erregt sie keine unangenehmen Gefühle.	382-384	Wessen Wahrheit umgänglich ist." Durch seine Zuverlässigkeit entfacht er den Willen der andern.\nDas Heil der Würde kommt davon, daß er leicht und ohne\nVorkehrungen ist.\nDie Sechs auf fünftem Platz ist auf geehrtem Platz. Sie ist bescheiden und\nwahr, darum bewegt sie die andern Striche zum Vertrauen. Sie ist aber\ndurch ihre Stellung auch imstande, durch ihre Würde zu imponieren; das\ntut sie aber, weil sie die große Mitte hat, leicht und ohne äußere Vorkehrungen, darum erregt sie keine unangenehmen Gefühle.	cerrado	coincide_pass04
L6_etiqueta	Obere Neun:	382-384	Obere Neun:	cerrado	na
L6_a_oraculo	Vom Himmel her wird er gesegnet. Heil! Nichts, das nicht\nfördernd ist.	382-384	Vom Himmel her wird er gesegnet. Heil! Nichts, das nicht\nfördernd ist.	cerrado	na
L6_b_comentario	Der obere Platz des Besitzes von Großem hat Heil, das\nkommt davon, daß er vom Himmel gesegnet wird.\nDie fünf Yangstriche sind alle im Besitz von Sechs auf fünftem Platz. Dem\nfügt sich auch der obere Strich. Kiän und Li sind beide himmlischer Natur,\ndarum heißt es, daß der Himmel ihn segne. In den Erklärungen ist hier wie\nbeim ersten Strich ausdrücklich die Position genannt, um so Anfang und\nEnde herauszuheben; denn dieses Zeichen ist so günstig organisiert, daß\ndie Bewegung, die zu Anfang einsetzt, am Schluß weder zum Stocken noch\nzum Umschlag kommt, sondern harmonisch ausklingt.	382-384	Der obere Platz des Besitzes von Großem hat Heil, das\nkommt davon, daß er vom Himmel gesegnet wird.\nDie fünf Yangstriche sind alle im Besitz von Sechs auf fünftem Platz. Dem\nfügt sich auch der obere Strich. Kiän und Li sind beide himmlischer Natur,\ndarum heißt es, daß der Himmel ihn segne. In den Erklärungen ist hier wie\nbeim ersten Strich ausdrücklich die Position genannt, um so Anfang und\nEnde herauszuheben; denn dieses Zeichen ist so günstig organisiert, daß\ndie Bewegung, die zu Anfang einsetzt, am Schluß weder zum Stocken noch\nzum Umschlag kommt, sondern harmonisch ausklingt.	cerrado	na
yong_etiqueta		382-384		vacio_en_libro	na
yong_a_oraculo		382-384		vacio_en_libro	na
yong_b_comentario		382-384		vacio_en_libro	na
wen_yen		382-384		vacio_en_libro	na
wen_yen_note		382-384		vacio_en_libro	na
hex_fin	14				


