campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
judgment_oraculo		347-350	Das Warten.\nWenn du wahrhaftig bist, so hast du Licht und Gelingen.\nBeharrlichkeit bringt Heil.\nFördernd ist es, das große Wasser zu durchqueren.	cerrado	na
commentary_decision	Warten heißt sich zurückhalten. Gefahr ist vorn. Da man fest\nund stark ist, fällt man nicht hinein. Der Sinn ist, daß man\nnicht in Verlegenheit und Ratlosigkeit kommt.\nDas untere Zeichen Kiän hat als Eigenschaft die Kraft. Das vordere Zeichen\nist Kan, der Abgrund, die Gefahr. Aber da man infolge der eigenen Stärke\nsich nicht übereilt, kommt man nicht in Verlegenheit.\nWenn du wahrhaftig bist, so hast Du Licht und Gelingen.\n"Beharrlichkeit bringt Heil", denn der beherrschende Strich\nnimmt den Platz des Himmels ein und ist in seinem Benehmen\nkorrekt und zentral.\n,,Günstig ist es, das große Wasser zu durchqueren."\nDurch Fortschritt kommt das Werk zustande.\nDer fünfte Strich, der Herr des Zeichens, hat Wahrhaftigkeit wie das Wasser,\ndessen Symbol er ist (Kan ist ein Wasserlauf zwischen zwei hohen Ufern).\nDieser Strich stimmt in seiner Eigenart mit dem Sinn des Zeichens Kiän, das\nSchöpferische, der Himmel, überein. Er hat den seinem Platz, der ein un-\ngerader, d. h. Yangplatz ist, entsprechenden Charakter als fester Strich, da-\nher ist er korrekt. Außerdem ist er in der Mitte des oberen Zeichens, also\nzentral. Das sind lauter Verhältnisse des Herrn des Zeichens, die auf Er-\nfolg hinweisen. Das Warten bedeutet aber nicht ein Aufgeben des Unter-\nnehmens. Aufgeschoben ist nicht aufgehoben. Darum kommt das Werk\nzustande.	347-350	Warten heißt sich zurückhalten. Gefahr ist vorn. Da man fest und stark ist, fällt man nicht hinein. Der Sinn ist, daß man nicht in Verlegenheit und Ratlosigkeit kommt.\nDas untere Zeichen Kiän hat als Eigenschaft die Kraft. Das vordere Zeichen ist Kan, der Abgrund, die Gefahr. Aber da man infolge der eigenen Stärke sich nicht übereilt, kommt man nicht in Verlegenheit.\nWenn du wahrhaftig bist, so hast Du Licht und Gelingen.\n„Beharrlichkeit bringt Heil", denn der beherrschende Strich nimmt den Platz des Himmels ein und ist in seinem Benehmen korrekt und zentral.\n„Günstig ist es, das große Wasser zu durchqueren."\nDurch Fortschritt kommt das Werk zustande.\nDer fünfte Strich, der Herr des Zeichens, hat Wahrhaftigkeit wie das Wasser, dessen Symbol er ist (Kan ist ein Wasserlauf zwischen zwei hohen Ufern). Dieser Strich stimmt in seiner Eigenart mit dem Sinn des Zeichens Kiän, das Schöpferische, der Himmel, überein. Er hat den seinem Platz, der ein ungerader, d. h. Yangplatz ist, entsprechenden Charakter als fester Strich, daher ist er korrekt. Außerdem ist er in der Mitte des oberen Zeichens, also zentral. Das sind lauter Verhältnisse des Herrn des Zeichens, die auf Erfolg hinweisen. Das Warten bedeutet aber nicht ein Aufgeben des Unternehmens. Aufgeschoben ist nicht aufgehoben. Darum kommt das Werk zustande.	cerrado	coincide_pass04
image_oraculo	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude,\nHeiterkeit.\nAnfangs Neun:	347-350	Wolken steigen am Himmel auf: das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.	cerrado	coincide_ninguno
commentary_image	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude,\nHeiterkeit.\nAnfangs Neun:	347-350	Das Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen sind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst häufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der beiden Halbzeichen die Mittel angegeben werden, wie die Situation überwunden werden kann, wird hier ausgeführt, wie man die Situation aufnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet sich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird. Das befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung des Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner kommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude, Heiterkeit.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Neun:	347-350	Anfangs Neun:	cerrado	na
L1_a_oraculo	Warten auf dem Anger. Fördernd ist es, im Dauernden zu\nbleiben. Kein Makel.	347-350	Warten auf dem Anger. Fördernd ist es, im Dauernden zu\nbleiben. Kein Makel.	cerrado	na
L1_b_comentario	Warten auf dem Anger."\nn\n3 Das Buch der Wandlungen II\nMan sucht nicht voreiligerweise die Schwierigkeiten auf.\nFördernd ist es, im Dauernden zu bleiben. Kein Makel."\nMan hat den allgemeinen Boden nicht verlassen.\nWeil der unterste Strich fest ist, übereilt er nichts angesichts der Gefahr, die\nja noch fern ist (daher das Bild des Angers), sondern vermag ganz ruhig und\nbesonnen zu bleiben, wie wenn gar nichts Außerordentliches bevorstünde.	347-350	„Warten auf dem Anger."\nMan sucht nicht voreiligerweise die Schwierigkeiten auf.\n„Fördernd ist es, im Dauernden zu bleiben. Kein Makel."\nMan hat den allgemeinen Boden nicht verlassen.\nWeil der unterste Strich fest ist, übereilt er nichts angesichts der Gefahr, die ja noch fern ist (daher das Bild des Angers), sondern vermag ganz ruhig und besonnen zu bleiben, wie wenn gar nichts Außerordentliches bevorstünde.	cerrado	coincide_pass04
L2_etiqueta	Neun auf zweitem Platz:	347-350	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Warten auf dem Sand. Es gibt ein wenig Gerede. Das Ende\nbringt Heil.	347-350	Warten auf dem Sand. Es gibt ein wenig Gerede. Das Ende\nbringt Heil.	cerrado	na
L2_b_comentario	Warten auf dem Sand."\n"\nMan ist gelassen, denn der Strich ist zentral. Obwohl es da-\nher ein wenig Gerede gibt, bringt das Ende Heil.\nDer Strich ist dem oberen Zeichen der Gefahr schon näher als der erste,\ndaher Warten im Sand. Aber er ist ausgeglichen; die Fähigkeit seiner Natur\nwird gemildert durch die Weichheit des Platzes, der zudem zentral ist. Da-\nher bleibt er trotz kleineren Unfriedens gelassen (er steht zum Herrn des\nZeichens nicht in der Beziehung des Entsprechens, sondern als gleichnamig\nin der Beziehung des Abstoßens), und so geht alles gut. Gerede kommt durch\ndas Kernzeichen Dui.	347-350	„Warten auf dem Sand."\nMan ist gelassen, denn der Strich ist zentral. Obwohl es daher ein wenig Gerede gibt, bringt das Ende Heil.\nDer Strich ist dem oberen Zeichen der Gefahr schon näher als der erste, daher Warten im Sand. Aber er ist ausgeglichen; die Fähigkeit seiner Natur wird gemildert durch die Weichheit des Platzes, der zudem zentral ist. Daher bleibt er trotz kleineren Unfriedens gelassen (er steht zum Herrn des Zeichens nicht in der Beziehung des Entsprechens, sondern als gleichnamig in der Beziehung des Abstoßens), und so geht alles gut. Gerede kommt durch das Kernzeichen Dui.	cerrado	coincide_pass04
L3_etiqueta	Neun auf drittem Platz:	347-350	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Warten im Schlamm bewirkt das Kommen des Feindes.	347-350	Warten im Schlamm bewirkt das Kommen des Feindes.	cerrado	na
L3_b_comentario	Warten im Schlamm."\nמ\nDas Unheil ist draußen.\nBewirkt das Kommen des Feindes."\nErnst und Vorsicht läßt nicht zuschanden werden.\nDer starke Strich auf starkem Platz ist zu energisch. Er steht vor der Ge-\nfahr und drängt in sie hinein. Dadurch lockt er die Feinde an. Nur durch\nVorsicht läßt sich dieser Schaden vermeiden.	347-350	„Warten im Schlamm."\nDas Unheil ist draußen.\n„Bewirkt das Kommen des Feindes."\nErnst und Vorsicht läßt nicht zuschanden werden.\nDer starke Strich auf starkem Platz ist zu energisch. Er steht vor der Gefahr und drängt in sie hinein. Dadurch lockt er die Feinde an. Nur durch Vorsicht läßt sich dieser Schaden vermeiden.	cerrado	coincide_pass04
L4_etiqueta	Sechs auf viertem Platz:	347-350	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Warten im Blut. Heraus aus dem Loch.	347-350	Warten im Blut. Heraus aus dem Loch.	cerrado	na
L4_b_comentario	Warten im Blut."\n"\n"\nEr ist hingebend und gehorcht.\nSchwacher Strich auf schwachem Platz; daher macht er, obwohl er schon\ninnerhalb der Gefahr und zudem zwischen zwei Starken eingeklemmt ist\n(Kan bedeutet Loch und Blut), die Sache nicht durch Vorwärtsdrängen schlim-\nmer, sondern fügt sich, so daß das Unwetter vorübergeht.	347-350	„Warten im Blut."\nEr ist hingebend und gehorcht.\nSchwacher Strich auf schwachem Platz; daher macht er, obwohl er schon innerhalb der Gefahr und zudem zwischen zwei Starken eingeklemmt ist (Kan bedeutet Loch und Blut), die Sache nicht durch Vorwärtsdrängen schlimmer, sondern fügt sich, so daß das Unwetter vorübergeht.	cerrado	coincide_pass04
L5_etiqueta	Neun auf fünftem Platz:	347-350	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Warten bei Wein und Speise. Beharrlichkeit bringt Heil.	347-350	Warten bei Wein und Speise. Beharrlichkeit bringt Heil.	cerrado	na
L5_b_comentario	Wein und Speise, Beharrlichkeit bringt Heil"\nn\ninfolge der zentralen und korrekten Art.\nDer Strich ist der Herr des Zeichens. Als solcher befindet er sich im Zentrum\ndes oberen Zeichens. Er hat den seinem starken Charakter entsprechenden\nstarken Platz, d. h. er ist korrekt. Er befindet sich zudem an der Spitze des\noberen Kernzeichens "Licht", was ihm die Erleuchtung gibt. Das alles\nwirkt zusammen, um günstige Aspekte in Aussicht zu stellen.	347-350	„Wein und Speise, Beharrlichkeit bringt Heil"\ninfolge der zentralen und korrekten Art.\nDer Strich ist der Herr des Zeichens. Als solcher befindet er sich im Zentrum des oberen Zeichens. Er hat den seinem starken Charakter entsprechenden starken Platz, d. h. er ist korrekt. Er befindet sich zudem an der Spitze des oberen Kernzeichens „Licht", was ihm die Erleuchtung gibt. Das alles wirkt zusammen, um günstige Aspekte in Aussicht zu stellen.	cerrado	coincide_ninguno
L6_etiqueta	Obere Sechs:	347-350	Obere Sechs:	cerrado	na
L6_a_oraculo	Man gerät in das Loch. Da kommen ungebetener Gäste drei.\nEhre sie, so kommt am Ende Heil.	347-350	Man gerät in das Loch. Da kommen ungebetener Gäste drei.\nEhre sie, so kommt am Ende Heil.	cerrado	na
L6_b_comentario	Ungebetene Gäste kommen. Ehrt man sie, so kommt am\nEnde Heil."\nObwohl nicht am gebührenden Platz, ist wenigstens kein\ngroßer Fehler gemacht.\nEin weicher Strich auf der Höhe der Gefahr, ganz oben, ist eigentlich nicht\nam gebührenden Platz (Kan bedeutet ein Loch). Obwohl ein schwacher\nStrich auf schwachem Platz dem Anschein nach an seinem Platz ist, so\nkommt eine gewisse Unzuträglichkeit daher, daß er oben steht, während\nder ihm entsprechende starke dritte Strich unten ist. Durch diesen dritten\nStrich und die mit ihm zusammenhängenden unteren des Zeichens Kiän sind\ndie drei ungebetenen Gäste bezeichnet, die herankommen. Da sie vermöge\nihrer starken Natur nicht eifersüchtig sind, so geht alles gut, wenn der Yin-\nstrich seiner weichen Natur folgt und ihnen ehrerbietig entgegentritt.\nAnmerkung: Das Warten zeigt die Situation, daß eine feste und starke Na-\ntur vor sich eine Gefahr hat. Da handelt es sich darum, an sich zu halten\nund die Zeit zu erwarten; man muß weich sein und ruhig bleiben. Wenn\nman die Zeitumstände nicht erwägt und hart, zornig und unruhig nach vor-\nwärts drängt, so wird man sicher unterliegen. Die Anfangsneun ist von der\nGefahr noch weit entfernt, darum kann man Fehler vermeiden, wenn man\nim Dauernden verharrt. Die Neun auf zweitem Platz nähert sich der Gefahr\nschon mehr, doch kann auch sie durch Weichheit und Wahrung der Mitte\nschließlich Heil erlangen. Die Neun auf drittem Platz wird schon von der Ge-\nfahr bedroht, darum heißt es: Ernst und Vorsicht lassen nicht zuschanden\nwerden. Die Sechs auf viertem Platz wird schon von der Gefahr betroffen,\naber durch Weichheit und Nichtstreiten kommt sie aus dem Loch wieder\nheraus. Die obere Sechs ist auf dem Gipfel der Gefahr, aber auch sie findet\nStreif\ndurch Ehrerbietung schließlich Heil. So ist also in einer Zeit des Wartens\nBeherrschtheit und Ehrerbietung das Mittel, dem Leid zu entgehen. Die Be-\ndeutung der Zeit der Gefahr ist groß.	347-350	„Ungebetene Gäste kommen. Ehrt man sie, so kommt am Ende Heil."\nObwohl nicht am gebührenden Platz, ist wenigstens kein großer Fehler gemacht.\nEin weicher Strich auf der Höhe der Gefahr, ganz oben, ist eigentlich nicht am gebührenden Platz (Kan bedeutet ein Loch). Obwohl ein schwacher Strich auf schwachem Platz dem Anschein nach an seinem Platz ist, so kommt eine gewisse Unzuträglichkeit daher, daß er oben steht, während der ihm entsprechende starke dritte Strich unten ist. Durch diesen dritten Strich und die mit ihm zusammenhängenden unteren des Zeichens Kiän sind die drei ungebetenen Gäste bezeichnet, die herankommen. Da sie vermöge ihrer starken Natur nicht eifersüchtig sind, so geht alles gut, wenn der Yinstrich seiner weichen Natur folgt und ihnen ehrerbietig entgegentritt.\nAnmerkung: Das Warten zeigt die Situation, daß eine feste und starke Natur vor sich eine Gefahr hat. Da handelt es sich darum, an sich zu halten und die Zeit zu erwarten; man muß weich sein und ruhig bleiben. Wenn man die Zeitumstände nicht erwägt und hart, zornig und unruhig nach vorwärts drängt, so wird man sicher unterliegen. Die Anfangsneun ist von der Gefahr noch weit entfernt, darum kann man Fehler vermeiden, wenn man im Dauernden verharrt. Die Neun auf zweitem Platz nähert sich der Gefahr schon mehr, doch kann auch sie durch Weichheit und Wahrung der Mitte schließlich Heil erlangen. Die Neun auf drittem Platz wird schon von der Gefahr bedroht, darum heißt es: Ernst und Vorsicht lassen nicht zuschanden werden. Die Sechs auf viertem Platz wird schon von der Gefahr betroffen, aber durch Weichheit und Nichtstreiten kommt sie aus dem Loch wieder heraus. Die obere Sechs ist auf dem Gipfel der Gefahr, aber auch sie findet durch Ehrerbietung schließlich Heil. So ist also in einer Zeit des Wartens Beherrschtheit und Ehrerbietung das Mittel, dem Leid zu entgehen. Die Bedeutung der Zeit der Gefahr ist groß.	cerrado	coincide_pass04
yong_etiqueta		347-350		vacio_en_libro	na
yong_a_oraculo		347-350		vacio_en_libro	na
yong_b_comentario		347-350		vacio_en_libro	na
wen_yen		347-350		vacio_en_libro	na
wen_yen_note		347-350		vacio_en_libro	na
hex_fin	5				


