campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L1_b_comentario	Nicht zu Tür und Hof hinausgehen" ist ein Zeichen, daß\nman weiß, was offen und zu ist.\nDer Strich steht ganz am Anfang. Gen, das Kernzeichen oben, bedeutet\nTor, hier ist man noch weit davon entfernt; vom äußeren, zweiflügligen\nTor ist noch nicht die Rede, sondern von der inneren, einflügligen Tür. Vor\nsich sieht man verschlossene Türen, darum hält man sich zurück. Nicht aus\nTür und Hof gehen deutet auf Verschwiegenheit, die den Anfang jedes er-\nfolgreichen Werks bilden muß.	559-561	Nicht zu Tür und Hof hinausgehen" ist ein Zeichen, daß\nman weiß, was offen und zu ist.\nDer Strich steht ganz am Anfang. Gen, das Kernzeichen oben, bedeutet\nTor, hier ist man noch weit davon entfernt; vom äußeren, zweiflügligen\nTor ist noch nicht die Rede, sondern von der inneren, einflügligen Tür. Vor\nsich sieht man verschlossene Türen, darum hält man sich zurück. Nicht aus\nTür und Hof gehen deutet auf Verschwiegenheit, die den Anfang jedes erfolgreichen Werks bilden muß.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	559-561	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Nicht zu Tor und Hof hinausgehen bringt Unheil.	559-561	Nicht zu Tor und Hof hinausgehen bringt Unheil.	cerrado	na
L2_b_comentario	"Nicht zu Tor und Hof hinausgehen bringt Unheil."\nDenn man versäumt die höchste Zeit.\nHier ist die Lage anders. Man hat vor sich geteilte Striche, das Bild einer\noffenen, zweiflügligen Hoftür. Es ist nun die höchste Zeit hinauszugehen,\nnicht egoistisch zurückzuhalten mit dem angesammelten Vorrat (das Kern-\nzeichen Dschen, an dessen Beginn der Strich steht, deutet auf Bewegung;\ndarum bringt Zögern Unheil).	559-561	Nicht zu Tor und Hof hinausgehen bringt Unheil."\nDenn man versäumt die höchste Zeit.\nHier ist die Lage anders. Man hat vor sich geteilte Striche, das Bild einer\noffenen, zweiflügligen Hoftür. Es ist nun die höchste Zeit hinauszugehen,\nnicht egoistisch zurückzuhalten mit dem angesammelten Vorrat (das Kernzeichen Dschen, an dessen Beginn der Strich steht, deutet auf Bewegung;\ndarum bringt Zögern Unheil).	cerrado	coincide_pass04
L3_etiqueta	Sechs auf drittem Platz:	559-561	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Wer keine Beschränkung kennt, wird zu klagen haben. Kein\nMakel.	559-561	Wer keine Beschränkung kennt, wird zu klagen haben. Kein\nMakel.	cerrado	na
L3_b_comentario	An der Klage über das Versäumnis der Beschränkung-wer\nist da schuld?\nDie Sechs auf drittem Platz ist schwach und steht an der Spitze des Zeichens\nDui, Heiterkeit. Darum versäumt sie die Beschränkung, die nötig wäre. Das\nZeichen Dui bedeutet Mund, das Kernzeichen Dschen bedeutet Furcht, Kan\nbedeutet Trauer, daher der Gedanke des Klagens. An dieser Folge ist man\naber selbst schuld.	559-561	An der Klage über das Versäumnis der Beschränkung-wer\nist da schuld?\nDie Sechs auf drittem Platz ist schwach und steht an der Spitze des Zeichens\nDui, Heiterkeit. Darum versäumt sie die Beschränkung, die nötig wäre. Das\nZeichen Dui bedeutet Mund, das Kernzeichen Dschen bedeutet Furcht, Kan\nbedeutet Trauer, daher der Gedanke des Klagens. An dieser Folge ist man\naber selbst schuld.	cerrado	na
L4_etiqueta	Sechs auf viertem Platz:	559-561	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Zufriedene Beschränkung. Gelingen.	559-561	Zufriedene Beschränkung. Gelingen.	cerrado	na
L4_b_comentario	Das Gelingen zufriedener Beschränkung kommt davon, daß\nman den Weg des Oberen empfängt.\nDer korrekte, weiche Strich steht zu dem Herrn des Zeichens in der Be-\nziehung des Empfangens. Er fügt sich zufrieden in diese Stellung, darum\nhat er Erfolg im Anschluß an den Oberen, Neun auf fünftem Platz, dem er\nfolgt.	559-561	Das Gelingen zufriedener Beschränkung kommt davon, daß\nman den Weg des Oberen empfängt.\nDer korrekte, weiche Strich steht zu dem Herrn des Zeichens in der Beziehung des Empfangens. Er fügt sich zufrieden in diese Stellung, darum\nhat er Erfolg im Anschluß an den Oberen, Neun auf fünftem Platz, dem er\nfolgt.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	559-561	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Süße Beschränkung bringt Heil. Hingehen bringt Achtung.	559-561	Süße Beschränkung bringt Heil. Hingehen bringt Achtung.	cerrado	na
L5_b_comentario	Das Heil der süßen Beschränkung kommt davon, daß man\nzentral auf seinem Platz weilt.\nDie zentrale, starke und korrekte Haltung des Herrn des Zeichens macht\nihm selbst die Zurückhaltung leicht (er steht auf der Höhe des Kernzeichens\nGen), und durch sein Beispiel macht er den andern die Beschränkung süß.\nDer Berg Gen hat die Erde als Aggregatzustand, deren Geschmack süß ist.	559-561	Das Heil der süßen Beschränkung kommt davon, daß man\nzentral auf seinem Platz weilt.\nDie zentrale, starke und korrekte Haltung des Herrn des Zeichens macht\nihm selbst die Zurückhaltung leicht (er steht auf der Höhe des Kernzeichens\nGen), und durch sein Beispiel macht er den andern die Beschränkung süß.\nDer Berg Gen hat die Erde als Aggregatzustand, deren Geschmack süß ist.	cerrado	na
L6_etiqueta	Obere Sechs:	559-561	Obere Sechs:	cerrado	na
L6_a_oraculo	Bittere Beschränkung. Beharrlichkeit bringt Unheil. Reue\nschwindet.	559-561	Bittere Beschränkung. Beharrlichkeit bringt Unheil. Reue\nschwindet.	cerrado	na
L6_b_comentario	Bittere Beschränkung. Beharrlichkeit bringt Unheil."\nIhr Weg erschöpft sich.\nHier am Ende der Zeit der Beschränkung sollte man nicht gewaltsam die\nBeschränkung fortsetzen wollen. Der Strich ist schwach und auf der Spitze\ndes Zeichens Kan, Gefahr. Was man hier erzwingen will, wirkt bitter und\nkann nicht fortgesetzt werden. Es muß also eine neue Richtung eingeschlagen\nwerden, dann schwindet die Reue.\n中孚	559-561	Bittere Beschränkung. Beharrlichkeit bringt Unheil."\nIhr Weg erschöpft sich.\nHier am Ende der Zeit der Beschränkung sollte man nicht gewaltsam die\nBeschränkung fortsetzen wollen. Der Strich ist schwach und auf der Spitze\ndes Zeichens Kan, Gefahr. Was man hier erzwingen will, wirkt bitter und\nkann nicht fortgesetzt werden. Es muß also eine neue Richtung eingeschlagen\nwerden, dann schwindet die Reue.	cerrado	coincide_ninguno
yong_etiqueta		559-561		vacio_en_libro	na
yong_a_oraculo		559-561		vacio_en_libro	na
yong_b_comentario		559-561		vacio_en_libro	na
wen_yen		559-561		vacio_en_libro	na
wen_yen_note		559-561		vacio_en_libro	na
hex_fin	60				
