campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_decision	Die Nachfolge. Das Feste kommt und stellt sich unter das\nWeiche. Bewegung und Heiterkeit: die Nachfolge. Großes\nGelingen und Beharrlichkeit ohne Makel, so folgt einem die\nganze Welt.\nGroß fürwahr ist der Sinn der Zeit der Nachfolge.\nZunächst wird aus der Gestalt und den Eigenschaften des Zeichens der\nName erklärt. Das Feste, das kommt, d. h. von oben nach unten gerichtet\nist, und sich unter das Weiche stellt, ist einerseits Dschen, das sich unter Dui\nstellt, andererseits die beiden Herren des Zeichens auf dem ersten und fünf-\nten Platz, die sich beide unter die weichen Striche stellen.\nDschen hat als Eigenschaft die Bewegung, Dui die Heiterkeit. Einer Bewe-\ngung, die mit Heiterkeit verknüpft ist, schließen sich leicht Nachfolger an.\nIn der Erklärung der Worte des Textes wird ebenfalls der Grundsatz aus-\ngesprochen, daß man erst den Dingen in der rechten Weise folgen muß, da-\nmit die Dinge einem folgen.	393-395	Die Nachfolge. Das Feste kommt und stellt sich unter das\nWeiche. Bewegung und Heiterkeit: die Nachfolge. Großes\nGelingen und Beharrlichkeit ohne Makel, so folgt einem die\nganze Welt.\nGroß fürwahr ist der Sinn der Zeit der Nachfolge.\nZunächst wird aus der Gestalt und den Eigenschaften des Zeichens der\nName erklärt. Das Feste, das kommt, d. h. von oben nach unten gerichtet\nist, und sich unter das Weiche stellt, ist einerseits Dschen, das sich unter Dui\nstellt, andererseits die beiden Herren des Zeichens auf dem ersten und fünften Platz, die sich beide unter die weichen Striche stellen.\nDschen hat als Eigenschaft die Bewegung, Dui die Heiterkeit. Einer Bewegung, die mit Heiterkeit verknüpft ist, schließen sich leicht Nachfolger an.\nIn der Erklärung der Worte des Textes wird ebenfalls der Grundsatz ausgesprochen, daß man erst den Dingen in der rechten Weise folgen muß, damit die Dinge einem folgen.'	cerrado	coincide_pass04
image_oraculo	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurch entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.\nO Anfangs Neun:	393-395	Inmitten des Sees ist der Donner: das Bild der Nachfolge.\nSo kehrt der Edle zur Zeit des Abenddunkels\nzu Erholung und Ruhe ein.	cerrado	coincide_ninguno
commentary_image	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurch entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.\nO Anfangs Neun:	393-395	Ruhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurch entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Einkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Neun:	393-395	Anfangs Neun:	cerrado	na
L1_a_oraculo	Das Maßgebende ändert sich. Beharrlichkeit bringt Heil. Zur\nTür hinausgehen im Verkehr schafft Werke.	393-395	Das Maßgebende ändert sich. Beharrlichkeit bringt Heil. Zur\nTür hinausgehen im Verkehr schafft Werke.	cerrado	na
L1_b_comentario	Das Maßgebende ändert sich."\nDem Korrekten folgen bringt Heil.\n,,Zur Tür hinausgehen im Verkehr schafft Werke."\nMan verliert sich nicht.\nDer Strich ist der Herr des Zeichens Dschen. Er könnte als Maßgebender\nNachfolge verlangen, aber er ändert sich und folgt der Sechs auf zweitem\nPlatz; da diese Linie zentral und korrekt ist, bringt diese Ausnahme Heil.\n,,Zur Tür hinausgehen" weil nämlich der Strich sich außerhalb des unte-\nren Kernzeichens, Gen, befindet, das die Bedeutung einer Tür hat.\n-	393-395	Das Maßgebende ändert sich."\nDem Korrekten folgen bringt Heil.\n"Zur Tür hinausgehen im Verkehr schafft Werke."\nMan verliert sich nicht.\nDer Strich ist der Herr des Zeichens Dschen. Er könnte als Maßgebender\nNachfolge verlangen, aber er ändert sich und folgt der Sechs auf zweitem\nH\nPlatz; da diese Linie zentral und korrekt ist, bringt diese Ausnahme Heil.\n„Zur Tür hinausgehen" weil nämlich der Strich sich außerhalb des unteren Kernzeichens, Gen, befindet, das die Bedeutung einer Tür hat.	cerrado	coincide_ninguno
L2_etiqueta	Sechs auf zweitem Platz:	393-395	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Hängt man sich an den kleinen Knaben, so verliert man den\nstarken Mann.	393-395	Hängt man sich an den kleinen Knaben, so verliert man den\nstarken Mann.	cerrado	coincide_pass02
L2_b_comentario	Hängt man sich an den kleinen Knaben":\nMan kann nicht mit beiden zugleich sein.\nDer kleine Knabe ist die schwache Sechs auf drittem Platz, der starke Mann\nist die starke Anfangsneun. Die Richtung der Nachfolge legt es an sich nahe,\ndaß die zweite Linie der dritten folgt. Allein diese ist schwach und unzu-\nverlässig, darum der Rat, sich eher an den starken Mann unten zu halten,\nda man nicht beide gleichzeitig haben kann.	393-395	Hängt man sich an den kleinen Knaben":\nMan kann nicht mit beiden zugleich sein.\nDer kleine Knabe ist die schwache Sechs auf drittem Platz, der starke Mann\nist die starke Anfangsneun. Die Richtung der Nachfolge legt es an sich nahe,\ndaß die zweite Linie der dritten folgt. Allein diese ist schwach und unzuverlässig, darum der Rat, sich eher an den starken Mann unten zu halten,\nda man nicht beide gleichzeitig haben kann.	cerrado	na
L3_etiqueta	Sechs auf drittem Platz:	393-395	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Hängt man dem starken Mann an, so verliert man den klei-\nnen Knaben. Durch Nachfolge findet man, was man sucht.\nFördernd ist es, beharrlich zu bleiben.	393-395	Hängt man dem starken Mann an, so verliert man den kleinen Knaben. Durch Nachfolge findet man, was man sucht.\nFördernd ist es, beharrlich zu bleiben.	cerrado	na
L3_b_comentario	Hängt man dem starken Mann an",\nso läßt der Wille den Unteren fahren.\nHier ist der kleine Knabe die Sechs auf zweitem Platz, der starke Mann die\nNeun auf viertem Platz. Entsprechend der Bewegung der Nachfolge soll\nman sich an den Starken vor sich halten und den Schwachen unter sich fahren\nlassen. Der Starke ist auf dem Platz des Ministers. Darum bekommt man\nbei ihm, was man sucht. Aber es gilt, beständig zu bleiben, daß man nicht\nvon der rechten Bahn abweicht.	393-395	Hängt man dem starken Mann an",\nso läßt der Wille den Unteren fahren.\nHier ist der kleine Knabe die Sechs auf zweitem Platz, der starke Mann die\nNeun auf viertem Platz. Entsprechend der Bewegung der Nachfolge soll\nman sich an den Starken vor sidi halten und den Schwachen unter sich fahren\nlassen. Der Starke ist auf dem Platz des Ministers. Darum bekommt man\nbei ihm, was man sucht. Aber es gilt, beständig zu bleiben, daß man nicht\nvon der rechten Bahn abweicht.	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	393-395	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Die Nachfolge schafft Erfolg. Beharrlichkeit bringt Unheil.\nMit Wahrhaftigkeit auf dem Weg zu wandeln bringt Klarheit.\nWie könnte das ein Makel sein?	393-395	Die Nachfolge schafft Erfolg. Beharrlichkeit bringt Unheil.\nMit Wahrhaftigkeit auf dem Weg zu wandeln bringt Klarheit.\nWie könnte das ein Makel sein?	cerrado	na
L4_b_comentario	Die Nachfolge schafft Erfolg":\nDas ist von unheilvoller Bedeutung.\n,,Mit Wahrhaftigkeit auf dem Weg wandeln":\ndas bringt klare Werke.\nDer Strich ist der Minister, der dem starken Strich und Herrn des Zeichens,\nNeun auf fünftem Platz, folgt. Dadurch erreicht er den Erfolg, daß ihm die\nMenschen nachfolgen, einen Erfolg, den er nicht abwehren kann, da er nicht\nkorrekt ist (stark auf schwachem Platz). Dadurch zieht er sich Unheil zu.\nt\nL\nDas Zeichen Dschen bedeutet einen großen Weg. Der Strich ist oberhalb\ndesselben, also auf dem Wege. Das Kernzeichen Gen bedeutet Helligkeit\nund Licht.	393-395	Die Nachfolge schafft Erfolg":\nDas ist von unheilvoller Bedeutung.\n„Mit Wahrhaftigkeit auf dem Weg wandeln":\ndas bringt klare Werke.\nDer Strich ist der Minister, der dem starken Strich und Herrn des Zeichens,\nNeun auf fünftem Platz, folgt. Dadurch erreicht er den Erfolg, daß ihm die\nMenschen nachfolgen, einen Erfolg, den er nicht abwehren kann, da er nicht\nkorrekt ist (stark auf schwachem Platz). Dadurch zieht er sich Unheil zu.\nF\nDas Zeichen Dschen bedeutet einen großen Weg. Der Strich ist oberhalb\ndesselben, also auf dem Wege. Das Kernzeichen Gen bedeutet Helligkeit\nund Licht.	cerrado	coincide_ninguno
L5_etiqueta	Neun auf fünftem Platz:	393-395	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Wahrhaft im Guten. Heil!	393-395	Wahrhaft im Guten. Heil!	cerrado	na
L5_b_comentario	Wahrhaft im Guten. Heil!"\nDer Platz ist korrekt und zentral.\nDer obere Strich ist das Bild eines Weisen, der sich von der Welt zurück-\ngezogen hat. Neun auf fünftem Platz, der Herrscher, folgt ihm nach; durch\nseine korrekte und zentrale Art ist er davor bewahrt, sich nach den unter\nihm Stehenden zu richten, von denen ihm nichts Gutes kommen würde.	393-395	Wahrhaft im Guten. Heil!"\nDer Platz ist korrekt und zentral.\nDer obere Strich ist das Bild eines Weisen, der sich von der Welt zurückgezogen hat. Neun auf fünftem Platz, der Herrscher, folgt ihm nach; durch\nseine korrekte und zentrale Art ist er davor bewahrt, sich nach den unter\nihm Stehenden zu richten, von denen ihm nichts Gutes kommen würde.	cerrado	na
L6_etiqueta	Obere Sechs:	393-395	Obere Sechs:	cerrado	na
L6_a_oraculo	Er findet feste Anhänglichkeit und wird noch dazu gebunden.\nDer König stellt ihn dem Westberg vor.	393-395	Er findet feste Anhänglichkeit und wird noch dazu gebunden.\nDer König stellt ihn dem Westberg vor.	cerrado	na
L6_b_comentario	Er findet feste Anhänglichkeit."\nNach oben ist es zu Ende.\nDer Strich steht an der Spitze und hat keinen mehr vor sich, dem er\nfolgen könnte. Darum zieht er sich zurück aus der Welt. Er wird aber von\ndem Herrscher, Neun auf fünftem Platz, zurückgeholt durch dessen feste An-\nhänglichkeit. Der Westberg wird nahegelegt durch das Kernzeichen Berg\nund das obere Zeichen Dui, dessen Richtung der Westen ist.\n蠱	393-395	Er findet feste Anhänglichkeit."\nNach oben ist es zu Ende.\nDer Strich steht an der Spitze und hat keinen mehr vor sich, dem er\nfolgen könnte. Darum zieht er sich zurück aus der Welt. Er wird aber von\ndem Herrscher, Neun auf fünftem Platz, zurückgeholt durch dessen feste Anhänglichkeit. Der Westberg wird nahegelegt durch das Kernzeichen Berg\nund das obere Zeichen Dui, dessen Richtung der Westen ist.	cerrado	na
yong_etiqueta		393-395		vacio_en_libro	na
yong_a_oraculo		393-395		vacio_en_libro	na
yong_b_comentario		393-395		vacio_en_libro	na
wen_yen		393-395		vacio_en_libro	na
wen_yen_note		393-395		vacio_en_libro	na
hex_fin	17				
