campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L1_a_oraculo	Man sitzt bedrängt unter einem kahlen Baum und gerät in\nein finsteres Tal. Drei Jahre lang sieht man nichts.	507-510	Man sitzt bedrängt unter einem kahlen Baum und gerät in\nein finsteres Tal. Drei Jahre lang sieht man nichts.	cerrado	na
L1_b_comentario	Man gerät in ein finsteres Tal."\n"\nMan ist finster und nicht klar.\nDas Zeichen Kan steht im Norden, wo es finster ist. Das Kernzeichen ist Li,\nKlarheit. Dieser Strich steht außerhalb der Klarheit. Sonst ist der erste\nStrich das Bild des Fußes, der Zehen. In Zeiten der Bedrängnis aber sitzt der\nMensch, darum ist der Anfangsstrich hier die Stelle, auf der man sitzt. Das\nfinstere Tal ist der erste Strich im Zeichen Kan, das Loch im Abgrund.	507-510	"Man gerät in ein finsteres Tal."\nMan ist finster und nicht klar.\nDas Zeichen Kan steht im Norden, wo es finster ist. Das Kernzeichen ist Li,\nKlarheit. Dieser Strich steht außerhalb der Klarheit. Sonst ist der erste\nStrich das Bild des Fußes, der Zehen. In Zeiten der Bedrängnis aber sitzt der\nMensch, darum ist der Anfangsstrich hier die Stelle, auf der man sitzt. Das\nfinstere Tal ist der erste Strich im Zeichen Kan, das Loch im Abgrund.	cerrado	coincide_pass04
L2_etiqueta	Neun auf zweitem Platz:	507-510	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Man ist bedrängt bei Wein und Speisen. Der Mann mit den\nscharlachroten Kniebinden kommt eben. Fördernd ist es, Opfer\ndarzubringen. Aufbrechen ist von Unheil. Kein Makel.	507-510	Man ist bedrängt bei Wein und Speisen. Der Mann mit den\nscharlachroten Kniebinden kommt eben. Fördernd ist es, Opfer\ndarzubringen. Aufbrechen ist von Unheil. Kein Makel.	cerrado	na
L2_b_comentario	Bedrängt bei Wein und Speisen."\n"\nDie Mitte hat Segen.\nKan ist Wein, Dui sind Speisen. Der Mann mit den scharlachroten Kniebin-\nden ist die Neun auf fünftem Platz, der Herrscher (das Kernzeichen Sun, an\ndessen Spitze die Neun auf fünftem Platz steht, bedeutet Bein). Es ist hier nicht\ndie Beziehung des Entsprechens, sondern der Gleichartigkeit, die zwischen\nden beiden Herren des Zeichens, dem Fürsten, Neun auf fünftem Platz, und\ndem Beamten, Neun auf zweitem Platz, in Betracht kommt. Weil es sich\ndemnach aber nicht um natürliche, sondern übernatürliche Beziehungen han-\ndelt, deshalb ist die religiöse Betätigung des Opfers erwähnt. Das Hingehen\nzu dem gleichgearteten Fürsten ist an sich der Zeit entsprechend kein Fehler,\naber es geht nicht, weil die Sechs auf drittem Platz hindernd und gefährlich\nim Wege steht.	507-510	Bedrängt bei Wein und Speisen."\n"\nDie Mitte hat Segen.\nKan ist Wein, Dui sind Speisen. Der Mann mit den scharlachroten Kniebinden ist die Neun auf fünftem Platz, der Herrscher (das Kernzeichen Sun, an\ndessen Spitze die Neun auf fünftem Platz steht, bedeutet Bein). Es ist hier nicht\ndie Beziehung des Entsprechens, sondern der Gleichartigkeit, die zwischen\nden beiden Herren des Zeichens, dem Fürsten, Neun auf fünftem Platz, und\ndem Beamten, Neun auf zweitem Platz, in Betracht kommt. Weil es sich\ndemnach aber nicht um natürliche, sondern übernatürliche Beziehungen handelt, deshalb ist die religiöse Betätigung des Opfers erwähnt. Das Hingehen\nzu dem gleichgearteten Fürsten ist an sich der Zeit entsprechend kein Fehler,\naber es geht nicht, weil die Sechs auf drittem Platz hindernd und gefährlich\nim Wege steht.	cerrado	na
L3_etiqueta	Sechs auf drittem Platz:	507-510	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Man läßt sich bedrängen durch Stein und stützt sich auf Dor-\nnen und Disteln. Man geht in sein Haus und sieht nicht seine\nFrau. Unheil!	507-510	Man läßt sich bedrängen durch Stein und stützt sich auf Dornen und Disteln. Man geht in sein Haus und sieht nicht seine\nFrau. Unheil!	cerrado	na
L3_b_comentario	"Er stützt sich auf Dornen und Disteln":\nטר\nEr beruht auf einem Harten.\n"Er geht in sein Haus und sieht nicht seine Frau":\nDas ist unglückverheißend.\nDie Bedrängnis dieses Strichs kommt durch den harten Strich, der unter ihm\nist, und den harten Strich, der wie ein Stein über ihm ist. So kann er we-\nder vorwärts noch zurück. Er stellt einen Menschen dar, der einen falschen\nPosten einnimmt und so in einer unhaltbaren Stellung ist. Die beigefügten\nUrteile reden daher direkt von dem bevorstehenden Tode; darauf bezieht\nsich das "unglückverheißend", das im Text b steht.	507-510	"Er stützt sich auf Dornen und Disteln":\n'\n具\n​194\nDie\nLi\nste\nda\nD&\nHea\nfer\ndirt\n정\n​F\nEr beruht auf einem Harten.\n"Er geht in sein Haus und sieht nicht seine Frau":\nDas ist unglückverheißend.\nDie Bedrängnis dieses Strichs kommt durch den harten Strich, der unter ihm\nist, und den harten Strich, der wie ein Stein über ihm ist. So kann er weder vorwärts noch zurück. Er stellt einen Menschen dar, der einen falschen\nPosten einnimmt und so in einer unhaltbaren Stellung ist. Die beigefügten\nUrteile reden daher direkt von dem bevorstehenden Tode; darauf bezieht\nsich das "unglückverheißend", das im Text b steht.	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	507-510	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Er kommt ganz sachte, bedrängt in einem goldenen Wagen.\nBeschämung, aber man kommt zu Ende.	507-510	Er kommt ganz sachte, bedrängt in einem goldenen Wagen.\nBeschämung, aber man kommt zu Ende.	cerrado	na
L4_b_comentario	"Er kommt ganz sachte":\nSein Wille ist nach unten gerichtet.\nObwohl der Platz nicht der gebührende ist, hat er doch Ge-\nnossen.\nKan ist der Wagen, Dui ist Metall. Der Strich ist auf dem Platz des Mini-\nsters, hat also die Aufgabe, die Bedrängnis zu lösen. Er läßt sich durch die\nEhre, die ihm widerfahren ist, indem er vom Fürsten einen goldenen Wa-\ngen bekommen hat, beeinflussen, daß er seine Aufgabe nicht so schnell aus-\nführt, wie er sollte. Das ist beschämend. Aber schließlich geht doch alles\ngut. Der Strich ist nicht auf seinem rechten Platz: der Platz ist weich, der\nStrich fest. Aber er steht in Beziehung des Entsprechens zur Anfangssechs,\nauf die sein Wille gerichtet ist, darum hat er einen Genossen, der ihn zum\nHandeln bringt.	507-510	"Er kommt ganz sachte":\nSein Wille ist nach unten gerichtet.\nObwohl der Platz nicht der gebührende ist, hat er doch Genossen.\nKan ist der Wagen, Dui ist Metall. Der Strich ist auf dem Platz des Ministers, hat also die Aufgabe, die Bedrängnis zu lösen. Er läßt sich durch die\nEhre, die ihm widerfahren ist, indem er vom Fürsten einen goldenen Wagen bekommen hat, beeinflussen, daß er seine Aufgabe nicht so schnell ausführt, wie er sollte. Das ist beschämend. Aber schließlich geht doch alles\ngut. Der Strich ist nicht auf seinem rechten Platz: der Platz ist weich, der\nStrich fest. Aber er steht in Beziehung des Entsprechens zur Anfangssechs,\nauf die sein Wille gerichtet ist, darum hat er einen Genossen, der ihn zum\nHandeln bringt.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	507-510	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Es werden ihm Nase und Füße abgeschnitten. Man ist be-\ndrängt mit dem in purpurnen Kniebinden. Sachte kommt die\nFreude. Fördernd ist es, Opfer und Spenden zu bringen.	507-510	Es werden ihm Nase und Füße abgeschnitten. Man ist bedrängt mit dem in purpurnen Kniebinden. Sachte kommt die\nFreude. Fördernd ist es, Opfer und Spenden zu bringen.	cerrado	na
L5_b_comentario	Abschneiden der Nase und Füße bedeutet, daß er seinen\nWillen noch nicht erlangt.\n"Sachte kommt die Freude",\nweil der Strich gerade und zentral ist.\n"Fördernd ist es, Opfer und Spenden zu bringen."\nDadurch erlangt man Glück.\nDer Strich ist zwischen dunklen Strichen eingeschlossen. Oben ist ein dunk-\nler Strich. Will er ihn beseitigen, so ist es, als würde ihm die Nase abge-\nschnitten. Will er sich nach unten wenden, so ist da auch ein solch hem-\nmender Strich: die Sechs auf drittem Platz; wollte man den entfernen, so wäre\nes, als würden einem die Füße abgeschnitten. Darum kann er seinen Willen\nnicht ausführen. Ebenso ist auch der Beamte, zu dem er in Beziehung der\nGleichartigkeit steht, nicht imstande, ihm zu helfen, weil auch er von dunk-\nlen Strichen eingeschlossen und bedrängt ist. Aber die starke Natur der\nbeiden garantiert den schließlichen Erfolg. Auch hier wird wie bei der Neun\nauf zweitem Platz das Opfer genannt.	507-510	Abschneiden der Nase und Füße bedeutet, daß er seinen\nWillen noch nicht erlangt.\nSachte kommt die Freude",\nweil der Strich gerade und zentral ist.\nFördernd ist es, Opfer und Spenden zu bringen."\nDadurch erlangt man Glück.\nDer Strich ist zwischen dunklen Strichen eingeschlossen. Oben ist ein dunkler Strich. Will er ihn beseitigen, so ist es, als würde ihm die Nase abgewwwww…………\nschnitten. Will er sich nach unten wenden, so ist da auch ein solch hemmender Strich: die Sechs auf drittem Platz; wollte man den entfernen, so wäre\nes, als würden einem die Füße abgeschnitten. Darum kann er seinen Willen\nnicht ausführen. Ebenso ist auch der Beamte, zu dem er in Beziehung der\nGleichartigkeit steht, nicht imstande, ihm zu helfen, weil auch er von dunklen Strichen eingeschlossen und bedrängt ist. Aber die starke Natur der\nbeiden garantiert den schließlichen Erfolg. Auch hier wird wie bei der Neun\nauf zweitem Platz das Opfer genannt.	cerrado	coincide_pass04
L6_etiqueta	Obere Sechs:	507-510	Obere Sechs:	cerrado	na
L6_a_oraculo	Er ist bedrängt von Ranken. Er bewegt sich unsicher und\nspricht: "Bewegung schafft Reue." Wenn man darüber Reue\nempfindet und sich aufmacht, so hat man Heil.	507-510	Er ist bedrängt von Ranken. Er bewegt sich unsicher und\nspricht: Bewegung schafft Reue." Wenn man darüber Reue\n"\nempfindet und sich aufmacht, so hat man Heil.	cerrado	coincide_pass04
L6_b_comentario	"Er ist bedrängt von Ranken":\ndas heißt, er ist noch nicht entsprechend.\n,,Bewegung schafft Reue":\nWenn man darüber Reue empfindet, so ist das ein glückver-\nheißender Wandel.\nEine schwache Linie auf dem Höhepunkt der Bedrängnis, das ist noch nicht\ndie entsprechende Art. Aber durch Bewegung und innerliches Wachwerden\nder entsprechenden Erkenntnis kommt man aus der Bedrängnis heraus. Da-\nher das Heil, das in Aussicht steht, wenn die Zeit der Bedrängnis ihr Ende\nerreicht hat.\n井	507-510	"Er ist bedrängt von Ranken":\ndas heißt, er ist noch nicht entsprechend.\n„Bewegung schafft Reue":\nWenn man darüber Reue empfindet, so ist das ein glückverheißender Wandel.\nEine schwache Linie auf dem Höhepunkt der Bedrängnis, das ist noch nicht\ndie entsprechende Art. Aber durch Bewegung und innerliches Wachwerden\nder entsprechenden Erkenntnis kommt man aus der Bedrängnis heraus. Daher das Heil, das in Aussicht steht, wenn die Zeit der Bedrängnis ihr Ende\nerreicht hat.	cerrado	na
yong_etiqueta		507-510		vacio_en_libro	na
yong_a_oraculo		507-510		vacio_en_libro	na
yong_b_comentario		507-510		vacio_en_libro	na
wen_yen		507-510		vacio_en_libro	na
wen_yen_note		507-510		vacio_en_libro	na
hex_fin	47				

