campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_image	Das Bild wird ohne weiteres erklärt durch die gegenseitige Stellung der\nbeiden Zeichen, von denen das Zeichen Li, Licht, oberhalb des Zeichens Kun,\nErde, steht. Das Beispiel für die Lebensweisheit liegt in dem Emporsteigen\ndes ursprünglich Lichten über das Verdunkelnde, was aus eigner Kraft\nmöglich ist, da die Kraft des Lichts von der Erde, die hingebend in ihrem\nWesen ist, nicht gehemmt wird.\nAnfangs Sechs:	459-462	Das Bild wird ohne weiteres erklärt durch die gegenseitige Stellung der\nbeiden Zeichen, von denen das Zeichen Li, Licht, oberhalb des Zeichens Kun,\nErde, steht. Das Beispiel für die Lebensweisheit liegt in dem Emporsteigen\ndes ursprünglich Lichten über das Verdunkelnde, was aus eigner Kraft\nmöglich ist, da die Kraft des Lichts von der Erde, die hingebend in ihrem\nWesen ist, nicht gehemmt wird.	cerrado	coincide_pass04
L1_etiqueta	Anfangs Sechs:	459-462	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Fortschreitend, aber zurückgewiesen: Beharrlichkeit bringt\nHeil. Wenn man kein Vertrauen findet, so bleibe man ge-\nlassen. Kein Fehler.	459-462	Fortschreitend, aber zurückgewiesen: Beharrlichkeit bringt\nHeil. Wenn man kein Vertrauen findet, so bleibe man gelassen. Kein Fehler.	cerrado	na
L1_b_comentario	Fortschreitend, aber zurückgewiesen."\nEinsam geht er im Rechten.\nGelassenheit ist kein Fehler.\nNoch hat man die Berufung nicht bekommen.\nDem unteren Strich, der an sich schwach ist, gebietet das darüber sich bil-\ndende Kernzeichen Gen Stillstand. Daher wird er in seiner Tendenz zum\nFortschritt aufgehalten. Aber er geht einsam den Weg der Pflicht und\nwartet gelassen die Zeit ab, die sicher kommen wird.	459-462	Fortschreitend, aber zurückgewiesen."\nEinsam geht er im Rechten.\nGelassenheit ist kein Fehler.\nNoch hat man die Berufung nicht bekommen.\nDem unteren Strich, der an sich schwach ist, gebietet das darüber sich bildende Kernzeichen Gen Stillstand. Daher wird er in seiner Tendenz zum\nFortschritt aufgehalten. Aber er geht einsam den Weg der Pflicht und\nwartet gelassen die Zeit ab, die sicher kommen wird.	cerrado	coincide_pass04
L2_etiqueta	Sechs auf zweitem Platz:	459-462	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Fortschreitend, aber in Trauer: Beharrlichkeit bringt Heil.\nMan bekommt dann großes Glück von seiner Ahnfrau.	459-462	Fortschreitend, aber in Trauer: Beharrlichkeit bringt Heil.\nMan bekommt dann großes Glück von seiner Ahnfrau.	cerrado	na
L2_b_comentario	Man bekommt großes Glück."\nInfolge der zentralen und korrekten Stellung.\nDer Strich ist gleichen Wesens mit dem Herrn des Zeichens, Sechs auf fünf-\ntem Platz. Dieser erscheint unter dem Bilde der Ahnfrau, weil nach alter\nSitte der Enkel dem Großvater zugeordnet war, nicht dem Vater. Da beide\nStriche schwach sind, ist das Bild hier weiblich: Enkelfrau und Ahnfrau. Der\nStrich ist am Fuß des Kernzeichens Gen, Stillstand, darum ebenfalls im\nFortschritt gehemmt.	459-462	Man bekommt großes Glück."\nInfolge der zentralen und korrekten Stellung.\nDer Strich ist gleichen Wesens mit dem Herrn des Zeichens, Sechs auf fünftem Platz. Dieser erscheint unter dem Bilde der Ahnfrau, weil nach alter\nSitte der Enkel dem Großvater zugeordnet war, nicht dem Vater. Da beide\nStriche schwach sind, ist das Bild hier weiblich: Enkelfrau und Ahnfrau. Der\nStrich ist am Fuß des Kernzeichens Gen, Stillstand, darum ebenfalls im\nFortschritt gehemmt.	cerrado	na
L3_etiqueta	Sechs auf drittem Platz:	459-462	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Alle sind einverstanden, die Reue schwindet.	459-462	Alle sind einverstanden, die Reue schwindet.	cerrado	na
L3_b_comentario	Alle sind einverstanden":\ndenn der Wille ist es, nach oben zu gehen.\nDer Strich ist dem oberen Zeichen Li, Klarheit, ganz nahe, darum werden\ndie Mißverständnisse aufgeklärt. An der Spitze der Gleichgesinnten ist\nihm der Fortschritt möglich.	459-462	Alle sind einverstanden":\ndenn der Wille ist es, nach oben zu gehen.\nDer Strich ist dem oberen Zeichen Li, Klarheit, ganz nahe, darum werden\ndie Mißverständnisse aufgeklärt. An der Spitze der Gleichgesinnten ist\nihm der Fortschritt möglich.	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	459-462	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Fortschritt wie ein Hamster. Beharrlichkeit bringt Gefahr.	459-462	Fortschritt wie ein Hamster. Beharrlichkeit bringt Gefahr.	cerrado	na
L4_b_comentario	Ein Hamster kommt bei Beharrlichkeit in Gefahr: der Platz ist\nnicht der gebührende.\nDer Strich ist an der Spitze des Zeichens Gen, dem die Ratten usw. zu-\ngeordnet sind. Die Ratten und Hamster verstecken sich bei Tag und be-\nwegen sich nur bei Nacht. Nun steht der Strich schon im Zeichen der Sonne,\nderen Licht er nicht erträgt. Da es Fortschrittszeit ist, mischt er sich unter\ndie Menge und tut mit. Aber sein Platz ist nicht der gebührende (starker\nStrich auf schwachem Platz). Darum bringt Weitermachen Gefahr, denn er\nist zugleich der mittlere Strich des oberen Kernzeichens Kan (Gefahr).	459-462	Ein Hamster kommt bei Beharrlichkeit in Gefahr: der Platz ist\nnicht der gebührende.\nDer Strich ist an der Spitze des Zeichens Gen, dem die Ratten usw. zugeordnet sind. Die Ratten und Hamster verstecken sich bei Tag und bewegen sich nur bei Nacht. Nun steht der Strich schon im Zeichen der Sonne,\nderen Licht er nicht erträgt. Da es Fortschrittszeit ist, mischt er sich unter\ndie Menge und tut mit. Aber sein Platz ist nicht der gebührende (starker\nStrich auf schwachem Platz). Darum bringt Weitermachen Gefahr, denn er\nist zugleich der mittlere Strich des oberen Kernzeichens Kan (Gefahr).	cerrado	coincide_pass04
L5_etiqueta	Sechs auf fünftem Platz:	459-462	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Die Reue schwindet. Gewinn und Verlust nimm nicht zu\nHerzen. Unternehmungen bringen Heil. Alles ist fördernd.	459-462	Die Reue schwindet. Gewinn und Verlust nimm nicht zu\nHerzen. Unternehmungen bringen Heil. Alles ist fördernd.	cerrado	na
L5_b_comentario	Gewinn und Verlust nimm nicht zu Herzen."\nUnternehmung bringt Segen.\nEin Yinstrich auf Yangplatz sollte eigentlich Reue veranlassen, aber er ist\nim Zentrum des großen Lichts, darum ist keine Reue nötig. Der Strich ist\nferner leer", d. h. in der Mitte geteilt. Das ist das Zeichen, daß er Gewinn\nund Verlust nicht zu Herzen nimmt, weil er nicht an Außerem hängt. Das\nFeuer hat keine bestimmte Gestalt, es flammt auf und erlischt: daher das\nBild des Gewinns und Verlustes. Der Strich ist ferner im Kernzeichen Kan\nder oberste. Kan ist das Abgründige, das Trauer nahelegt. Allein weil der\nStrich der Herr des Zeichens ist, ist diese Trauer nicht nötig.	459-462	Gewinn und Verlust nimm nicht zu Herzen."\nUnternehmung bringt Segen.\nEin Yinstrich auf Yangplatz sollte eigentlich Reue veranlassen, aber er ist\nim Zentrum des großen Lichts, darum ist keine Reue nötig. Der Strich ist\nferner "leer", d. h. in der Mitte geteilt. Das ist das Zeichen, daß er Gewinn\nund Verlust nicht zu Herzen nimmt, weil er nicht an Außerem hängt. Das\nFeuer hat keine bestimmte Gestalt, es flammt auf und erlischt: daher das\nBild des Gewinns und Verlustes. Der Strich ist ferner im Kernzeichen Kan\nder oberste. Kan ist das Abgründige, das Trauer nahelegt. Allein weil der\nStrich der Herr des Zeichens ist, ist diese Trauer nicht nötig.	cerrado	coincide_pass04
L6_etiqueta	Obere Neun:	459-462	Obere Neun:	cerrado	na
L6_a_oraculo	Fortschreiten mit den Hörnern darf man nur, um eignes Gebiet\nzu strafen. Bewußtsein der Gefahr bringt Heil. Kein Makel.\nBeharrlichkeit bringt Beschämung.	459-462	Fortschreiten mit den Hörnern darf man nur, um eignes Gebiet\nzu strafen. Bewußtsein der Gefahr bringt Heil. Kein Makel.\nBeharrlichkeit bringt Beschämung.	cerrado	na
L6_b_comentario	Man darf es nur, um sein eigenes Gebiet zu strafen."\nDer Weg ist noch nicht im Hellen.\nDer obere Strich ist stark. Das legt das Bild der Hörner nahe. Da es Zeit des\nFortschritts ist, ist hier zum Schluß noch der Versuch gewaltsamen Fort-\nschritts gezeigt. Allein der Strich steht isoliert. Denn unter ihm senkt sich\ndas Abgründige, das im oberen Kernzeichen da ist, in die Tiefe, so daß er\nverlassen ist. Er ist auf sich selbst angewiesen, nur die eigne Stadt kann\ner züchtigen.\n明夷	459-462	Man darf es nur, um sein eigenes Gebiet zu strafen."\nDer Weg ist noch nicht im Hellen.\nDer obere Strich ist stark. Das legt das Bild der Hörner nahe. Da es Zeit des\nFortschritts ist, ist hier zum Schluß noch der Versuch gewaltsamen Fortschritts gezeigt. Allein der Strich steht isoliert. Denn unter ihm senkt sich\ndas Abgründige, das im oberen Kernzeichen da ist, in die Tiefe, so daß er\nverlassen ist. Er ist auf sich selbst angewiesen, nur die eigne Stadt kann\ner züchtigen.	cerrado	coincide_ninguno
yong_etiqueta		459-462		vacio_en_libro	na
yong_a_oraculo		459-462		vacio_en_libro	na
yong_b_comentario		459-462		vacio_en_libro	na
wen_yen		459-462		vacio_en_libro	na
wen_yen_note		459-462		vacio_en_libro	na
hex_fin	35				

