campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_image	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist.\nAnfangs Sechs:	504-506	Die Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird angedeutet durch die Art, wie das Holz unter der Erde allmählich und unsichtbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist,	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	504-506	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Empordringen, das Zutrauen findet, bringt großes Heil.\nj\nP\nEx\nמ	504-506	Empordringen, das Zutrauen findet, bringt großes Heil.\nj\nP\nEx\nמ	cerrado	coincide_pass02
L1_b_comentario	Empordringen, das Zutrauen findet, bringt großes Heil":\nDie Oberen stimmen im Willen überein.\nDer weiche Strich am Anfang stimmt in seiner Wesensart mit den weichen\nStrichen des oberen Zeichens Kun überein. Darum findet er Zutrauen und\nhat Erfolg bei seinem Empordringen: wie die Wurzel des Baums, die in der\nErde steckt und mit der Erde in Verbindung ist, durch diese Verbindung\ndas Wachstum des Baums ermöglicht.	504-506	Empordringen, das Zutrauen findet, bringt großes Heil":\n"\nDie Oberen stimmen im Willen überein.\nDer weiche Strich am Anfang stimmt in seiner Wesensart mit den weichen\nStrichen des oberen Zeichens Kun überein. Darum findet er Zutrauen und\nhat Erfolg bei seinem Empordringen: wie die Wurzel des Baums, die in der\nErde steckt und mit der Erde in Verbindung ist, durch diese Verbindung\ndas Wachstum des Baums ermöglicht.	cerrado	coincide_pass04
L2_etiqueta	Neun auf zweitem Platz:	504-506	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Wenn man wahrhaftig ist, so ist es fördernd, ein kleines\nOpfer zu bringen.	504-506	Wenn man wahrhaftig ist, so ist es fördernd, ein kleines\nOpfer zu bringen.	cerrado	na
L2_b_comentario	Die Wahrhaftigkeit der Neun auf zweitem Platz bringt Freude.\nDer Strich ist der unterste des Kernzeichens Dui, das Freude bedeutet. Das\nOrakel ist dasselbe wie beim zweiten Strich des vorigen Zeichens. Dort war\nes ein schwacher Strich, der in inniger Verbindung zu dem "König" auf\nfünftem Platz stand. Hier ist es ein starker Strich, der in ebenso inniger\nBeziehung zu dem schwachen Strich auf fünftem Platz steht. Beide Male\nist die Wesensbeziehung so intim, daß äußerlich die Gaben gering sein kön-\nnen, ohne daß dadurch das gegenseitige Vertrauen gestört würde.	504-506	Die Wahrhaftigkeit der Neun auf zweitem Platz bringt Freude.\nDer Strich ist der unterste des Kernzeichens Dui, das Freude bedeutet. Das\nOrakel ist dasselbe wie beim zweiten Strich des vorigen Zeichens. Dort war\nes ein schwacher Strich, der in inniger Verbindung zu dem "König" auf\nfünftem Platz stand. Hier ist es ein starker Strich, der in ebenso inniger\nBeziehung zu dem schwachen Strich auf fünftem Platz steht. Beide Male\nist die Wesensbeziehung so intim, daß äußerlich die Gaben gering sein können, ohne daß dadurch das gegenseitige Vertrauen gestört würde.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	504-506	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Man dringt empor in eine leere Stadt.	504-506	Man dringt empor in eine leere Stadt.	cerrado	na
L3_b_comentario	"Man dringt empor in eine leere Stadt":\nEs ist kein Grund zu Bedenken da.\nDer Strich ist stark auf starkem Platz, zudem am Anfang des oberen Kern-\nzeichens Dschen, das als Charakter die Bewegung hat. Dazuhin sind vor\nihm die geteilten Linien des Zeichens Kun, die wie leer und geöffnet sind,\nso daß sich dem Fortschritt kein Hemmnis entgegenstellt. Dieser leichte\nFortschritt könnte zu Bedenken Anlaß geben, aber da er in Übereinstim-\nmung ist mit der Zeit, so gilt es voranzudringen und die Zeit auszunützen.	504-506	"Man dringt empor in eine leere Stadt":\nEs ist kein Grund zu Bedenken da.\n\\nDer Strich ist stark auf starkem Platz, zudem am Anfang des oberen Kernzeichens Dschen, das als Charakter die Bewegung hat. Dazuhin sind vor\nihm die geteilten Linien des Zeichens Kun, die wie leer und geöffnet sind,\nso daß sich dem Fortschritt kein Hemmnis entgegenstellt. Dieser leichte\nFortschritt könnte zu Bedenken Anlaß geben, aber da er in Übereinstimmung ist mit der Zeit, so gilt es voranzudringen und die Zeit auszunützen.	cerrado	coincide_pass04
L4_etiqueta	Sechs auf viertem Platz:	504-506	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Der König bringt ihn dem Berge Ki dar. Heil. Kein Makel.	504-506	Der König bringt ihn dem Berge Ki dar. Heil. Kein Makel.	cerrado	na
L4_b_comentario	"Der König bringt ihn dem Berge Ki dar":\nDas ist die Art des Hingebenden.\nDie Linie ist schwach auf schwachem Platz. Sie steht auf der Spitze des\nKernzeichens Dui, das den Westen bedeutet und so den Berg Ki andeuten\nmag. Der König ist die Sechs auf fünftem Platz, die vierte Linie stellt den\nMinister dar. Der König ist gleichen Wesens mit ihm, darum verschafft er\nihm die Wirkungsmöglichkeit.	504-506	Der König bringt ihn dem Berge Ki dar":\nDas ist die Art des Hingebenden.\nמ\nDie Linie ist schwach auf schwachem Platz. Sie steht auf der Spitze des\nKernzeichens Dui, das den Westen bedeutet und so den Berg Ki andeuten\nmag. Der König ist die Sechs auf fünftem Platz, die vierte Linie stellt den\nMinister dar. Der König ist gleichen Wesens mit ihm, darum verschafft er\nihm die Wirkungsmöglichkeit.	cerrado	coincide_pass04
L5_etiqueta	Sechs auf fünftem Platz:	504-506	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen.\n"	504-506	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen.	cerrado	coincide_pass04
L5_b_comentario	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen."\nMan erlangt vollkommen seinen Willen.\nDas Empordringen geht vom ersten Strich an bis zu diesem stufenmäßig\nweiter. Der erste findet Zutrauen, der zweite bedarf nur kleiner Opfer, der\ndritte dringt empor in eine menschenleere Stadt, der vierte endlich findet\nZugang selbst in jenseitige Gebiete: das sind die Stufen des Fortschritts,\ndie alle im Herrn des Zeichens zusammengefaßt sind. Da ist es nun von\ngrößter Wichtigkeit, daß man beharrlich bleibt bei solch glänzendem Ge-\nlingen.	504-506	"Beharrlichkeit bringt Heil. Man dringt empor auf Stufen."\nMan erlangt vollkommen seinen Willen.\nDas Empordringen geht vom ersten Strich an bis zu diesem stufenmäßig\nweiter. Der erste findet Zutrauen, der zweite bedarf nur kleiner Opfer, der\ndritte dringt empor in eine menschenleere Stadt, der vierte endlich findet\nZugang selbst in jenseitige Gebiete: das sind die Stufen des Fortschritts,\ndie alle im Herrn des Zeichens zusammengefaßt sind. Da ist es nun von\ngrößter Wichtigkeit, daß man beharrlich bleibt bei solch glänzendem Gelingen.	cerrado	coincide_pass04
L6_etiqueta	Obere Sechs:	504-506	Obere Sechs:	cerrado	na
L6_a_oraculo	Empordringen im Dunklen. Fördernd ist es, unablässig be-\nharrlich zu sein.	504-506	Empordringen im Dunklen. Fördernd ist es, unablässig beharrlich zu sein.	cerrado	na
L6_b_comentario	Empordringen im Dunklen."\n"\nOben ist Abnahme und nicht Reichtum.\nDie Linie ist auf dem Gipfel des Zeichens Kun. Sie kann nicht weiter vor-\ndringen. Das Ende des Schattigen deutet auf Dunkelheit. Wenn man nichts\nmehr erkennen kann, ist es notwendig, die Beharrlichkeit unterhalb des Be-\nwußtseins festzuhalten, damit man nicht vom Wege abkommt.\n困	504-506	Empordringen im Dunklen."\nn\nOben ist Abnahme und nicht Reichtum.\nDie Linie ist auf dem Gipfel des Zeichens Kun. Sie kann nicht weiter vordringen. Das Ende des Schattigen deutet auf Dunkelheit. Wenn man nichts\nmehr erkennen kann, ist es notwendig, die Beharrlichkeit unterhalb des Bewußtseins festzuhalten, damit man nicht vom Wege abkommt.	cerrado	coincide_ninguno
yong_etiqueta		504-506		vacio_en_libro	na
yong_a_oraculo		504-506		vacio_en_libro	na
yong_b_comentario		504-506		vacio_en_libro	na
wen_yen		504-506		vacio_en_libro	na
wen_yen_note		504-506		vacio_en_libro	na
hex_fin	46				
