campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
judgment_oraculo		574-585	Vor der Vollendung. Gelingen.\nWenn aber der kleine Fuchs,\nwenn er beinahe den Übergang vollendet hat,\nmit dem Schwanz ins Wasser kommt,\ndann ist nichts, das fördernd wäre.	cerrado	na
commentary_decision	,,Vor der Vollendung. Gelingen":\nDenn das Weiche erlangt die Mitte.\n"Der kleine Fuchs hat beinahe den Übergang vollendet":\nEr ist noch nicht über die Mitte hinaus.\n,,Er kommt mit dem Schwanz ins Wasser, dann ist nichts,\ndas fördernd wäre."\nDenn es geht nicht fort bis zum Ende.\nObwohl die Linien nicht auf den gebührenden Plätzen sind,\nso entsprechen sich doch Feste und Weiche.\nKan hat als Bild den Fuchs und ist andererseits das Wasser. Es ist Hoffnung\nauf Gelingen da, weil die festen und weichen Linien alle einander ent-\nsprechen. Der Herr des Zeichens, Sechs auf fünftem Platz, hat die Mitte er-\nlangt, und damit ist die richtige Gesinnung für die Bewirkung der Voll-\nendung gegeben. Die Neun auf zweitem Platz dagegen ist noch nicht über\ndie Mitte hinaus, in ihrem Fall ist das gefährlich. Der starke Strich ist ein-\ngeklemmt zwischen die beiden Yinlinien. Er verläßt sich zu sehr auf seine\nStärke wie der unvorsichtige junge Fuchs, der blindlings übers Eis geht.\nDarum macht er seinen Schwanz naß, der Übergang gelingt nicht.	574-585	„Vor der Vollendung. Gelingen":\nDenn das Weiche erlangt die Mitte.\n"Der kleine Fuchs hat beinahe den Übergang vollendet":\nEr ist noch nicht über die Mitte hinaus.\n"Er kommt mit dem Schwanz ins Wasser, dann ist nichts,\ndas fördernd wäre."\nDenn es geht nicht fort bis zum Ende.\nObwohl die Linien nicht auf den gebührenden Plätzen sind,\nso entsprechen sich doch Feste und Weiche.\nKan hat als Bild den Fuchs und ist andererseits das Wasser. Es ist Hoffnung\nauf Gelingen da, weil die festen und weichen Linien alle einander entsprechen. Der Herr des Zeichens, Sechs auf fünftem Platz, hat die Mitte erlangt, und damit ist die richtige Gesinnung für die Bewirkung der Vollendung gegeben. Die Neun auf zweitem Platz dagegen ist noch nicht über\ndie Mitte hinaus, in ihrem Fall ist das gefährlich. Der starke Strich ist eingeklemmt zwischen die beiden Yinlinien. Er verläßt sich zu sehr auf seine\nStärke - wie der unvorsichtige junge Fuchs, der blindlings übers Eis geht.\nDarum macht er seinen Schwanz naß, der Übergang gelingt nicht.	cerrado	coincide_ninguno
image_oraculo	Das Feuer ist oberhalb des Wassers: das Bild des Zustands\nvor dem Übergang. So ist der Edle vorsichtig in der Unter-\nscheidung der Dinge, damit jedes auf seinen Platz kommt.\nDas Feuer schlägt nach oben, das Wasser dringt nach unten, daher keine\nVollendung. Wollte man sie gewaltsam durchführen, so entstünde Scha-\nden. Darum muß man teilen, um zu verbinden. Man muß die Dinge so\nsorgfältig an ihren Platz stellen wie Feuer und Wasser, damit sie sich nicht\nbekämpfen.\nAnfangs Sechs:	574-585	Das Feuer ist oberhalb des Wassers:\ndas Bild des Zustands vor dem Übergang.\nSo ist der Edle vorsichtig in der Unterscheidung der\nDinge, damit jedes auf seinen Platz kommt.	cerrado	coincide_ninguno
commentary_image	Das Feuer ist oberhalb des Wassers: das Bild des Zustands\nvor dem Übergang. So ist der Edle vorsichtig in der Unter-\nscheidung der Dinge, damit jedes auf seinen Platz kommt.\nDas Feuer schlägt nach oben, das Wasser dringt nach unten, daher keine\nVollendung. Wollte man sie gewaltsam durchführen, so entstünde Scha-\nden. Darum muß man teilen, um zu verbinden. Man muß die Dinge so\nsorgfältig an ihren Platz stellen wie Feuer und Wasser, damit sie sich nicht\nbekämpfen.\nAnfangs Sechs:	574-585	Das Feuer schlägt nach oben, das Wasser dringt nach unten, daher keine\nVollendung. Wollte man sie gewaltsam durchführen, so entstünde Schaden. Darum muß man teilen, um zu verbinden. Man muß die Dinge so\nsorgfältig an ihren Platz stellen wie Feuer und Wasser, damit sie sich nicht\nbekämpfen.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	574-585	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Er kommt mit dem Schwanz ins Wasser. Beschämend.	574-585	Er kommt mit dem Schwanz ins Wasser. Beschämend.	cerrado	na
L1_b_comentario	Er kommt mit dem Schwanz ins Wasser."\nEr kann eben nicht das Ende in Betracht ziehen.\nEs finden sich hier dieselben Bilder wie beim vorigen Zeichen, wenn auch\netwas anders verteilt. Die Anfangslinie ist der Schwanz. Sie ist schwach,\nganz unten in gefährlicher Stellung, daher kennt sie die Konsequenzen der\nHandlungen nicht, will leichtsinnig übersetzen und hat Mißlingen.	574-585	Er kommt mit dem Schwanz ins Wasser."\nEr kann eben nicht das Ende in Betracht ziehen.\nEs finden sich hier dieselben Bilder wie beim vorigen Zeichen, wenn auch\netwas anders verteilt. Die Anfangslinie ist der Schwanz. Sie ist schwach,\nganz unten in gefährlicher Stellung, daher kennt sie die Konsequenzen der\nHandlungen nicht, will leichtsinnig übersetzen und hat Mißlingen.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	574-585	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Er hemmt seine Räder. Beharrlichkeit bringt Heil.	574-585	Er hemmt seine Räder. Beharrlichkeit bringt Heil.	cerrado	na
L2_b_comentario	Die Neun auf zweitem Platz hat bei Beharrlichkeit Heil, sie\nist zentral und handelt so korrekt.\nHier ist das Bild des Rads und des Hemmens, das beim vorigen Zeichen dem\nersten Strich vermöge seiner Stärke zugeteilt war, auf den starken zweiten\nStrich übertragen. Seine Stärke und Korrektheit gibt günstige Aspekten.	574-585	Die Neun auf zweitem Platz hat bei Beharrlichkeit Heil, sie\nist zentral und handelt so korrekt,\nHier ist das Bild des Rads und des Hemmens, das beim vorigen Zeichen dem\nersten Strich vermöge seiner Stärke zugeteilt war, auf den starken zweiten\nStrich übertragen. Seine Stärke und Korrektheit gibt günstige Aspekten.	cerrado	coincide_pass04
L3_etiqueta	Sechs auf drittem Platz:	574-585	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Vor der Vollendung bringt Angriff Unheil. Fördernd ist es,\ndas große Wasser zu durchqueren.	574-585	Vor der Vollendung bringt Angriff Unheil. Fördernd ist es,\ndas große Wasser zu durchqueren.	cerrado	na
L3_b_comentario	Vor der Vollendung bringt Angriff Unheil."\nDer Platz ist nicht der gebührende.\nDer Platz ist am Ende des unteren Zeichens Gefahr, so daß Vollendung mög-\nlich wäre. Aber er ist schwach und andererseits am Anfang des Kernzeichens\nKan, so daß sich eine neue Gefahr erhebt, die ihn bei seinem für den ent-\nscheidenden Platz zu schwachen Wesen hemmt. Man darf nicht die Vollen-\ndung erzwingen wollen, sondern es ist wichtig, aus den ganzen Verhält-\nnissen herauszukommen. Eine Anderung des Wesens ist nötig. Dadurch,\ndaß der Strich aus einer Sechs zu einer Neun wird, entsteht unten das\nZeichen Sun, das in Verbindung mit dem Urzeichen Kan das Bild des Schiffs\nüber Wasser zeigt, daher Durchquerung des großen Wassers.	574-585	Vor der Vollendung bringt Angriff Unheil."\nDer Platz ist nicht der gebührende.\nDer Platz ist am Ende des unteren Zeichens Gefahr, so daß Vollendung möglich wäre. Aber er ist schwach und andererseits am Anfang des Kernzeichens\nKan, so daß sich eine neue Gefahr erhebt, die ihn bei seinem für den entscheidenden Platz zu schwachen Wesen hemmt. Man darf nicht die Vollendung erzwingen wollen, sondern es ist wichtig, aus den ganzen Verhält\nnissen herauszukommen. Eine Anderung des Wesens ist nötig. Dadurch,\ndaß der Strich aus einer Sechs zu einer Neun wird, entsteht unten das\nZeichen Sun, das in Verbindung mit dem Urzeichen Kan das Bild des Schiffs\nüber Wasser zeigt, daher Durchquerung des großen Wassers.	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	574-585	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Beharrlichkeit bringt Heil. Reue schwindet. Erschütterung,\num das Teufelsland zu züchtigen. Drei Jahre lang gibt es Be-\nlohnungen in großen Reichen.	574-585	Beharrlichkeit bringt Heil. Reue schwindet. Erschütterung,\num das Teufelsland zu züchtigen. Drei Jahre lang gibt es Belohnungen in großen Reichen.	cerrado	na
L4_b_comentario	Beharrlichkeit bringt Heil. Die Reue schwindet."\nDer Wille geschieht.\nEntsprechend der Umkehrung der Zeichen ist die Züchtigung des Teufels-\nlands, die beim letzten Zeichen beim dritten Strich erwähnt war, hier beim\nvierten genannt. Der Erfolg ist günstiger als dort. Dort gibt es drei Jahre\nlang Kämpfe, hier drei Jahre lang Belohnungen.\nDer Strich ist ein starker Beamter, der dem weichen Herrn auf fünftem Platz\nhilft und daher dessen Willen durchsetzt.	574-585	Beharrlichkeit bringt Heil. Die Reue schwindet."\nDer Wille geschieht.\nEntsprechend der Umkehrung der Zeichen ist die Züchtigung des Teufelslands, die beim letzten Zeichen beim dritten Strich erwähnt war, hier beim\nvierten genannt. Der Erfolg ist günstiger als dort. Dort gibt es drei Jahre\nlang Kämpfe, hier drei Jahre lang Belohnungen.\nDer Strich ist ein starker Beamter, der dem weichen Herrn auf fünftem Platz\nhilft und daher dessen Willen durchsetzt.	cerrado	na
L5_etiqueta	Sechs auf fünftem Platz:	574-585	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Beharrlichkeit bringt Heil. Keine Reue. Das Licht des Edlen\nist wahrhaftig. Heil.	574-585	Beharrlichkeit bringt Heil. Keine Reue. Das Licht des Edlen\nist wahrhaftig. Heil.	cerrado	na
L5_b_comentario	Das Licht des Edlen ist wahrhaftig."\nSein Licht bringt Heil.\nDie Linie ist im Zentrum des Zeichens Li, Licht, daher ist alles günstig bei\nder Bewältigung des Übergangs zu einer neuen Zeit.	574-585	Das Licht des Edlen ist wahrhaftig."\nSein Licht bringt Heil.\nDie Linie ist im Zentrum des Zeichens Li, Licht, daher ist alles günstig bei\nder Bewältigung des Übergangs zu einer neuen Zeit.	cerrado	na
L6_etiqueta	Obere Neun:	574-585	Obere Neun:	cerrado	na
L6_a_oraculo	In wahrem Vertrauen trinkt man Wein. Kein Makel. Wenn\nman aber sein Haupt naß macht, so verliert man das in Wahr-\nheit.	574-585	In wahrem Vertrauen trinkt man Wein. Kein Makel. Wenn\nman aber sein Haupt naß macht, so verliert man das in Wahrheit.	cerrado	na
L6_b_comentario	Wenn man beim Weintrinken sein Haupt naß macht, so kennt\nman eben keine Mäßigkeit.\nDer obere Strich ist stark und an sich günstig. Durch das Zeichen Kan, zu\ndessen oberem Strich er in Beziehung steht, wird das Bild des Weins gege-\nben. Auch hier kommt wie im vorigen Zeichen das Bild des Hauptes herein,\ndas begossen wird. Aber es ist nur eine Möglichkeit, eine Gefahr, vor der\nman sich schützen kann.\nSo ist am Abschluß des Buchs der Wandlungen eine Verzahnung stehen-\ngelassen, die zu neuer Gestaltung und neuem Werden führt. Derselbe Ge-\ndanke kommt übrigens auch bei den vermischten Zeichen zum Ausdruck,\nwenn sie das Zeichen Guai "der Durchbruch" an den Schluß stellen und mit\ndem Satz schließen:\nDer Durchbruch bedeutet Entschlossenheit. Das Starke wen-\ndet sich entschlossen gegen das Schwache. Des Edlen Weg\nist im Aufsteigen, des Gemeinen Weg führt in Trauer.\nVERZEICHNIS DER ZEICHEN NACH HAUSERN GEORDNET\nA. DIE ACHT URZEICHEN NACH IHRER FORM\n(zum Auswendiglernen)\nDas Schöpferische hat drei ganze Striche.\nDas Empfangende hat sechs halbe Striche.\nDas Erregende ist wie eine offene Schale.\nNimmel\nErve\ndonner\nDas Stillehalten ist wie eine umgestülpte Tasse.\nDas Abgründige ist in der Mitte voll.\nDas Haftende ist in der Mitte leer.\nDas Heitere hat oben eine Lücke.\nDas Sanfte ist unten entzwei.\nB. DIE ACHT HÄUSER\nalster A\nWhtr B\nabet I\nBerg\nAlator !!!\nabtor T\npasst I\nWasser\nFener\nVec\npasser !!!\nWord, Holy passiv I\n1. Das Haus des Schöpferischen Ihoffen\n1. Das Schöpferische ist der Himmel. Nr. 1\n2. Himmel und Wind ist: das Entgegenkommen. Nr. 44\n3. Himmel und Berg ist: der Rückzug. Nr. 33\n4. Himmel und Erde ist: die Stockung. Nr. 12\n5. Wind und Erde ist: die Betrachtung. Nr. 20\n6. Berg und Erde ist: die Zersplitterung. Nr. 23\n7. Feuer und Erde ist: der Fortschritt. Nr. 35\n8. Feuer und Himmel ist: Besitz von Großem. Nr. 14\n2. Das Haus des Abgründigen valterbildung\n1. Das Abgründige ist das Wasser. Nr. 29\n2. Wasser und See ist: die Beschränkung. Nr. 60\n3. Wasser und Donner ist: die Anfangsschwierigkeit. Nr. 3\n4. Wasser und Feuer ist: Nach der Vollendung. Nr. 63\n5. See und Feuer ist: die Umwälzung. Nr. 49\n6. Donner und Feuer ist: die Fülle. Nr. 55\n7. Erde und Feuer ist: die Verfinsterung des Lichts. Nr. 36\n8. Erde und Wasser ist: das Heer. Nr. 7\n3. Das Haus des Stillehaltens\n1. Das Stillehalten ist der Berg. Nr. 52\n2. Berg und Feuer ist: die Anmut. Nr. 22\nhalve das Herzens\n3. Berg und Himmel ist: des Großen Zähmungskraft. Nr. 26\n4. Berg und See ist: die Minderung. Nr. 41\n5. Feuer und See ist: der Gegensatz. Nr. 38\n6. Himmel und See ist: das Auftreten. Nr. 10\n7. Wind und See ist: Innere Wahrheit. Nr. 61\n8. Wind und Berg ist: die Entwicklung. Nr. 53\n4. Das Haus des Erregenden\n1. Das Erregende ist der Donner. Nr. 51\n2. Donner und Erde ist: die Begeisterung. Nr. 16\n3. Donner und Wasser ist: die Befreiung. Nr. 40\n4. Donner und Wind ist: die Dauer. Nr. 32\n5. Erde und Wind ist: das Empordringen. Nr. 46\n6. Wasser und Wind ist: der Brunnen. Nr. 48\n7. See und Wind ist: des Großen Übergewicht. Nr. 28\n8. See und Donner ist: die Nachfolge. Nr. 17\n5. Das Haus des Sanften\n1. Das Sanfte ist der Wind. Nr. 57\nReligi prit\n2. Wind und Himmel ist: des Kleinen Zähmungskraft. Nr. 9\n3. Wind und Feuer ist: die Sippe. Nr. 37\nauf die\nMassen je-\n4. Wind und Donner ist: die Mehrung. Nr. 42\n5. Himmel und Donner ist: die Unschuld. Nr. 25\n6. Feuer und Donner ist: das Durchbeißen. Nr. 21\n7. Berg und Donner ist: die Mundwinkel. Nr. 27\n8. Berg und Wind ist: die Arbeit am Verdorbenen. Nr. 18\n6. Das Haus des Haftenden\n1. Das Haftende ist das Feuer. Nr. 30\n2. Feuer und Berg ist: der Wanderer. Nr. 56\n3. Feuer und Wind ist: der Tiegel. Nr. 50\nWinner\nFibrestum.\n4. Feuer und Wasser ist: vor der Vollendung. Nr. 64\n5. Berg und Wasser ist: die Jugendtorheit. Nr. 4\n6. Wind und Wasser ist: die Auflösung. Nr. 59\n7. Himmel und Wasser ist: der Streit. Nr. 6\n8. Himmel und Feuer ist: die Gemeinschaft mit Menschen. Nr. 13\n7. Das Haus des Empfangenden\n1. Das Empfangende ist die Erde. Nr. 2\n2. Erde und Donner ist: die Wiederkehr. Nr. 24\n3. Erde und See ist: die Annäherung. Nr. 19\n4. Erde und Himmel ist: der Friede. Nr. 11\n5. Donner und Himmel ist: des Großen Macht. Nr. 34\n6. See und Himmel ist: der Durchbruch. Nr. 43\n7. Wasser und Himmel ist: das Warten. Nr. 5\n8. Wasser und Erde ist; das Zusammenhalten. Nr. 8\nии\nToleranz\n8. Das Haus des Heiteren\n1. Das Heitere ist der See. Nr. 58\n2. See und Wasser ist: die Bedrängnis. Nr. 47\n3. See und Erde ist: die Sammlung. Nr. 45\n4. See und Berg ist: die Einwirkung. Nr. 31\n5. Wasser und Berg ist: das Hemmnis. Nr. 39\n6. Erde und Berg ist: die Bescheidenheit. Nr. 15\nFreundsdorft\n7. Donner und Berg ist: des Kleinen Übergewicht. Nr. 62\n8. Donner und See ist: das heiratende Mädchen. Nr. 54\nNACHWEISUNG DER ÜBERSETZUNG\nder verschiedenen Teile des Buchs der Wandlungen\nDER TEXT. I. Abteilung\nII. Abteilung\nTUAN. Kommentar zur Entscheidung\nI und II\nSIANG. Die Bilder I und II\nHI TSI oder DA DSCHUAN. Die große Ab-\nhandlung I und II\nWEN YAN. Kommentar zu den Textworten\nSCHUO GUA. Besprechung der Zeichen\nSU GUA. Die Reihenfolge der Zeichen\nDSA GUA. Vermischte Zeichen\nBuch I, Seite 1\nBuch I, Seite 91\nBuch III\nbei den einzelnen Zeichen\nBuch III\nbei den einzelnen Zeichen\nBuch II, Seite 211\nBuch III, bei Zeichen I und II\nBuch II, Seite 197\nBuch III\nbei den einzelnen Zeichen\nBuch III\nbei den einzelnen Zeichen\nHORIZHICHICHICHICHIBHIZHIQIIEIICHIG⠀⠀⠀\nINHALT\n#*#*I#HIEHISHISHIOLIETTERIERIITISNIÐIÐRI@I#H\n1. KIAN / Das Schöpferische\n•\n•\n2. KUN / Das Empfangende\n3. DSCHUN / Die Anfangsschwierigkeit\n4. MONG / Die Jugendtorheit\n5. SU / Das Warten\n6. SUNG / Der Streit\n7. SCHÏ / Das Heer.\n•\n•\n•\n8. BI / Das Zusammenhalten\n•\n9. SIAU TSCHU / Des Kleinen Zähmungskraft\n10. LU / Das Auftreten\n•\n11. TAI / Der Friede\n12. PI / Die Stockung\n13. TUNG JEN / Gemeinschaft mit Menschen\n14. DA YU / Der Besitz von Großem\n15. KIAN / Die Bescheidenheit\n16. YU / Die Begeisterung\n·\n·\n•\n17. SUI / Die Nachfolge\nSeite\n•\n•\n•\n•\n•\n•\n. 102\n. 106\n•\n. 122\n18. GU / Die Arbeit am Verdorbenen\n19. LIN / Die Annäherung\n20. GUAN/Die Betrachtung (der Anblick)\n21. SCHI HO / Das Durchbeißen\n22. BI / Die Anmut\n23. BO / Die Zersplitterung\n24. FU / Die Wiederkehr (die Wendezeit)\n25. WU WANG / Die Unschuld (das Unerwartete)\n26. DA TSCHU / Des Großen Zähmungskraft.\n27. I / Die Mundwinkel (die Ernährung)\n28. DA GO / Des Großen Übergewicht\n29. KAN/Das Abgründige (das Wasser)\n30. LI/Das Haftende (das Feuer).\nZWEITE ABTEILUNG\n31. HIAN/Die Einwirkung (die Werbung)\n32. HONG / Die Dauer\n33. DUN / Der Rückzug\n•\n34. DA DSCHUANG / Des Großen Macht\n35. DSIN / Der Fortschritt\n•\n36. MING I / Die Verfinsterung des Lichts\n37. GIA JEN / Die Sippe\n38. KUI / Der Gegensatz\n39. GIAN / Das Hemmnis\n40. HIA/ Die Befreiung\n41. SUN / Die Minderung.\n42. I/ Die Mehrung.\n•\n•\n43. GUAI / Der Durchbruch (die Entschlossenheit)\n44. GOU / Das Entgegenkommen\n45. TSUI / Die Sammlung.\n46. SCHONG / Das Empordringen\n47. KUN / Die Bedrängnis (die Erschöpfung)\n48. DSING / Der Brunnen\n49. GO / Die Umwälzung (die Mauserung)\n50. DING/Der Tiegel.\n51. DSCHEN / Das Erregende (das Erschüttern, der Donner)\n52. GEN/ Das Stillehalten, der Berg .\n•\n53. DSIAN/Die Entwicklung (allmählicher Fortschritt)\n54. GUI ME / Das heiratende Mädchen\n55. FONG / Die Fülle\n56. LU / Der Wanderer\n··\n57. SUN/Das Sanfte (das Eindringliche, der Wind)\n58. DUI/Das Heitere, der See\n59. HUAN / Die Auflösung\n•\n•\n•\n. 171\n. 209\n•\n•\n60. DSIA / Die Beschränkung\n61. DSCHUNG FU / Innere Wahrheit\n63. GI DSI / Nach der Vollendung\n62. SIAU GO / Des Kleinen Übergewicht\n64. WE DSI / Vor der Vollendung\nVERZEICHNIS DER ZEICHEN NACH HÄUSERN GEORDNET\na. Die acht Urzeichen nach ihrer Form, b. Die acht Häuser\nNACHWEISUNG DER ÜBERSETZUNG .\n•\nDRUCK DER HOFBUCHDRUCKEREI (F. MITZLAFF) IN RUDOLSTADT\nNG\nd\n田\n​田\n​田\n​UNIVERSITY OF ILLINOIS-URBANA\n3 0112 067330040	574-585	Wenn man beim Weintrinken sein Haupt naß macht, so kennt\nman eben keine Mäßigkeit.\nDer obere Strich ist stark und an sich günstig. Durch das Zeichen Kan, zu\ndessen oberem Strich er in Beziehung steht, wird das Bild des Weins gegeben. Auch hier kommt wie im vorigen Zeichen das Bild des Hauptes herein,\ndas begossen wird. Aber es ist nur eine Möglichkeit, eine Gefahr, vor der\nman sich schützen kann.\nSo ist am Abschluß des Buchs der Wandlungen eine Verzahnung stehengelassen, die zu neuer Gestaltung und neuem Werden führt. Derselbe Gedanke kommt übrigens auch bei den vermischten Zeichen zum Ausdruck,\nwenn sie das Zeichen Guai „der Durchbruch" an den Schluß stellen und mit\ndem Satz schließen:\nDer Durchbruch bedeutet Entschlossenheit. Das Starke wendet sich entschlossen gegen das Schwache. Des Edlen Weg\nist im Aufsteigen, des Gemeinen Weg führt in Trauer.	cerrado	coincide_ninguno
yong_etiqueta		574-585		vacio_en_libro	na
yong_a_oraculo		574-585		vacio_en_libro	na
yong_b_comentario		574-585		vacio_en_libro	na
wen_yen		574-585		vacio_en_libro	na
wen_yen_note		574-585		vacio_en_libro	na
hex_fin	64				
