campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
image_oraculo	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist - namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten- ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.\nAnfangs Neun:	541-544	Donner und Blitz kommen beide: das Bild der Fülle.\nSo entscheidet der Edle die Prozesse und führt die Strafen aus.	cerrado	coincide_ninguno
commentary_image	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist - namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten- ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.\nAnfangs Neun:	541-544	Donner und Blitz kommen beide: das Bild der Fülle. So entscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist namentlich in Verbindung mit dem Zeichen„Durchbeißen" zusammengehalten-ohne weiteres verständlich. Die beiden Figuren Li, Klarheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Neun:	541-544	Anfangs Neun:	cerrado	na
L1_a_oraculo	Wenn man seinem bestimmten Herrn begegnet, so mag man\nzehn Tage beisammen sein, und es ist kein Fehler. Hingehen\nfindet Anerkennung.	541-544	Wenn man seinem bestimmten Herrn begegnet, so mag man\nzehn Tage beisammen sein, und es ist kein Fehler. Hingehen\nfindet Anerkennung.	cerrado	na
L1_b_comentario	Man mag zehn Tage beisammen sein, und es ist kein Feh-\nler." Mehr als zehn Tage ist vom Übel.\nDer Strich ist stark und klar. Der für ihn bestimmte, gleichgeartete Herr,\nden er trifft, ist die Neun auf viertem Platz. Das Wort,,Sun" bedeutet einen\nZeitraum von zehn Tagen, eine volle Periode. Man mag trotz des Zustands\nder Fülle eine volle Periode mit einem gleichgearteten Freund zusammen-\nsein, ohne daß ein Fehler zu befürchten ist. Darum mag man ruhig hingehen\nund ihn suchen, wenn er auf hohem Platz ist. Der Kommentar warnt jedoch\ndavor, diese Zeit zu überschreiten und auch nach dem Abschluß des Werks\nsich noch festzuklammern. Das ist vom Übel. Gerade in Zeiten von Fülle\nmuß man rechtzeitig aufhören können.\nDie Sung-Interpreten nehmen das Wort Sun im Sinn von gleichartig, so daß\nes eine weitere Betonung des "Pe": "gleichgeartet, für jemand bestimmt"\nwäre.	541-544	Man mag zehn Tage beisammen sein, und es ist kein Fehler." Mehr als zehn Tage ist vom Übel.\nDer Strich ist stark und klar. Der für ihn bestimmte, gleichgeartete Herr,\nden er trifft, ist die Neun auf viertem Platz. Das Wort„Sun" bedeutet einen\nZeitraum von zehn Tagen, eine volle Periode. Man mag trotz des Zustands\nder Fülle eine volle Periode mit einem gleichgearteten Freund zusammensein, ohne daß ein Fehler zu befürchten ist. Darum mag man ruhig hingehen\nund ihn suchen, wenn er auf hohem Platz ist. Der Kommentar warnt jedoch\ndavor, diese Zeit zu überschreiten und auch nach dem Abschluß des Werks\nsich noch festzuklammern. Das ist vom Übel. Gerade in Zeiten von Fülle\nmuß man rechtzeitig aufhören können.\nDie Sung-Interpreten nehmen das Wort Sun im Sinn von gleichartig, so daß\nes eine weitere Betonung des „Pe": "gleichgeartet, für jemand bestimmt"\nwäre.	cerrado	coincide_ninguno
L2_etiqueta	Sechs auf zweitem Platz:	541-544	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Durch Hingehen erregt man Mißtrauen und\nHaB. Wenn man durch Wahrheit ihn erweckt, kommt Heil.	541-544	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Durch Hingehen erregt man Mißtrauen und\nHaß. Wenn man durch Wahrheit ihn erweckt, kommt Heil.	cerrado	coincide_pass04
L2_b_comentario	Wenn man durch Wahrheit ihn erweckt",\nd. h. man muß durch Zuverlässigkeit seinen Willen erwecken.\nDurch das Kernzeichen Sun, Holz, werden die von ihm bedeckten Striche\nverfinstert, und zwar ist die Verfinsterung hier und bei der Neun auf viertem\nPlatz geringer, dagegen bei der Neun auf drittem Platz als dem Zentrum be-\nsonders stark. Da der Strich schwach ist, findet er nur Zweifel und Haß,\nwenn er sich dem zu ihm gehörigen Fürsten, Sechs auf fünftem Platz, der\nebenfalls schwach ist, zuwendet. Aber da er zentral und korrekt ist, wird\nes ihm gelingen, durch die Macht innerer Wahrheit die Trennung zu über-\nwinden und den Willen des Herrschers zu erwecken.	541-544	Wenn man durch Wahrheit ihn erweckt",\nd. h. man muß durch Zuverlässigkeit seinen Willen erwecken.\nDurch das Kernzeichen Sun, Holz, werden die von ihm bedeckten Striche\nverfinstert, und zwar ist die Verfinsterung hier und bei der Neun auf viertem\nPlatz geringer, dagegen bei der Neun auf drittem Platz als dem Zentrum besonders stark. Da der Strich schwach ist, findet er nur Zweifel und Haß,\nwenn er sich dem zu ihm gehörigen Fürsten, Sechs auf fünftem Platz, der\nebenfalls schwach ist, zuwendet. Aber da er zentral und korrekt ist, wird\nes ihm gelingen, durch die Macht innerer Wahrheit die Trennung zu überwinden und den Willen des Herrschers zu erwecken.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	541-544	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Das Gestrüpp ist von solcher Fülle, daß man am Mittag die\nkleinen Sterne sieht. Erbricht seinen rechten Arm. Kein Makel.	541-544	Das Gestrüpp ist von solcher Fülle, daß man am Mittag die\nkleinen Sterne sieht. Erbricht seinen rechten Arm. Kein Makel.	cerrado	na
L3_b_comentario	Das Gestrüpp ist von solcher Fülle",\ndaß man keine großen Geschäfte tun kann.\n,,Er bricht seinen rechten Arm":\nEndgültig darf man nichts machen wollen.\nDie Verfinsterung ist hier auf ihrer Höhe. Zum Kernzeichen Sun kommt hier\nnoch das Kernzeichen Dui, See, dadurch wird die an sich vorhandene Mög-\nlichkeit, Großes zu leisten, beschränkt. Das Kernzeichen Dui bedeutet zer-\nbrechen. Der rechte Arm ist die schwache obere Sechs, die, entsprechend\nག་\nden Beziehungen in diesem Zeichen, nicht als Gehilfe der starken Neun auf\ndrittem Platz in Betracht kommt. Falls man sich vom Handeln zurückhält\nin Erkenntnis seiner Unmöglichkeit, so bleibt man frei von Makel.\nDas mit "Gestrüpp" wiedergegebene Wort,,Pe" bedeutet auch eine Wasser-\nmasse; das mit,,kleine Sterne" wiedergegebene,,Mo" bedeutet auch Schaum,\nDieselregen. Doch scheint die Deutung, die oben befolgt wurde, besser zum\nZusammenhang zu passen.	541-544	"Das Gestrüpp ist von solcher Fülle",\ndaß man keine großen Geschäfte tun kann.\n„Er bricht seinen rechten Arm":\nEndgültig darf man nichts machen wollen.\nDie Verfinsterung ist hier auf ihrer Höhe. Zum Kernzeichen Sun kommt hier\nnoch das Kernzeichen Dui, See, dadurch wird die an sich vorhandene Möglichkeit, Großes zu leisten, beschränkt. Das Kernzeichen Dui bedeutet zerbrechen. Der rechte Arm ist die schwache obere Sechs, die, entsprechend\nden Beziehungen in diesem Zeichen, nicht als Gehilfe der starken Neun auf\ndrittem Platz in Betracht kommt. Falls man sich vom Handeln zurückhält\nin Erkenntnis seiner Unmöglichkeit, so bleibt man frei von Makel.\nDas mit "Gestrüpp" wiedergegebene Wort ",Pe" bedeutet auch eine Wassermasse; das mit,,kleine Sterne" wiedergegebene„Mo" bedeutet auch Schaum,\nDieselregen. Doch scheint die Deutung, die oben befolgt wurde, besser zum\nZusammenhang zu passen.	cerrado	coincide_ninguno
L4_etiqueta	Neun auf viertem Platz:	541-544	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Er begegnet seinem gleichen Herrn. Heil!	541-544	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Er begegnet seinem gleichen Herrn. Heil!	cerrado	na
L4_b_comentario	"Der Vorhang ist von solcher Fülle."\nDer Platz ist nicht der gebührende.\n,,Am Mittag sieht man die Polsterne."\nEr ist dunkel und nicht hell.\n,,Er begegnet seinem gleichen Herrn. Heil!"\nDas heißt Handeln.\nDie erste Hälfte lautet gleich wie bei der Sechs auf zweitem Platz, dort der\nAnfang, hier das Ende des Kernzeichens Sun, Holz. "Der Platz ist nicht ge-\nbührend": weil harter Strich auf weichem Platz. Der Strich ist nicht mehr\nim Zeichen Li, darum von Natur nicht mehr hell. Das Licht ist unterhalb.\nAber durch Bewegung wird erreicht, daß er dem gleichgearteten, d. h. eben-\nfalls starken Strich am Anfang begegnet. So kommt durch das Handeln Licht\n(denn die Anfangsneun ist licht, weil sie im Zeichen Li ist) und damit Heil.	541-544	"Der Vorhang ist von solcher Fülle."\nDer Platz ist nicht der gebührende.\n„Am Mittag sieht man die Polsterne."\nEr ist dunkel und nicht hell.\n"Er begegnet seinem gleichen Herrn. Heil!"\nDas heißt Handeln.\nDie erste Hälfte lautet gleich wie bei der Sechs auf zweitem Platz, dort der\nAnfang, hier das Ende des Kernzeichens Sun, Holz.„Der Platz ist nicht gebührend": weil harter Strich auf weichem Platz. Der Strich ist nicht mehr\nim Zeichen Li, darum von Natur nicht mehr hell. Das Licht ist unterhalb.\nAber durch Bewegung wird erreicht, daß er dem gleichgearteten, d. h. ebenfalls starken Strich am Anfang begegnet. So kommt durch das Handeln Licht\n(denn die Anfangsneun ist licht, weil sie im Zeichen Li ist) und damit Heil.	cerrado	coincide_ninguno
L5_etiqueta	Sechs auf fünftem Platz:	541-544	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Es kommen Linien. Es naht Segen und Ruhm. Heil!	541-544	Es kommen Linien. Es naht Segen und Ruhm. Heil!	cerrado	na
L5_b_comentario	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie\nSegen spendet.\nDie Linie steht in Beziehung zur Sechs auf zweitem Platz. Dort heißt es ",hin-\ngehen", hier heißt es,,kommen". Die Linien sind das Helle, Klare, das eben\ndurch das Zeichen Li, Licht, dessen Zentralstrich die Sechs auf zweitem Platz\nist, naht und so Segen und Ruhm ermöglicht.	541-544	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie\nSegen spendet.\nDie Linie steht in Beziehung zur Sechs auf zweitem Platz. Dort heißt es,,hingehen", hier heißt es,,kommen". Die Linien sind das Helle, Klare, das eben\ndurch das Zeichen Li, Licht, dessen Zentralstrich die Sechs auf zweitem Platz\nist, naht und so Segen und Ruhm ermöglicht.	cerrado	coincide_pass04
L6_etiqueta	Obere Sechs:	541-544	Obere Sechs:	cerrado	na
L6_a_oraculo	Sein Haus ist in Fülle. Er verdeckt seine Sippe. Er späht\ndurch das Tor und merkt niemand mehr. Drei Jahre lang sieht\ner nichts. Unheil.	541-544	Sein Haus ist in Fülle. Er verdeckt seine Sippe. Er späht\ndurch das Tor und merkt niemand mehr. Drei Jahre lang sieht\ner nichts. Unheil.	cerrado	na
L6_b_comentario	Sein Haus ist in Fülle."\nEr treibt sich an der Grenze des Himmels umher.\n,,Er späht durch das Tor und merkt niemand mehr."\nEr verdeckt sich selbst.\nDie schwache Linie auf der Spitze der Bewegung geht zu weit. So kommt\nsie scheinbar immer höher hinauf, aber eben dadurch verliert sie immer mehr\nden Halt und kommt immer weiter vom Licht weg, zumal da sie selbst ja\ndie Neun auf drittem Platz verdunkelt. So kommt sie in eine hoffnungslos\nvereinsamte Lage, die sie sich selber zuzuschreiben hat.\nB	541-544	Sein Haus ist in Fülle."\nEr treibt sich an der Grenze des Himmels umher.\n~~\n"Er späht durch das Tor und merkt niemand mehr."\nEr verdeckt sich selbst.\nDie schwache Linie auf der Spitze der Bewegung geht zu weit. So kommt\nsie scheinbar immer höher hinauf, aber eben dadurch verliert sie immer mehr\nden Halt und kommt immer weiter vom Licht weg, zumal da sie selbst ja\ndie Neun auf drittem Platz verdunkelt. So kommt sie in eine hoffnungslos\nvereinsamte Lage, die sie sich selber zuzuschreiben hat.	cerrado	coincide_ninguno
yong_etiqueta		541-544		vacio_en_libro	na
yong_a_oraculo		541-544		vacio_en_libro	na
yong_b_comentario		541-544		vacio_en_libro	na
wen_yen		541-544		vacio_en_libro	na
wen_yen_note		541-544		vacio_en_libro	na
hex_fin	55				
