campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_image	Der See ist oberhalb der Erde: das Bild der Sammlung. So\nerneuert der Edle seine Waffen, um Unvorhergesehenem zu\nbegegnen.\nDie beiden Zeichen in ihrem Zusammensein geben das Bild der Sammlung.\nIndem der See oberhalb der Erde ist, also mit dem Überlaufen droht, ist\ndadurch zugleich die Gefahr der Sammlung angezeigt. Die Zeichen und\nKernzeichen, einzeln genommen, zeigen, wie diesen Gefahren zu begegnen\nist. Das Zeichen Dui bedeutet Metall, daher Waffen. Das Zeichen Kun be-\ndeutet Erneuern (die Erde erzeugt das Metall). Das Kernzeichen Sun\ndeutet auf das Eindringende, Unvorhergesehene, das Kernzeichen Gen be-\ndeutet Stillehalten, Hemmen.\nAnfangs Sechs:	500-503	begegnen.\nDie beiden Zeichen in ihrem Zusammensein geben das Bild der Sammlung.\nIndem der See oberhalb der Erde ist, also mit dem Überlaufen droht, ist\ndadurch zugleich die Gefahr der Sammlung angezeigt. Die Zeichen und\nKernzeichen, einzeln genommen, zeigen, wie diesen Gefahren zu begegnen\nist. Das Zeichen Dui bedeutet Metall, daher Waffen. Das Zeichen Kun bedeutet Erneuern (die Erde erzeugt das Metall). Das Kernzeichen Sun\ndeutet auf das Eindringende, Unvorhergesehene, das Kernzeichen Gen bedeutet Stillehalten, Hemmen.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	500-503	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Wenn du wahrhaftig bist, doch nicht bis zum Ende, so gibt\nes bald Verwirrung, bald Sammlung. Wenn du rufst, so\nkannst du nach einem Griff wieder lachen. Bedauere nichts.\nHingehen ist ohne Makel.	500-503	Wenn du wahrhaftig bist, doch nicht bis zum Ende, so gibt\nes bald Verwirrung, bald Sammlung. Wenn du rufst, so\nkannst du nach einem Griff wieder lachen. Bedauere nichts.\nHingehen ist ohne Makel.	cerrado	na
L1_b_comentario	Bald Verwirrung, bald Sammlung."\nDer Wille ist in Verwirrung.\n-\nDer schwache Strich zu Beginn ist noch nicht gefestigt. Es besteht wohl\ndas Verhältnis des Entsprechens zur Neun auf viertem Platz das deutet\nauf die Wahrheit -, aber da die Linie mit den beiden andern schwachen\nLinien von Kun zusammen ist, so läßt sie sich von diesen beeinflussen, so\ndaß die von Natur vorhandenen Beziehungen zur Neun auf viertem Platz\ngestört werden. Das gibt Verwirrung. Aber ein Ruf genügt (Dui Mund,\ndaher Ruf), um das Mißverständnis zu beseitigen, und das Lachen kommt\nwieder (Dui = Heiterkeit). Aber wichtig ist es, die Richtung nach oben\nfestzuhalten.	500-503	Bald Verwirrung, bald Sammlung."\nDer Wille ist in Verwirrung.\nDer schwache Strich zu Beginn ist noch nicht gefestigt. Es besteht wohl\ndas Verhältnis des Entsprechens zur Neun auf viertem Platz das deutet\nauf die Wahrheit, aber da die Linie mit den beiden andern schwachen\nLinien von Kun zusammen ist, so läßt sie sich von diesen beeinflussen, so\ndaß die von Natur vorhandenen Beziehungen zur Neun auf viertem Platz\ngestört werden. Das gibt Verwirrung. Aber ein Ruf genügt (Dui = Mund,\ndaher Ruf), um das Mißverständnis zu beseitigen, und das Lachen kommt\nwieder (Dui = Heiterkeit). Aber wichtig ist es, die Richtung nach oben\nfestzuhalten.\n―	cerrado	coincide_pass04
L2_etiqueta	Sechs auf zweitem Platz:	500-503	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Sich ziehen lassen bringt Heil und bleibt ohne Makel.\nWenn man wahrhaftig ist, so ist es auch fördernd, ein kleines\nOpfer zu bringen.	500-503	Sich ziehen lassen bringt Heil und bleibt ohne Makel.\nWenn man wahrhaftig ist, so ist es auch fördernd, ein kleines\nOpfer zu bringen.	cerrado	na
L2_b_comentario	Sich ziehen lassen bringt Heil und bleibt ohne Makel."\nDie Mitte ist noch unverändert.\nEs herrscht hier zur Neun auf fünftem Platz, dem Herrn des Zeichens, die\nstarke, innere Beziehung des Entsprechens. Daher wird diese Linie natur-\ngemäß von der starken Neun auf fünftem Platz angezogen. Da sie zentral\nist, läßt sie sich auch von ihrer Umgebung nicht falsch beeinflussen. Daher\nwirkt dieser innere Einfluß sich aus.	500-503	Sich ziehen lassen bringt Heil und bleibt ohne Makel."\nDie Mitte ist noch unverändert.\nEs herrscht hier zur Neun auf fünftem Platz, dem Herrn des Zeichens, die\nstarke, innere Beziehung des Entsprechens. Daher wird diese Linie naturgemäß von der starken Neun auf fünftem Platz angezogen. Da sie zentral\nist, läßt sie sich auch von ihrer Umgebung nicht falsch beeinflussen. Daher\nwirkt dieser innere Einfluß sich aus.	cerrado	na
L3_etiqueta	Sechs auf drittem Platz:	500-503	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Sammlung unter Seufzen. Nichts, das fördernd wäre. Hin-\ngehen ist ohne Makel. Kleine Beschämung.	500-503	Sammlung unter Seufzen.\ngehen ist ohne Makel. Kleine Beschämung.	cerrado	coincide_pass04
L3_b_comentario	Hingehen ist ohne Makel."\nOben ist das Sanfte.\nDer Strich ist ohne Beziehung des Entsprechens, daher das Seufzen und\ndie Verlassenheit und Hilflosigkeit. Da der Strich dem unteren Zeichen an-\ngehört, kommt nämlich auch die Beziehung des Zusammenhaltens mit der\nNeun auf viertem Platz nicht zur Geltung, da dieser Strich dem oberen\nZeichen angehört. Allein durch das obere Kernzeichen Sun, das Sanfte,\nist die Verbindung hergestellt, denn die Sechs auf drittem Platz bildet den\nuntersten Strich dieses Kernzeichens, in dem die Neun auf viertem Platz\ndie Mitte bildet. Dadurch wird das Hingehen und der Anschluß ohne Makel\nermöglicht, wenn immerhin auch einige Beschämung bleibt.	500-503	Hingehen ist ohne Makel."\nOben ist das Sanfte.\nDer Strich ist ohne Beziehung des Entsprechens, daher das Seufzen und\ndie Verlassenheit und Hilflosigkeit. Da der Strich dem unteren Zeichen angehört, kommt nämlich auch die Beziehung des Zusammenhaltens mit der\nNeun auf viertem Platz nicht zur Geltung, da dieser Strich dem oberen\nZeichen angehört. Allein durch das obere Kernzeichen Sun, das Sanfte,\nist die Verbindung hergestellt, denn die Sechs auf drittem Platz bildet den\nuntersten Strich dieses Kernzeichens, in dem die Neun auf viertem Platz\ndie Mitte bildet. Dadurch wird das Hingehen und der Anschluß ohne Makel\nermöglicht, wenn immerhin auch einige Beschämung bleibt.\nNichts, das fördernd wäre. Hin-	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	500-503	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Großes Heil! Kein Makel.	500-503	Großes Heil! Kein Makel.	cerrado	na
L4_b_comentario	Großes Heil! Kein Makel";\ndenn der Platz beansprucht nichts.\nDer Strich hat den Platz des Ministers inne, der für seinen Fürsten, Neun\nauf fünftem Platz, die Sammlung bewirkt. Aber er nimmt das Verdienst\nnicht für sich in Anspruch, daher großes Heil.	500-503	Großes Heil! Kein Makel";\ndenn der Platz beansprucht nichts.\nDer Strich hat den Platz des Ministers inne, der für seinen Fürsten, Neun\nauf fünftem Platz, die Sammlung bewirkt. Aber er nimmt das Verdienst\nnicht für sich in Anspruch, daher großes Heil.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	500-503	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Wenn man beim Sammeln die nötige Stellung hat, so gibt es\nkeinen Makel. Wenn manche noch nicht wahrhaft dabei\nsind, so bedarf es erhabener dauernder Beharrlichkeit, dann\nschwindet die Reue.	500-503	Wenn man beim Sammeln die nötige Stellung hat, so gibt es\nkeinen Makel. Wenn manche noch nicht wahrhaft dabei\nsind, so bedarf es erhabener dauernder Beharrlichkeit, dann\nschwindet die Reue.	cerrado	na
L5_b_comentario	Wenn man beim Sammeln nur die Stellung hat",\nso ist der Wille noch nicht leuchtend genug.\nAn sich ist die nötige Stellung, von der aus die Sammlung sich bewirken\nließe, da. Aber es sind Schwierigkeiten vorhanden. Das Kernzeichen Gen,\nStillstand, bewirkt, daß die Wirkungen auf die unteren Linien nicht so-\nfort zur Geltung kommen. Es bedarf daher einer dauernden Einwirkung.\nZur Wirkung der Stellung muß die Wirkung der Persönlichkeit treten. Der\nStrich ist seinem Wesen nach zu Kiän gehörig, daher erhaben. Dieses\nWesen muß sich in Dauer gestalten, darum schwindet die Reue.\nmi\nob	500-503	Wenn man beim Sammeln nur die Stellung hat",\nso ist der Wille noch nicht leuchtend genug.\nAn sich ist die nötige Stellung, von der aus die Sammlung sich bewirken\nließe, da. Aber es sind Schwierigkeiten vorhanden. Das Kernzeichen Gen,\nStillstand, bewirkt, daß die Wirkungen auf die unteren Linien nicht sofort zur Geltung kommen. Es bedarf daher einer dauernden Einwirkung.\nZur Wirkung der Stellung muß die Wirkung der Persönlichkeit treten. Der\nStrich ist seinem Wesen nach zu Kiän gehörig, daher erhaben. Dieses\nWesen muß sich in Dauer gestalten, darum schwindet die Reue.	cerrado	coincide_ninguno
L6_etiqueta	Obere Sechs:	500-503	Obere Sechs:	cerrado	na
L6_a_oraculo	Klagen und Seufzen, Tränen in Strömen! Kein Makel.	500-503	Klagen und Seufzen, Tränen in Strömen! Kein Makel.	cerrado	na
L6_b_comentario	Klagen und Seufzen, Tränen in Strömen!"\nEr beruhigt sich nicht oben.\nDer obere Strich ist ohne Beziehung des Entsprechens (vgl. Sechs auf\ndrittem Platz), daher das Klagen und die Tränen. Aber indem die Linie\nsich nicht beruhigt bei ihrer hohen, aber einsamen Stellung, sondern sich der\nBeziehung des Zusammenhaltens entsprechend nach unten wendet, dem\nHerrn des Zeichens, Neun auf fünftem Platz, zu, ist kein Makel da. Die\nSammlung wird erreicht, da es dem Sinn des Gesamtzeichens entspricht,\ndaß es günstig ist, den großen Mann zu sehen.\n升	500-503	Klagen und Seufzen, Tränen in Strömen!"\nEr beruhigt sich nicht oben.\nDer obere Strich ist ohne Beziehung des Entsprechens (vgl. Sechs auf\ndrittem Platz), daher das Klagen und die Tränen. Aber indem die Linie\nsich nicht beruhigt bei ihrer hohen, aber einsamen Stellung, sondern sich der\nBeziehung des Zusammenhaltens entsprechend nach unten wendet, dem\nHerrn des Zeichens, Neun auf fünftem Platz, zu, ist kein Makel da. Die\nSammlung wird erreicht, da es dem Sinn des Gesamtzeichens entspricht,\ndaß es günstig ist, den großen Mann zu sehen.	cerrado	coincide_ninguno
yong_etiqueta		500-503		vacio_en_libro	na
yong_a_oraculo		500-503		vacio_en_libro	na
yong_b_comentario		500-503		vacio_en_libro	na
wen_yen		500-503		vacio_en_libro	na
wen_yen_note		500-503		vacio_en_libro	na
hex_fin	45				

