campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
judgment_oraculo		491-495	Der Durchbruch.\nEntschlossen muß man am Hof des Königs\ndie Sache bekanntmachen.\nDer Wahrheit gemäß muß sie verkündet werden. Gefahr!\nMan muß seine eigene Stadt benachrichtigen.\nNicht fördernd ist es, zu den Waffen zu greifen.\nFördernd ist es, etwas zu unternehmen.	cerrado	na
commentary_decision	Durchbruch ist soviel wie Entschlossenheit. Das Feste ver-\ndrängt entschlossen das Weiche. Stark und heiter, das ist\nentschlossen und harmonisch.\n"Man muß die Sache am Hof des Königs bekanntmachen."\nDas Schwache ruht auf fünf Harten.\n,,Wahrheitsgemäße Verkündigung hat Gefahr."\n12 Das Buch der Wandlungen II\nDiese Gefahr führt aber zum Licht.\n"Man muß seine eigene Stadt benachrichtigen.\nNicht fördernd ist es, zu den Waffen zu greifen":\nWas jener hochhält, wird zunichte.\n,,Fördernd ist es, etwas zu unternehmen",\nDenn die Festen wachsen und führen zu Ende.\nBei der Verdrängung des dunklen Strichs an der Spitze kommt es darauf an,\ndaß sie im rechten Geist geschieht. Es handelt sich nicht um einen Kampf\nmit zweifelhaftem Ausgang, sondern was geschieht, vollzieht sich mit Not-\nwendigkeit. Darum ist eine ruhig heitere, gelassene Entschlossenheit die\nrichtige Seelenhaltung, wie sie durch den Charakter der beiden Halbzeichen\n(innen Kiän, das Schöpferische, die Stärke, außen Dui, das Heitere) be-\nzeichnet ist. Man muß die Wahrheit am Hof des Königs bekanntmachen:\nder obere, schwache Strich steht über fünf starken, von denen der oberste\neben den Platz des Fürsten innehat. Der schwache Strich ist das Bild eines\nGemeinen an hoher Stelle. Das Zeichen Dui bedeutet Mund, daher das\nBekanntmachen, Verkündigen. Kiän bedeutet auch Kampf und Gefahr; Kiän\nund Dui bedeuten beide Metall, daher das Bild der Waffen. Da aber die\nSituation an sich Erfolg verheißt, ist der Gebrauch der Waffen nach außen\nhin nicht nötig.	491-495	Durchbruch ist soviel wie Entschlossenheit.\nDas Feste verdrängt entschlossen das Weiche. Stark und heiter, das ist\nentschlossen und harmonisch.\n„Man muß die Sache am Hof des Königs bekanntmachen."\nDas Schwache ruht auf fünf Harten.\n„Wahrheitsgemäße Verkündigung hat Gefahr."\n12 Das Buch der Wandlungen I\nJULI\nNINT\nDiese Gefahr führt aber zum Licht.\n„Man muß seine eigene Stadt benachrichtigen.\nNicht fördernd ist es, zu den Waffen zu greifen":\nWas jener hochhält, wird zunichte.\n„Fördernd ist es, etwas zu unternehmen",\nDenn die Festen wachsen und führen zu Ende.\nBei der Verdrängung des dunklen Strichs an der Spitze kommt es darauf an,\ndaß sie im rechten Geist geschieht. Es handelt sich nicht um einen Kampf\nmit zweifelhaftem Ausgang, sondern was geschieht, vollzieht sich mit Notwendigkeit. Darum ist eine ruhig heitere, gelassene Entschlossenheit die\nrichtige Seelenhaltung, wie sie durch den Charakter der beiden Halbzeichen\n(innen Kiän, das Schöpferische, die Stärke, außen Dui, das Heitere) bezeichnet ist. Man muß die Wahrheit am Hof des Königs bekanntmachen:\nder obere, schwache Strich steht über fünf starken, von denen der oberste\neben den Platz des Fürsten innehat. Der schwache Strich ist das Bild eines\nGemeinen an hoher Stelle. Das Zeichen Dui bedeutet Mund, daher das\nBekanntmachen, Verkündigen. Kiän bedeutet auch Kampf und Gefahr; Kiän\nund Dui bedeuten beide Metall, daher das Bild der Waffen. Da aber die\nSituation an sich Erfolg verheißt, ist der Gebrauch der Waffen nach außen\nhin nicht nötig.	cerrado	coincide_ninguno
image_oraculo	Der See ist an den Himmel emporgestiegen: das Bild des\nDurchbruchs. So spendet der Edle Reichtum nach unten hin\nund scheut es, bei seiner Tugend zu verweilen.\nDer See ist verdunstet und sammelt sich oberhalb des Himmels als Dünste\nund Wolken: das deutet auf einen baldigen Durchbruch, durch den das\nWasser in Form von Regen wieder herunterkommt. Um einen gewalt-\nsamen Durchbruch zu vermeiden, ist es nötig, sich die Eigenschaften der\nbeiden Halbzeichen zunutze zu machen: Dui bedeutet Freude. Statt also\nden Reichtum an gefährlicher Stelle aufzustapeln und dadurch einen Bruch\nherbeizuführen, wird man dauernd spenden und so Freude bereiten. Bei\nder Selbsterziehung denkt man an das strenge Gericht, das von dem Zei-\nchen Kiän ausgeübt wird. Man wird daher nicht selbstgenügsam sein, was\nebenfalls zur Katastrophe führen müßte, sondern steht dauernd in Scheu.\nWenn die Freude hoch steht wie ein See am Himmel, führt sie leicht zum\nÜbermut, darum muß sie ergänzt werden durch die segenspendende Art\ndes Himmels. Wenn die Stärke einen Schwachen über sich sieht\nHimmel unter dem See führt sie leicht zu Trotz, darum muß sie gemil-\ndert werden durch die freundliche Art von Dui.\n―\nwie der\n$\nI\nAnfangs Neun:	491-495	Der See ist an den Himmel emporgestiegen:\ndas Bild des Durchbruchs.\nSo spendet der Edle Reichtum nach unten hin\nund scheut es, bei seiner Tugend zu verweilen.	cerrado	coincide_ninguno
commentary_image	Der See ist an den Himmel emporgestiegen: das Bild des\nDurchbruchs. So spendet der Edle Reichtum nach unten hin\nund scheut es, bei seiner Tugend zu verweilen.\nDer See ist verdunstet und sammelt sich oberhalb des Himmels als Dünste\nund Wolken: das deutet auf einen baldigen Durchbruch, durch den das\nWasser in Form von Regen wieder herunterkommt. Um einen gewalt-\nsamen Durchbruch zu vermeiden, ist es nötig, sich die Eigenschaften der\nbeiden Halbzeichen zunutze zu machen: Dui bedeutet Freude. Statt also\nden Reichtum an gefährlicher Stelle aufzustapeln und dadurch einen Bruch\nherbeizuführen, wird man dauernd spenden und so Freude bereiten. Bei\nder Selbsterziehung denkt man an das strenge Gericht, das von dem Zei-\nchen Kiän ausgeübt wird. Man wird daher nicht selbstgenügsam sein, was\nebenfalls zur Katastrophe führen müßte, sondern steht dauernd in Scheu.\nWenn die Freude hoch steht wie ein See am Himmel, führt sie leicht zum\nÜbermut, darum muß sie ergänzt werden durch die segenspendende Art\ndes Himmels. Wenn die Stärke einen Schwachen über sich sieht\nHimmel unter dem See führt sie leicht zu Trotz, darum muß sie gemil-\ndert werden durch die freundliche Art von Dui.\n―\nwie der\n$\nI\nAnfangs Neun:	491-495	Der See ist an den Himmel emporgestiegen: das Bild des\nDurchbruchs. So spendet der Edle Reichtum nach unten hin\nund scheut es, bei seiner Tugend zu verweilen.\nDer See ist verdunstet und sammelt sich oberhalb des Himmels als Dünste\nund Wolken: das deutet auf einen baldigen Durchbruch, durch den das\nWasser in Form von Regen wieder herunterkommt. Um einen gewaltsamen Durchbruch zu vermeiden, ist es nötig, sich die Eigenschaften der\nbeiden Halbzeichen zunutze zu machen: Dui bedeutet Freude. Statt also\nden Reichtum an gefährlicher Stelle aufzustapeln und dadurch einen Bruch\nherbeizuführen, wird man dauernd spenden und so Freude bereiten. Bei\nder Selbsterziehung denkt man an das strenge Gericht, das von dem Zeichen Kiän ausgeübt wird. Man wird daher nicht selbstgenügsam sein, was\nebenfalls zur Katastrophe führen müßte, sondern steht dauernd in Scheu.\nWenn die Freude hoch steht wie ein See am Himmel, führt sie leicht zum\nÜbermut, darum muß sie ergänzt werden durch die segenspendende Art\ndes Himmels. Wenn die Stärke einen Schwachen über sich sieht - wie der\nHimmel unter dem See führt sie leicht zu Trotz, darum muß sie gemildert werden durch die freundliche Art von Dui.\nS\nT\nt\n¡	cerrado	coincide_pass04
L1_etiqueta	Anfangs Neun:	491-495	Anfangs Neun:	cerrado	na
L1_a_oraculo	Mächtig in den vorwärtsschreitenden Zehen. Geht man hin\nund ist der Sache nicht gewachsen, so macht man einen Fehler.	491-495	Mächtig in den vorwärtsschreitenden Zehen. Geht man hin\nund ist der Sache nicht gewachsen, so macht man einen Fehler.	cerrado	na
L1_b_comentario	Wenn man hingeht, ohne der Sache gewachsen zu sein, das\nist ein Fehler.\nDie Zehen sind durch den untersten Strich nahegelegt. Das Zeichen Durch-\nbruch ist die weitere Stufe nach dem Zeichen,,Des Großen Macht" Nr. 34.\nDarum ist der Text des untersten Striches hier derselbe wie dort, nur daß\ner etwas abgemildert ist, weil die Situation schon fortgeschrittener ist\nals dort.	491-495	Wenn man hingeht, ohne der Sache gewachsen zu sein, das\nist ein Fehler.\nDie Zehen sind durch den untersten Strich nahegelegt. Das Zeichen Durchbruch ist die weitere Stufe nach dem Zeichen "Des Großen Macht" Nr. 34.\nDarum ist der Text des untersten Striches hier derselbe wie dort, nur daß\ner etwas abgemildert ist, weil die Situation schon fortgeschrittener ist\nals dort.	cerrado	coincide_pass04
L2_etiqueta	Neun auf zweitem Platz:	491-495	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Alarmruf. Abends und nachts Waffen. Fürchte nichts.	491-495	Alarmruf. Abends und nachts Waffen. Fürchte nichts.	cerrado	na
L2_b_comentario	Trotz Waffen keine Furcht:\nweil man den mittleren Weg gefunden.\nDui, das obere Zeichen, bedeutet Mund, daher der Alarmruf. Dui ist im\nWesten, das deutet auf Abend, Kiän im Nordwesten, das deutet auf Nacht.\nDui und Kiän haben das Metall beigeordnet, das deutet auf Waffen. Doch\nist nichts zu fürchten, weil der Strich stark und zentral, inmitten des unte-\nren Zeichens Kiän, Himmel, ist.	491-495	Trotz Waffen keine Furcht:\nweil man den mittleren Weg gefunden.\nDui, das obere Zeichen, bedeutet Mund, daher der Alarmruf. Dui ist im\nWesten, das deutet auf Abend, Kiän im Nordwesten, das deutet auf Nacht.\nDui und Kiän haben das Metall beigeordnet, das deutet auf Waffen. Doch\nist nichts zu fürchten, weil der Strich stark und zentral, inmitten des unteren Zeichens Kiän, Himmel, ist.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	491-495	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Mächtig in den Backenknochen zu sein, bringt Unheil. Der\nEdle ist fest entschlossen. Er wandelt einsam und kommt in\nden Regen. Er wird bespritzt, und man murrt wider ihn.\nKein Makel.	491-495	Mächtig in den Backenknochen zu sein, bringt Unheil. Der\nEdle ist fest entschlossen. Er wandelt einsam und kommt in\nden Regen. Er wird bespritzt, und man murrt wider ihn.\nKein Makel.	cerrado	na
L3_b_comentario	Der Edle ist fest entschlossen":\nDas ist endgültig kein Fehler.\nKiän ist der Kopf. Der dritte Platz ist an oberer Stelle des Zeichens Kiän,\ndaher das Bild der Backenknochen. Der Strich gehört dem starken Halb-\nzeichen Kiän an und steht außerdem mitten in dem unteren Kernzeichen\nKiän, daher die doppelte Entschlossenheit. Er ist einsam, weil er als ein-\nziger in Beziehung des Entsprechens zur obersten, dunklen Linie steht. Da\nDui Wasser ist, kommt daher auch der Gedanke des Regens, von dem er\nbespritzt wird. Durch die Stärke seiner Natur ist er vor der Ansteckung\ndurch die obere, dunkle Linie geschützt, daher trotz des bösen Scheins\nkein Fehler.	491-495	Der Edle ist fest entschlossen":\nDas ist endgültig kein Fehler.\nKiän ist der Kopf. Der dritte Platz ist an oberer Stelle des Zeichens Kiän,\ndaher das Bild der Backenknochen. Der Strich gehört dem starken Halbzeichen Kiän an und steht außerdem mitten in dem unteren Kernzeichen\nKiän, daher die doppelte Entschlossenheit. Er ist einsam, weil er als einziger in Beziehung des Entsprechens zur obersten, dunklen Linie steht. Da\nDui Wasser ist, kommt daher auch der Gedanke des Regens, von dem er\nbespritzt wird. Durch die Stärke seiner Natur ist er vor der Ansteckung\ndurch die obere, dunkle Linie geschützt, daher trotz des bösen Scheins\nkein Fehler.	cerrado	na
L4_etiqueta	Neun auf viertem Platz:	491-495	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	An den Oberschenkeln ist keine Haut, und das Gehen fällt\nschwer. Ließe man sich führen wie ein Schaf, so würde die\nReue schwinden. Wenn man aber diese Worte hört, so wird\nman sie nicht glauben.	491-495	An den Oberschenkeln ist keine Haut, und das Gehen fällt\nschwer. Ließe man sich führen wie ein Schaf, so würde die\nReue schwinden. Wenn man aber diese Worte hört, so wird\nman sie nicht glauben.	cerrado	na
L4_b_comentario	Das Gehen fällt schwer."\nDer Platz ist nicht der gebührende.\n"Wenn man diese Worte hört, wird man sie nicht glauben."\nDas Verständnis ist nicht klar.\nDer Strich ist an unterster Stelle des oberen Zeichens, darum das Bild der\nOberschenkel. Weil er in seinem Vorwärtsdrängen durch die starke Fünf\ngehemmt ist, so legt das die Unmöglichkeit zu gehen nahe. Dui hat das\nBild eines Schafs, daher der Rat, daß man sich führen lassen solle wie ein\nSchaf. Indem der Strich wechselt, wird das obere Zeichen zum Zeichen Kan\nsich umgestalten, das Ohr bedeutet. Da aber der Strich weder korrekt noch\nan seinem Platz ist, so hört er nicht auf das, was man ihm sagt.	491-495	Das Gehen fällt schwer."\nDer Platz ist nicht der gebührende.\n"Wenn man diese Worte hört, wird man sie nicht glauben."\nDas Verständnis ist nicht klar.\nDer Strich ist an unterster Stelle des oberen Zeichens, darum das Bild der\nOberschenkel. Weil er in seinem Vorwärtsdrängen durch die starke Fünf\ngehemmt ist, so legt das die Unmöglichkeit zu gehen nahe. Dui hat das\nBild eines Schafs, daher der Rat, daß man sich führen lassen solle wie ein\nSchaf. Indem der Strich wechselt, wird das obere Zeichen zum Zeichen Kan\nsich umgestalten, das Ohr bedeutet. Da aber der Strich weder korrekt noch\nan seinem Platz ist, so hört er nicht auf das, was man ihm sagt.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	491-495	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Dem Unkraut gegenüber braucht es feste Entschlossenheit.\nIn der Mitte wandeln bleibt frei von Makel.	491-495	Dem Unkraut gegenüber braucht es feste Entschlossenheit.\nIn der Mitte wandeln bleibt frei von Makel.	cerrado	na
L5_b_comentario	In der Mitte wandeln bleibt frei von Makel."\nDie Mitte ist noch nicht im Licht.\nDer Strich ist der Herr des Zeichens. Er ist es, der den entschlossenen\nKampf mit der oberen Sechs, dem Bild des Gemeinen, führen muß. Aber wie\ndie Neun auf drittem Platz im Verhältnis des Entsprechens, steht die Neun\nauf fünftem Platz im Verhältnis des Zusammenhaltens zu der oberen Sechs.\nDadurch wird der Kampf erschwert. Aber er vermag entschlossen zu sein;\neinerseits ist er der Herr des Zeichens, dann Herrscher auf dem angesehen-\nsten Platz, andererseits ist er der oberste Strich des energischen oberen\nKernzeichens Kiän. Ferner ist er in der Mitte des oberen Halbzeichens, so\ndaß zu hoffen ist, daß es ihm gelingt, konsequent zu bleiben.	491-495	In der Mitte wandeln bleibt frei von Makel."\nDie Mitte ist noch nicht im Licht.\nDer Strich ist der Herr des Zeichens. Er ist es, der den entschlossenen\nKampf mit der oberen Sechs, dem Bild des Gemeinen, führen muß. Aber wie\ndie Neun auf drittem Platz im Verhältnis des Entsprechens, steht die Neun\nauf fünftem Platz im Verhältnis des Zusammenhaltens zu der oberen Sechs.\nDadurch wird der Kampf erschwert. Aber er vermag entschlossen zu sein;\neinerseits ist er der Herr des Zeichens, dann Herrscher auf dem angesehensten Platz, andererseits ist er der oberste Strich des energischen oberen\nKernzeichens Kiån. Ferner ist er in der Mitte des oberen Halbzeichens, so\ndaß zu hoffen ist, daß es ihm gelingt, konsequent zu bleiben.	cerrado	coincide_pass04
L6_etiqueta	Obere Sechs:	491-495	Obere Sechs:	cerrado	na
L6_a_oraculo	Kein Ruf. Schließlich kommt Unheil.	491-495	Kein Ruf. Schließlich kommt Unheil.	cerrado	na
L6_b_comentario	Das Unheil des Nichtrufens darf man endgültig nicht dauern\nlassen.\nDer Strich ist der Repräsentant des Bösen, das energisch ausgerottet wer-\nden soll. Aber bei seiner Ausrottung ist Vorsicht nötig. Es sieht ganz leicht\naus, da es sich nur um einen schwachen Strich gegenüber von fünf starken\nhandelt. Aber seine dunkle Natur legt nahe, daß er es versteht, die Warner\nzum Schweigen zu bringen. Die Art darf man jedoch nicht gehen lassen,\nweil sonst zu fürchten ist, daß aus dem vernachlässigten einen Yinstric\nwie aus einem Keime das Böse nachwächst.	491-495	Das Unheil des Nichtrufens darf man endgültig nicht dauern\nlassen.\nDer Strich ist der Repräsentant des Bösen, das energisch ausgerottet werden soll. Aber bei seiner Ausrottung ist Vorsicht nötig. Es sieht ganz leicht\naus, da es sich nur um einen schwachen Strich gegenüber von fünf starken\nhandelt. Aber seine dunkle Natur legt nahe, daß er es versteht, die Warner\nzum Schweigen zu bringen. Die Art darf man jedoch nicht gehen lassen,\nweil sonst zu fürchten ist, daß aus dem vernachlässigten einen Yinstrich\nwie aus einem Keime das Böse nachwächst.	cerrado	coincide_pass04
yong_etiqueta		491-495		vacio_en_libro	na
yong_a_oraculo		491-495		vacio_en_libro	na
yong_b_comentario		491-495		vacio_en_libro	na
wen_yen		491-495		vacio_en_libro	na
wen_yen_note		491-495		vacio_en_libro	na
hex_fin	43				
