campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
judgment_oraculo		532-535	Die Entwicklung. Das Mädchen wird verheiratet. Heil!\nFördernd ist Beharrlichkeit.	cerrado	na
commentary_decision	Der Fortschritt der Entwicklung bedeutet das Heil der Ver-\nheiratung des Mädchens. Fortschreiten und dabei den rechten\nPlatz erlangen: Hingehen hat Erfolg. Fortschreiten im Rech-\nten, so mag man das Land richten.\nSein Platz ist fest und hat die Mitte erreicht. Stillehalten und\nEindringen: Das gibt der Bewegung Unerschöpflichkeit.\nNachdem der Sinn des Namens erklärt ist durch die Anwendung des ersten\nSatzes des Urteils, werden die weiteren Worte des Urteils aus der Gestalt\ndes Zeichens klargemacht. Die beiden Herren des Zeichens, der zweite und\nder fünfte Strich, zeigen ein Fortschreiten, so daß sie den rechten, ihrer Na-\ntur entsprechenden Platz erlangen. Dem Erlangen des gebührenden Platzes\nentspricht die korrekte Gesinnung: auf diese Weise sind Unternehmungen\nvon Erfolg begleitet, und der Staat kann in Ordnung gebracht werden. Es\nwird hier die Verbindung von persönlichem, sittlichem Streben und der\nKraft, das Staatswesen in Ordnung zu bringen, betont. Besonders der Herr\ndes Zeichens, der an fünftem, herrschendem Platz steht und dabei Stärke und\nzentrale Korrektheit verbindet, kann solche Erfolge erringen. Zum Schluß\nwird im Anschluß an die beiden Teilzeichen gezeigt, daß die Unerschöpflich-\nkeit des Fortschreitens der innerlichen Ruhe verbunden mit Anpassung an\ndie Verhältnisse entspringt. Ruhe ist die Eigenschaft des inneren Zeichens\nGen, Anpassung die des äußeren Zeichens Sun.	532-535	Der Fortschritt der Entwicklung bedeutet das Heil der Verheiratung des Mädchens. Fortschreiten und dabei den rechten\nPlatz erlangen: Hingehen hat Erfolg. Fortschreiten im Rechten, so mag man das Land richten.\nSein Platz ist fest und hat die Mitte erreicht. Stillehalten und\nEindringen: Das gibt der Bewegung Unerschöpflichkeit.\nNachdem der Sinn des Namens erklärt ist durch die Anwendung des ersten\nSatzes des Urteils, werden die weiteren Worte des Urteils aus der Gestalt\ndes Zeichens klargemacht. Die beiden Herren des Zeichens, der zweite und\nder fünfte Strich, zeigen ein Fortschreiten, so daß sie den rechten, ihrer Natur entsprechenden Platz erlangen. Dem Erlangen des gebührenden Platzes\nentspricht die korrekte Gesinnung: auf diese Weise sind Unternehmungen\nvon Erfolg begleitet, und der Staat kann in Ordnung gebracht werden. Es\nwird hier die Verbindung von persönlichem, sittlichem Streben und der\nKraft, das Staatswesen in Ordnung zu bringen, betont. Besonders der Herr\ndes Zeichens, der an fünftem, herrschendem Platz steht und dabei Stärke und\nzentrale Korrektheit verbindet, kann solche Erfolge erringen. Zum Schluß\nwird im Anschluß an die beiden Teilzeichen gezeigt, daß die Unerschöpflichkeit des Fortschreitens der innerlichen Ruhe verbunden mit Anpassung an\ndie Verhältnisse entspringt. Ruhe ist die Eigenschaft des inneren Zeichens\nGen, Anpassung die des äußeren Zeichens Sun.	cerrado	na
image_oraculo	Auf dem Berge ist ein Baum: das Bild der Entwicklung. So\nweilt der Edle in würdiger Tugend, um die Sitten zu bessern.	532-535	Auf dem Berge ist ein Baum: das Bild der Entwicklung.\nSo weilt der Edle in würdiger Tugend,\num die Sitten zu bessern.	cerrado	coincide_ninguno
commentary_image	S\nDer Baum auf dem Berg vergrößert sich langsam und unmerklich. Er geht\nin die Breite, spendet Schatten und beeinflußt so durch sein Wesen seine\nUmgebung. So ist er ein Beispiel für die wirkende Kraft, die durch die kon-\nsequente Pflege der eignen Tugend die Sitten der Umgebung bessert. Der\nBaum auf dem Berg ist ähnlich wie der Baum auf der Erde (Guan, der An-\nblick, Nr. 20) ein wirkendes Beispiel. Dabei ist das Stillehalten des Bergs\ndas Bild für das Weilen in würdiger Tugend und das Eindringende des\nHolzes (bzw. Windes) das Bild der guten Wirkung, die von dem guten\nBeispiel ausgeht.	532-535	Der Baum auf dem Berg vergrößert sich langsam und unmerklich. Er geht\nin die Breite, spendet Schatten und beeinflußt so durch sein Wesen seine\nUmgebung. So ist er ein Beispiel für die wirkende Kraft, die durch die konsequente Pflege der eignen Tugend die Sitten der Umgebung bessert. Der\nBaum auf dem Berg ist ähnlich wie der Baum auf der Erde (Guan, der Anblick, Nr. 20) ein wirkendes Beispiel. Dabei ist das Stillehalten des Bergs\ndas Bild für das Weilen in würdiger Tugend und das Eindringende des\nHolzes (bzw. Windes) das Bild der guten Wirkung, die von dem guten\nBeispiel ausgeht.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	532-535	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Die Wildgans zieht allmählich dem Ufer zu. Der junge Sohn\nist in Gefahr. Es gibt Gerede. Kein Makel.	532-535	Die Wildgans zieht allmählich dem Ufer zu. Der junge Sohn\nist in Gefahr. Es gibt Gerede. Kein Makel.	cerrado	na
L1_b_comentario	Die Gefahr des kleinën Sohnes ist ihrer Bedeutung nach ohne\nMakel.\nDas Kernzeichen Li bedeutet einen fliegenden Vogel, daher das Bild der\nWildgans. Der Anfangsstrich steht neben dem Kernzeichen Kan, das Abgrün-\ndige, daher das Bild des Ufers.\nGen, das untere Halbzeichen, ist das Bild des jüngsten Sohnes. Es enthält\ndas Kernzeichen Kan, Gefahr. Die Worte kommen vielleicht von dem obe-\nren Zeichen Sun, Wind, der rauscht und tönt.\nDer Strich ist weich auf weichem Platz. Er ist daher nicht stürmisch in sei-\nnem Vordringen, ist sich der Gefahr bewußt. Wenn daher auch andere über\nihn reden, bleibt er doch frei von Schuld.	532-535	Die Gefahr des kleinen Sohnes ist ihrer Bedeutung nach ohne\nMakel.\nDas Kernzeichen Li bedeutet einen fliegenden Vogel, daher das Bild der\nWildgans. Der Anfangsstrich steht neben dem Kernzeichen Kan, das Abgründige, daher das Bild des Ufers.\nGen, das untere Halbzeichen, ist das Bild des jüngsten Sohnes. Es enthält\ndas Kernzeichen Kan, Gefahr. Die Worte kommen vielleicht von dem oberen Zeichen Sun, Wind, der rauscht und tönt.\nDer Strich ist weich auf weichem Platz. Er ist daher nicht stürmisch in seinem Vordringen, ist sich der Gefahr bewußt. Wenn daher auch andere über\nihn reden, bleibt er doch frei von Schuld.	cerrado	coincide_pass04
L2_etiqueta	Sechs auf zweitem Platz:	532-535	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Die Wildgans zieht allmählich dem Felsen zu. Essen und Trin-\nken in Friede und Eintracht. Heil!	532-535	Die Wildgans zieht allmählich dem Felsen zu. Essen und Trinken in Friede und Eintracht. Heil!	cerrado	na
L2_b_comentario	Essen und Trinken in Friede und Eintracht."\n"\nEr ißt sich nicht einfach nur satt.\nGen ist der Berg, daher das Bild des Felsens. Das Kernzeichen Kan führt\nauf Essen und Trinken. Wenn die Wildgans zu essen findet, ruft sie ihre\nKameraden. Der Strich ist weich und in Beziehung zur Neun auf fünftem\nPlatz, den er herbeiruft. Er ißt sich also nicht einfach nur für seine Person\nsatt, sondern denkt auch gleich an die andern mit.	532-535	Essen und Trinken in Friede und Eintracht."\nn\nEr ißt sich nicht einfach nur satt.\nGen ist der Berg, daher das Bild des Felsens. Das Kernzeichen Kan führt\nauf Essen und Trinken. Wenn die Wildgans zu essen findet, ruft sie ihre\nKameraden. Der Strich ist weich und in Beziehung zur Neun auf fünftem\nPlatz, den er herbeiruft. Er ißt sich also nicht einfach nur für seine Person\nsatt, sondern denkt auch gleich an die andern mit.	cerrado	coincide_pass04
L3_etiqueta	Neun auf drittem Platz:	532-535	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Die Wildgans zieht allmählich der Hochebene zu. Der Mann\nzieht aus und kehrt nicht wieder. Die Frau trägt ein Kind, aber\nbringt es nicht zur Welt. Unheil. Fördernd ist es, Räuber ab-\nzuwehren.	532-535	Die Wildgans zieht allmählich der Hochebene zu. Der Mann\n\nzieht aus und kehrt nicht wieder. Die Frau trägt ein Kind, aber\nbringt es nicht zur Welt. Unheil. Fördernd ist es, Räuber abzuwehren.	cerrado	coincide_pass04
L3_b_comentario	"Der Mann zieht aus und kehrt nicht wieder."\nEr verläßt die Schar der Gefährten.\n"Die Frau trägt ein Kind, aber bringt es nicht zur Welt."\nSie hat den rechten Weg verloren.\n"\nFördernd ist es, Räuber abzuwehren."\nHingebung und gegenseitiger Schutz.\nDer Strich weist als oberster des Zeichens Gen auf einen hohen Platz, da-\nher die Hochebene. Der Strich ist stark auf starkem Platz, daher nicht ge-\nmäßigt in der Bewegung: das Bild des Menschen, der von seiner Richtung\nnicht abläßt, daher hingeht, ohne zurückzukehren. Er steht zu den zwei\noberen starken Strichen in Beziehung ohne Entsprechen. Der Strich steht\nferner inmitten des Kernzeichens der Gefahr. Daher ist er von seinesgleichen\ngetrennt (oben und unten ein dunkler Strich). Da der Strich sonach nicht\nwiederkommt, hinterläßt er das Zeichen Kun, das durch seinen Weggang\nunten entsteht, ohne Kind. Die Frau hat auf diese Weise ihren Weg ver-\nloren. Nur insofern als der starke Strich die beiden schwachen unter ihm\nvor Räubern schützt, hat dieser Strich etwas Förderndes.	532-535	"Der Mann zieht aus und kehrt nicht wieder."\nEr verläßt die Schar der Gefährten.\n"Die Frau trägt ein Kind, aber bringt es nicht zur Welt."\nSie hat den rechten Weg verloren.\n"Fördernd ist es, Räuber abzuwehren."\nHingebung und gegenseitiger Schutz.\nDer Strich weist als oberster des Zeichens Gen auf einen hohen Platz, daher die Hochebene. Der Strich ist stark auf starkem Platz, daher nicht gemäßigt in der Bewegung: das Bild des Menschen, der von seiner Richtung\nnicht abläßt, daher hingeht, ohne zurückzukehren. Er steht zu den zwei\noberen starken Strichen in Beziehung ohne Entsprechen. Der Strich steht\nferner inmitten des Kernzeichens der Gefahr. Daher ist er von seinesgleichen\ngetrennt (oben und unten ein dunkler Strich). Da der Strich sonach nicht\nwiederkommt, hinterläßt er das Zeichen Kun, das durch seinen Weggang\nunten entsteht, ohne Kind. Die Frau hat auf diese Weise ihren Weg verloren. Nur insofern als der starke Strich die beiden schwachen unter ihm\nvor Räubern schützt, hat dieser Strich etwas Förderndes.	cerrado	coincide_pass04
L4_etiqueta	Sechs auf viertem Platz:	532-535	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Die Wildgans zieht allmählich dem Baume zu. Vielleicht be-\nkommt sie einen flachen Ast. Kein Makel.	532-535	Die Wildgans zieht allmählich dem Baume zu. Vielleicht bekommt sie einen flachen Ast. Kein Makel.	cerrado	na
L4_b_comentario	Vielleicht bekommt sie einen flachen Ast."\nSie ist hingebend und sanft.\nDer Strich ist in das obere Zeichen Sun, Holz, eingetreten, daher das Bild\nder allmählichen Annäherung an den Baum. Der Baum bietet der Wildgans\nan sich keinen Anhaltspunkt. Ihre Füße sind nicht zum Anklammern geeig-\nnet. Vielleicht findet sie einen flachen Ast durch die Anpassung und Hin-\ngebung. Der Strich ist schwach auf schwachem Platz, also korrekt. Er ist da-\nher anpassend und vorsichtig und findet so zunächst einen Ruheplatz.	532-535	Vielleicht bekommt sie einen flachen Ast."\nSie ist hingebend und sanft.\nDer Strich ist in das obere Zeichen Sun, Holz, eingetreten, daher das Bild\nder allmählichen Annäherung an den Baum. Der Baum bietet der Wildgans\nan sich keinen Anhaltspunkt. Ihre Füße sind nicht zum Anklammern geeignet. Vielleicht findet sie einen flachen Ast durch die Anpassung und Hingebung. Der Strich ist schwach auf schwachem Platz, also korrekt. Er ist daher anpassend und vorsichtig und findet so zunächst einen Ruheplatz.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	532-535	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Die Wildgans zieht allmählich dem Gipfel zu. Die Frau be-\nkommt drei Jahre lang kein Kind. Endlich kann sie nichts ver-\nhindern. Heil.	532-535	Die Wildgans zieht allmählich dem Gipfel zu. Die Frau bekommt drei Jahre lang kein Kind. Endlich kann sie nichts verhindern. Heil.	cerrado	na
L5_b_comentario	Endlich kann nichts das Heil verhindern."\nMan erlangt seinen Wunsch.\nDer Strich ist der obere Herr des Zeichens, daher der Gipfel, dem die Wild-\ngans zuzieht. Er steht in Beziehung zum unteren Herrn des Zeichens, Sechs\nauf zweitem Platz, zu dem Entsprechung des Gatten zur Gattin vorhan-\nden ist. Daher auch der Gedanke, daß endlich Vereinigung eintritt, Aber es\ndauert drei Jahre lang. Der Strich ist durch das Kernzeichen Kan, Gefahr,\nvon der Sechs auf zweitem Platz getrennt. Aber die Vereinigung beruht auf\nder Naturbeziehung des Wesens, darum kann sie verzögert, aber nicht dau-\nernd verhindert werden.	532-535	Endlich kann nichts das Heil verhindern."\nMan erlangt seinen Wunsch.\n闫\n​•\nDer Strich ist der obere Herr des Zeichens, daher der Gipfel, dem die Wildgans zuzieht. Er steht in Beziehung zum unteren Herrn des Zeichens, Sechs\nauf zweitem Platz, zu dem Entsprechung des Gatten zur Gattin vorhanden ist. Daher auch der Gedanke, daß endlich Vereinigung eintritt. Aber es\ndauert drei Jahre lang. Der Strich ist durch das Kernzeichen Kan, Gefahr,\nvon der Sechs auf zweitem Platz getrennt. Aber die Vereinigung beruht auf\nder Naturbeziehung des Wesens, darum kann sie verzögert, aber nicht dauernd verhindert werden.	cerrado	coincide_pass04
L6_etiqueta	Obere Neun:	532-535	Obere Neun:	cerrado	na
L6_a_oraculo	Die Wildgans zieht allmählich den Wolkenhöhen zu. Ihre\nFedern können zum heiligen Tanz verwendet werden. Heil!	532-535	Die Wildgans zieht allmählich den Wolkenhöhen zu. Ihre\nFedern können zum heiligen Tanz verwendet werden. Heil!	cerrado	na
L6_b_comentario	Ihre Federn können zum heiligen Tanz verwendet werden.\nHeil!"\nMan kann ihn nicht aus der Fassung bringen.\nDer oberste Platz ist die Wolkenhöhe. Das Zeichen Lu, das eigentlich Hoch-\nebene heißt (vgl. Neun auf drittem Platz), ist hier ein Schreibfehler für ein\nanderes, das "höchste Höhen" bezeichnet.\nDas Zeichen Sun bedeutet Wind. Das legt den Gedanken der durch die\nWolken führenden Luftreise nahe. Der Strich ist stark und schon außerhalb\nder Weltgeschäfte. Er wird nur von den andern als Vorbild betrachtet und\nbewirkt dadurch das Heil. Er selbst läßt sich nicht mehr in die Wirren der\nWeltgeschäfte ein.\nDie erwähnten Tänze waren heilige Pantomimen, bei denen Federn von\nbesonderer Art gebraucht wurden. Der Gedanke, der diesem Strich zugrunde\nliegt, erinnert an den Gedanken des obersten Strichs von Guan, der Anblick,\nNr. 20. Auch dort ist der Strich als solcher außerhalb der Weltgeschäfte und\nnur noch schauend beteiligt.\n歸​妹	532-535	Ihre Federn können zum heiligen Tanz verwendet werden.\nHeil!"\nMan kann ihn nicht aus der Fassung bringen.\nDer oberste Platz ist die Wolkenhöhe. Das Zeichen Lu, das eigentlich Hochebene heißt (vgl. Neun auf drittem Platz), ist hier ein Schreibfehler für ein\nanderes, das "höchste Höhen" bezeichnet.\nDas Zeichen Sun bedeutet Wind. Das legt den Gedanken der durch die\nWolken führenden Luftreise nahe. Der Strich ist stark und schon außerhalb\nder Weltgeschäfte. Er wird nur von den andern als Vorbild betrachtet und\nbewirkt dadurch das Heil. Er selbst läßt sich nicht mehr in die Wirren der\nWeltgeschäfte ein.\nDie erwähnten Tänze waren heilige Pantomimen, bei denen Federn von\nbesonderer Art gebraucht wurden. Der Gedanke, der diesem Strich zugrunde\nliegt, erinnert an den Gedanken des obersten Strichs von Guan, der Anblick,\nNr. 20. Auch dort ist der Strich als solcher außerhalb der Weltgeschäfte und\nnur noch schauend beteiligt.	cerrado	na
yong_etiqueta		532-535		vacio_en_libro	na
yong_a_oraculo		532-535		vacio_en_libro	na
yong_b_comentario		532-535		vacio_en_libro	na
wen_yen		532-535		vacio_en_libro	na
wen_yen_note		532-535		vacio_en_libro	na
hex_fin	53				


