campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L4_b_comentario	Den ganzen Tag sei vorsichtig."\nEs ist Grund zu Bedenken da.\nDer Strich ist weich auf weichem Platz im Anfang der Gefahr. Daher die\nWarnung, daß auch die schönsten Kleider zu Lumpen werden. Grund zu\nBedenken ist da durch das Zeichen Kan, Gefahr, in das man eintritt.\nTschong Dsï hat eine andere Erklärung. Er nimmt das Bild eines Schiffes\nund liest: "Es hat ein Leck, aber es sind Lappen zum Verstopfen da."	570-573	Den ganzen Tag sei vorsichtig."\nEs ist Grund zu Bedenken da.\nDer Strich ist weich auf weichem Platz im Anfang der Gefahr. Daher die\nWarnung, daß auch die schönsten Kleider zu Lumpen werden. Grund zu\nBedenken ist da durch das Zeichen Kan, Gefahr, in das man eintritt.\nTschong Dsi hat eine andere Erklärung. Er nimmt das Bild eines Schiffes\nund liest: "Es hat ein Leck, aber es sind Lappen zum Verstopfen da."	cerrado	coincide_pass04
L5_etiqueta	Neun auf fünftem Platz:	570-573	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Der Nachbar im Osten, der einen Ochsen schlachtet, bekommt\nnicht soviel wirkliches Glück wie der Nachbar im Westen mit\nseinem kleinen Opfer.	570-573	Der Nachbar im Osten, der einen Ochsen schlachtet, bekommt\nnicht soviel wirkliches Glück wie der Nachbar im Westen mit\nseinem kleinen Opfer.	cerrado	na
L5_b_comentario	Der östliche Nachbar, der einen Ochsen schlachtet, ist nicht so\nzeitgemäß wie der westliche Nachbar. Dieser bekommt wirk-\nliches Glück: das Heil kommt im Großen.\nLi ist der Ochse. Kan ist das Schwein, das beim kleinen Opfer geschlachtet\nwurde. Die Zwei, die im Kernzeichen Kan steht, ist der westliche Nachbar;\ndenn Kan steht bei den Zeichen des früheren Himmels im Westen. Die Vier,\ndie im Kernzeichen Li steht, ist der östliche Nachbar, denn Li steht Kan\ngegenüber. Die Neun auf fünftem Platz ist der Herr des Opfers. Die Sechs\nauf zweitem Platz ist zentral, bringt das an sich kleinere Schweine-Opfer\nzur rechten Zeit und hat daher mehr Glück als das an sich größere Ochsen-\nOpfer der Sechs auf viertem Platz, weil diese nicht zentral ist.	570-573	Der östliche Nachbar, der einen Ochsen schlachtet, ist nicht so\nzeitgemäß wie der westliche Nachbar. Dieser bekommt wirkliches Glück: das Heil kommt im Großen.\nLi ist der Ochse. Kan ist das Schwein, das beim kleinen Opfer geschlachtet\nwurde. Die Zwei, die im Kernzeichen Kan steht, ist der westliche Nachbar;\ndenn Kan steht bei den Zeichen des früheren Himmels im Westen. Die Vier,\ndie im Kernzeichen Li steht, ist der östliche Nachbar, denn Li steht Kan\ngegenüber. Die Neun auf fünftem Platz ist der Herr des Opfers. Die Sechs\nauf zweitem Platz ist zentral, bringt das an sich kleinere Schweine-Opfer\nzur rechten Zeit und hat daher mehr Glück als das an sich größere OchsenOpfer der Sechs auf viertem Platz, weil diese nicht zentral ist.	cerrado	na
L6_etiqueta	Obere Sechs:	570-573	Obere Sechs:	cerrado	na
L6_a_oraculo	Er kommt mit dem Haupt ins Wasser. Gefahr.	570-573	Er kommt mit dem Haupt ins Wasser. Gefahr.	cerrado	na
L6_b_comentario	Er kommt mit dem Haupt ins Wasser."\nWie kann man das lange aushalten!\nWährend die Anfangsneun der Schwanz des Fuchses ist, ist die obere Sechs\ndas Haupt des Fuchses. Indem der Strich als schwacher auf der Höhe des\nWassers und der Gefahr steht, bringt er sein Haupt ins Wasser. Beim Über-\nschreiten des Wassers gerät er durch Zurückwendung in die Gefahr des Er-\ntrinkens. Das sind die Wirren, die das Zeichen für den Abschluß vorhersagt.	570-573	Er kommt mit dem Haupt ins Wasser."\nWie kann man das lange aushalten!\nWährend die Anfangsneun der Schwanz des Fuchses ist, ist die obere Sechs\ndas Haupt des Fuchses. Indem der Strich als schwacher auf der Höhe des\nWassers und der Gefahr steht, bringt er sein Haupt ins Wasser. Beim Überschreiten des Wassers gerät er durch Zurückwendung in die Gefahr des Ertrinkens. Das sind die Wirren, die das Zeichen für den Abschluß vorhersagt.	cerrado	coincide_pass02
yong_etiqueta		570-573		vacio_en_libro	na
yong_a_oraculo		570-573		vacio_en_libro	na
yong_b_comentario		570-573		vacio_en_libro	na
wen_yen		570-573		vacio_en_libro	na
wen_yen_note		570-573		vacio_en_libro	na
hex_fin	63				
