campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_decision	,,Der Rückzug. Gelingen": das heißt eben, im Rückzug liegt\ndas Gelingen. Das Feste ist auf dem gebührenden Platz und\nfindet Entsprechung: das bedeutet, daß man mit der Zeit geht.\n,,Im Kleinen ist fördernd Beharrlichkeit": das bedeutet, daß\nes im Vordringen und Wachsen ist.\nGroß wahrlich ist der Sinn der Zeit des Rückzugs.\nDer Erfolg liegt eben darin, daß es gelingt, sich rechtzeitig und auf die\nrechte Art zurückzuziehen. Dieser Erfolg wird dadurch ermöglicht, daß\ndieser Rückzug keine erzwungene Flucht eines Schwachen ist, sondern das\nfreiwillige Weichen eines Starken, wie das begründet ist in dem starken\nHerrn des Zeichens, Neun auf fünftem Platz, der bei der schwachen Sechs auf\nzweitem Platz Entsprechung findet. Die Stärke zeigt sich nun darin, daß\nman nichts zu erzwingen sucht, sondern nur in kleinen Dingen Beharrlichkeit\nzeigt, weil das schattige Element, repräsentiert durch die beiden unteren\nYinstriche, im Vordringen und Wachsen ist. Der Sinn der Zeit des Rück-\nzugs ist groß, d. h. es ist von wesentlicher Bedeutung, daß man die richtige\nZeit trifft, da der Rückzug in der Ordnung ist.\nA	452-455	„Der Rückzug. Gelingen": das heißt eben, im Rückzug liegt\ndas Gelingen. Das Feste ist auf dem gebührenden Platz und\nfindet Entsprechung: das bedeutet, daß man mit der Zeit geht.\n„Im Kleinen ist fördernd Beharrlichkeit": das bedeutet, daß\nes im Vordringen und Wachsen ist.\nGroß wahrlich ist der Sinn der Zeit des Rückzugs.\nDer Erfolg liegt eben darin, daß es gelingt, sich rechtzeitig und auf die\nrechte Art zurückzuziehen. Dieser Erfolg wird dadurch ermöglicht, daß\ndieser Rückzug keine erzwungene Flucht eines Schwachen ist, sondern das\nfreiwillige Weichen eines Starken, wie das begründet ist in dem starken\nHerrn des Zeichens, Neun auf fünftem Platz, der bei der schwachen Sechs auf\nzweitem Platz Entsprechung findet. Die Stärke zeigt sich nun darin, daß\nman nichts zu erzwingen sucht, sondern nur in kleinen Dingen Beharrlichkeit\nzeigt, weil das schattige Element, repräsentiert durch die beiden unteren\nYinstriche, im Vordringen und Wachsen ist. Der Sinn der Zeit des Rückzugs ist groß, d. h. es ist von wesentlicher Bedeutung, daß man die richtige\nZeit trifft, da der Rückzug in der Ordnung ist.	cerrado	coincide_ninguno
image_oraculo	Unter dem Himmel ist der Berg: das Bild des Rückzugs. So\nhält der Edle den Gemeinen fern: nicht zornig, sondern ge-\nmessen.\nEs ist die Frage, inwiefern der Berg unter dem Himmel das Bild des Rück-\nzugs nahelegt. Die eine Auffassung ist, daß der Berg unter dem Himmel\nso steil und hoch ist, daß die Menschen ihm nicht nahekommen können.\nDoch ist der Bewegung der Zeichen entsprechender die andere Auffassung,\ndaß der Himmel den Edlen, der Berg den Geringen repräsentiert. Der\nHimmel hat eine starke Bewegung nach oben, zieht sich also automatisch\nvon dem Berg zurück, dessen Charakter das Stehenbleiben ist. Noch in-\ntensiver ist ja die Divergenz bei dem Zeichen\nPi, bei dem die Bewegungen direkt entgegengesetzt sind.\nDie aus der Situation sich ergebende Lehre ist auch hier aus den Ei-\ngenschaften der Zeichen einzeln entnommen. Der Edle hält den Ge-\nmeinen ab, indem er gemessen und unerreichbar ist wie der Himmel, wo-\ndurch er jenen zum Stillstand bringt (dies die Eigenschaft des unteren Zei-\nchens Berg).\nAnfangs Sechs:	452-455	Unter dem Himmel ist der Berg: das Bild des Rückzugs. So\nhält der Edle den Gemeinen fern: nicht zornig, sondern gemessen.	cerrado	coincide_ninguno
commentary_image	Unter dem Himmel ist der Berg: das Bild des Rückzugs. So\nhält der Edle den Gemeinen fern: nicht zornig, sondern ge-\nmessen.\nEs ist die Frage, inwiefern der Berg unter dem Himmel das Bild des Rück-\nzugs nahelegt. Die eine Auffassung ist, daß der Berg unter dem Himmel\nso steil und hoch ist, daß die Menschen ihm nicht nahekommen können.\nDoch ist der Bewegung der Zeichen entsprechender die andere Auffassung,\ndaß der Himmel den Edlen, der Berg den Geringen repräsentiert. Der\nHimmel hat eine starke Bewegung nach oben, zieht sich also automatisch\nvon dem Berg zurück, dessen Charakter das Stehenbleiben ist. Noch in-\ntensiver ist ja die Divergenz bei dem Zeichen\nPi, bei dem die Bewegungen direkt entgegengesetzt sind.\nDie aus der Situation sich ergebende Lehre ist auch hier aus den Ei-\ngenschaften der Zeichen einzeln entnommen. Der Edle hält den Ge-\nmeinen ab, indem er gemessen und unerreichbar ist wie der Himmel, wo-\ndurch er jenen zum Stillstand bringt (dies die Eigenschaft des unteren Zei-\nchens Berg).\nAnfangs Sechs:	452-455	Es ist die Frage, inwiefern der Berg unter dem Himmel das Bild des Rückzugs nahelegt. Die eine Auffassung ist, daß der Berg unter dem Himmel\nso steil und hoch ist, daß die Menschen ihm nicht nahekommen können.\nDoch ist der Bewegung der Zeichen entsprechender die andere Auffassung,\ndaß der Himmel den Edlen, der Berg den Geringen repräsentiert. Der\nHimmel hat eine starke Bewegung nach oben, zieht sich also automatisch\nvon dem Berg zurück, dessen Charakter das Stehenbleiben ist. Noch intensiver ist ja die Divergenz bei dem Zeichen\nPi, bei dem die Bewegungen direkt entgegengesetzt sind.\nDie aus der Situation sich ergebende Lehre ist auch hier aus den Eigenschaften der Zeichen einzeln entnommen. Der Edle hält den Gemeinen ab, indem er gemessen und unerreichbar ist wie der Himmel, wodurch er jenen zum Stillstand bringt (dies die Eigenschaft des unteren Zeichens Berg).	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	452-455	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Beim Rückzug am Schwanz. Das ist gefährlich. Man darf\nnicht etwas unternehmen wollen.	452-455	Beim Rückzug am Schwanz. Das ist gefährlich. Man darf\nnicht etwas unternehmen wollen.	cerrado	na
L1_b_comentario	Wenn man in der Gefahr des sich zurückziehenden Schwanzes\nnichts unternimmt, welch Unheil sollte einen da treffen?\nDie beiden unteren Linien sind es, vor denen die vier oberen sich zurück-\nziehen, daher sind sie die konstituierenden. Ahnlich wie beim Zeichen Lü\n(Nr. 10), wo die jüngste Tochter dem Zeichen Kiän folgt, ist hier, wo der\njüngste Sohn dem Zeichen Kiän untersteht, das Bild des Schwanzes bei\nder ersten Linie gebraucht. Bei der Auslegung wird nun nicht in Betracht\ngezogen, daß die Linie im Gesamtzeichen Repräsentant des Gemeinen ist,\ndenn das Buch der Wandlungen gibt seine Ratschläge nicht für Gemeine,\nsondern nur für die Edlen. Sondern der Ratschlag richtet sich auf die Situa-\ntion als solche, die Rückzug und zwar am Schwanz, d. h. hinten bedeutet.\nBeim Rückzug hinten zu sein, ist gefährlich. Die Gefahr wird vermieden\ndurch Stillehalten.	452-455	Wenn man in der Gefahr des sich zurückziehenden Schwanzes\nnichts unternimmt, welch Unheil sollte einen da treffen?\nDie beiden unteren Linien sind es, vor denen die vier oberen sich zurückziehen, daher sind sie die konstituierenden. Ähnlich wie beim Zeichen Lu\n(Nr. 10), wo die jüngste Tochter dem Zeichen Kiän folgt, ist hier, wo der\njüngste Sohn dem Zeichen Kiän untersteht, das Bild des Schwanzes bei\nder ersten Linie gebraucht. Bei der Auslegung wird nun nicht in Betracht\ngezogen, daß die Linie im Gesamtzeichen Repräsentant des Gemeinen ist,\ndenn das Buch der Wandlungen gibt seine Ratschläge nicht für Gemeine,\nsondern nur für die Edlen. Sondern der Ratschlag richtet sich auf die Situation als solche, die Rückzug und zwar am Schwanz, d. h. hinten bedeutet.\nBeim Rückzug hinten zu sein, ist gefährlich. Die Gefahr wird vermieden\ndurch Stillehalten.	cerrado	coincide_pass04
L2_etiqueta	Sechs auf zweitem Platz:	452-455	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Er hält ihn fest mit gelbem Ochsenleder. Niemand vermag\nihn loszureißen.	452-455	Er hält ihn fest mit gelbem Ochsenleder. Niemand vermag\nihn loszureißen.	cerrado	na
L2_b_comentario	Er hält ihn fest mit gelbem Ochsenleder":\ndas bedeutet den festen Willen.\nAuch hier ist der Rückzug gehemmt. Der Strich befindet sich inmitten des\nZeichens Gen, Stillstand. Gelb ist die Farbe der Mitte. Der Strich ist in der\nNähe von Neun auf drittem Platz, daher hält er ihn fest. Hier haben wir die\nBeharrlichkeit des Geringen, Kleinen, von der das Urteil spricht.	452-455	Er hält ihn fest mit gelbem Ochsenleder":\ndas bedeutet den festen Willen.\nAuch hier ist der Rückzug gehemmt. Der Strich befindet sich inmitten des\nZeichens Gen, Stillstand. Gelb ist die Farbe der Mitte. Der Strich ist in der\nNähe von Neun auf drittem Platz, daher hält er ihn fest. Hier haben wir die\nBeharrlichkeit des Geringen, Kleinen, von der das Urteil spricht.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	452-455	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Aufgehaltener Rückzug ist peinlich und gefahrvoll. Die Men-\nschen als Knechte und Mägde zu halten, bringt Heil.	452-455	Aufgehaltener Rückzug ist peinlich und gefahrvoll. Die Menschen als Knechte und Mägde zu halten, bringt Heil.	cerrado	na
L3_b_comentario	Daß die Gefahr des aufgehaltenen Rückzugs peinlich ist, wirkt\nermüdend.\n"Die Menschen als Knechte und Mägde zu halten, bringt\nHeil." Jawohl, aber man kann sie nicht zu großen Dingen ver-\nwenden.\nDer Strich ist an sich stark, so sollte man erwarten, er besäße die Kraft,\nsich zurückzuziehen. Daß das nicht möglich ist, wird einmal dadurch veran-\nlaßt, daß er an der Spitze des Zeichens Gen, Stillstand, sich befindet und\naußerdem die beiden unteren schwachen Striche sich an ihn hängen. Das\nist mühsam. Er kann sie wohl als Knechte und Mägde benutzen; denn der\nobere Strich hat innerhalb des Zeichens Gen die Herrschaft. Das gibt einen\nAusweg insofern, als dadurch die unmittelbare Gefahr vermieden wird.\nAber Großes läßt sich mit solcher Anhängerschaft auch nicht erreichen.	452-455	Daß die Gefahr des aufgehaltenen Rückzugs peinlich ist, wirkt\nermüdend.\n„Die Menschen als Knechte und Mägde zu halten, bringt\nHeil." Jawohl, aber man kann sie nicht zu großen Dingen verwenden.\nDer Strich ist an sich stark, so sollte man erwarten, er besäße die Kraft,\nsich zurückzuziehen. Daß das nicht möglich ist, wird einmal dadurch veranlaßt, daß er an der Spitze des Zeichens Gen, Stillstand, sich befindet und\naußerdem die beiden unteren schwachen Striche sich an ihn hängen. Das\nist mühsam. Er kann sie wohl als Knechte und Mägde benutzen; denn der\nobere Strich hat innerhalb des Zeichens Gen die Herrschaft. Das gibt einen\nAusweg insofern, als dadurch die unmittelbare Gefahr vermieden wird.\nAber Großes läßt sich mit solcher Anhängerschaft auch nicht erreichen.	cerrado	coincide_pass02
L4_etiqueta	Neun auf viertem Platz:	452-455	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Freiwilliger Rückzug bringt dem Edlen Heil, dem Gemeinen\nNiedergang.	452-455	Freiwilliger Rückzug bringt dem Edlen Heil, dem Gemeinen\nNiedergang.	cerrado	na
L4_b_comentario	Der Edle zieht sich freiwillig zurück, das bringt dem Gemei-\nnen Niedergang.\nHier ist der Eintritt in das obere Halbzeichen vollzogen. Da der Himmel\nstark ist, haben alle drei oberen Striche einen ungehemmten Rückzug. Hier\nist die Trennungslinie. Indem der Edle sich nach oben zurückzieht, bleibt\nder Gemeine allein unten. Das ist für ihn schlimm - nicht für den Edlen -,\ndenn er kann sich nicht selbst regieren.	452-455	Der Edle zieht sich freiwillig zurück, das bringt dem Gemeinen Niedergang.\nHier ist der Eintritt in das obere Halbzeichen vollzogen. Da der Himmel\nstark ist, haben alle drei oberen Striche einen ungehemmten Rückzug. Hier\nist die Trennungslinie. Indem der Edle sich nach oben zurückzieht, bleibt\nder Gemeine allein unten. Das ist für ihn schlimm — nicht für den Edlen —,\ndenn er kann sich nicht selbst regieren.	cerrado	coincide_ninguno
L5_etiqueta	Neun auf fünftem Platz:	452-455	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Freundlicher Rückzug. Beharrlichkeit bringt Heil.	452-455	Freundlicher Rückzug. Beharrlichkeit bringt Heil.	cerrado	na
L5_b_comentario	Freundlicher Rückzug. Beharrlichkeit bringt Heil";\nweil dadurch der Wille eine richtige Entscheidung trifft.\nDer Wille ist hier in Beziehung zum Willen der Sechs auf zweitem Platz,\nda die beiden Striche sich entsprechen. Dort der starke Wille, festzuhalten\nwas für die Gemeinen gut ist —, hier der klare Wille, beharrlich zu blei-\nben und sich nicht halten zu lassen.\nEine andre Erklärung bei Dschou I Hong Giä verdient Erwähnung, daß es\nsich hier nur um einen inneren Rückzug handle, während man äußerlich an\nseinem Posten bleibt, um den Rückschlag vorzubereiten.	452-455	„Freundlicher Rückzug. Beharrlichkeit bringt Heil";\nweil dadurch der Wille eine richtige Entscheidung trifft.\nDer Wille ist hier in Beziehung zum Willen der Sechs auf zweitem Platz,\nda die beiden Striche sich entsprechen. Dort der starke Wille, festzuhalten\nwas für die Gemeinen gut ist —, hier der klare Wille, beharrlich zu bleiben und sich nicht halten zu lassen.\nEine andre Erklärung bei Dschou I Hong Giä verdient Erwähnung, daß es\nsich hier nur um einen inneren Rückzug handle, während man äußerlich an\nseinem Posten bleibt, um den Rückschlag vorzubereiten.	cerrado	coincide_ninguno
L6_etiqueta	Obere Neun:	452-455	Obere Neun:	cerrado	na
L6_a_oraculo	Heiterer Rückzug. Alles ist fördernd.	452-455	Heiterer Rückzug. Alles ist fördernd.	cerrado	na
L6_b_comentario	"Heiterer Rückzug. Alles ist fördernd";\nweil nämlich kein Zweifel mehr möglich ist.\nMan weiß hier genau, was man zu tun hat. Unter solchen Umständen ist\ndie Durchführung des Entschlusses nicht schwer.\n大​壯	452-455	„Heiterer Rückzug. Alles ist fördernd";\nweil nämlich kein Zweifel mehr möglich ist.\nMan weiß hier genau, was man zu tun hat. Unter solchen Umständen ist\ndie Durchführung des Entschlusses nicht schwer.	cerrado	coincide_ninguno
yong_etiqueta		452-455		vacio_en_libro	na
yong_a_oraculo		452-455		vacio_en_libro	na
yong_b_comentario		452-455		vacio_en_libro	na
wen_yen		452-455		vacio_en_libro	na
wen_yen_note		452-455		vacio_en_libro	na
hex_fin	33				

