campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_decision	Dauer bedeutet das Langewährende. Das Starke ist oben,\ndas Schwache unten; Donner und Wind wirken zusammen.\nSanft und bewegt. Die Starken und Schwachen entsprechen\neinander alle: das bedeutet Dauer.\n,,Gelingen. Kein Makel. Fördernd ist Beharrlichkeit":\ndas bedeutet dauerndes Beharren in seiner Bahn. Die Bahn\ndes Himmels und der Erde ist dauernd und lange und hört\nnie auf.\n,,Fördernd ist, zu haben, wohin man gehe."\nDas bedeutet, daß auf ein Ende immer ein neuer Anfang folgt.\nSonne und Mond haben den Himmel und können deshalb\ndauernd leuchten. Die vier Jahreszeiten verändern und ge-\nstalten und können daher dauernd vollenden. Der Berufene\nbleibt dauernd in seiner Bahn, und die Welt gestaltet sich zur\nVollendung um. Wenn man betrachtet, worin etwas seine\nDauer hat, so kann man die Natur von Himmel und Erde und\nallen Wesen erkennen.\nDie Organisation des Zeichens zeigt das starke Dschen oben und das schwache\nSun unten; das ist der dauernde Zustand in der Welt. Der älteste Sohn und\ndie älteste Tochter sind in der Ehe vereint im Gegensatz zur Eheschließung\nim vorigen Zeichen.\nDie Bilder zeigen den Donner, der durch die Macht des Windes noch weiter\ngetragen wird, und den Wind, der durch die Macht des Donners verstärkt\nwird. Ihre gemeinsame Wirkung verleiht beiden Dauer.\nDie Eigenschaft des Zeichens Sun ist die Sanftheit, die des Zeichens Dschen\ndie Bewegung. Die äußere Bewegung, die im Innern von Hingebung ge-\ntragen wird, ist ebenfalls eine solche, die der Dauer fähig ist.\nEndlich ergibt die Beziehung gegenseitigen Entsprechens zwischen den\neinzelnen Linien (Sechs auf erstem Platz: Neun auf viertem Platz; Neun auf\nzweitem Platz: Sechs auf fünftem Platz; Neun auf drittem Platz: Sechs auf\nsechstem Platz) dem Zeichen innere Festigkeit und Dauer.\nAus all dem wird der Name des Zeichens erklärt.\nEs werden darauf an der Hand des Urteils die Bedingungen der Dauer dar-\ngelegt. Sie bestehen im Beharren auf der rechten Bahn, also Beharrung im\nWechsel. Das ist das Geheimnis der Ewigkeit der Welt.\nBeharrung in der Bahn führt zum Ziel, also zum Ende. Da aber die Bahn\neine kreisförmige ist, schließt sich an jedes Ende ein neuer Anfang. Be-\nwegung und Ruhe erzeugen einander. Das ist der Rhythmus des Geschehens.\nDies wird dann im Makrokosmos und Mikrokosmos in seinen Wirkungen\nim Einzelnen noch nachgewiesen.	449-451	Dauer bedeutet das Langewährende. Das Starke ist oben,\ndas Schwache unten; Donner und Wind wirken zusammen.\nSanft und bewegt. Die Starken und Schwachen entsprechen\neinander alle: das bedeutet Dauer.\nI\nt\n$\n(\n"Gelingen. Kein Makel. Fördernd ist Beharrlichkeit":\n"\ndas bedeutet dauerndes Beharren in seiner Bahn. Die Bahn\ndes Himmels und der Erde ist dauernd und lange und hört\nnie auf.\n„Fördernd ist, zu haben, wohin man gehe."\nDas bedeutet, daß auf ein Ende immer ein neuer Anfang folgt.\nSonne und Mond haben den Himmel und können deshalb\ndauernd leuchten. Die vier Jahreszeiten verändern und gestalten und können daher dauernd vollenden. Der Berufene\nbleibt dauernd in seiner Bahn, und die Welt gestaltet sich zur\nVollendung um. Wenn man betrachtet, worin etwas seine\nDauer hat, so kann man die Natur von Himmel und Erde und\nallen Wesen erkennen.\nDie Organisation des Zeichens zeigt das starke Dschen oben und das schwache\nSun unten; das ist der dauernde Zustand in der Welt. Der älteste Sohn und\ndie älteste Tochter sind in der Ehe vereint im Gegensatz zur Eheschließung\nim vorigen Zeichen.\nDie Bilder zeigen den Donner, der durch die Macht des Windes noch weiter\ngetragen wird, und den Wind, der durch die Macht des Donners verstärkt\nwird. Ihre gemeinsame Wirkung verleiht beiden Dauer.\nDie Eigenschaft des Zeichens Sun ist die Sanftheit, die des Zeichens Dschen\ndie Bewegung. Die äußere Bewegung, die im Innern von Hingebung getragen wird, ist ebenfalls eine solche, die der Dauer fähig ist.\nEndlich ergibt die Beziehung gegenseitigen Entsprechens zwischen den\neinzelnen Linien (Sechs auf erstem Platz: Neun auf viertem Platz; Neun auf\nzweitem Platz: Sechs auf fünftem Platz; Neun auf drittem Platz: Sechs auf\nsechstem Platz) dem Zeichen innere Festigkeit und Dauer.\nAus all dem wird der Name des Zeichens erklärt.\nEs werden darauf an der Hand des Urteils die Bedingungen der Dauer dargelegt. Sie bestehen im Beharren auf der rechten Bahn, also Beharrung im\nWechsel. Das ist das Geheimnis der Ewigkeit der Welt.\nBeharrung in der Bahn führt zum Ziel, also zum Ende. Da aber die Bahn\neine kreisförmige ist, schließt sich an jedes Ende ein neuer Anfang. Bewegung und Ruhe erzeugen einander. Das ist der Rhythmus des Geschehens.\nDies wird dann im Makrokosmos und Mikrokosmos in seinen Wirkungen\nim Einzelnen noch nachgewiesen.	cerrado	coincide_ninguno
image_oraculo	Donner und Wind: das Bild der Dauer. So steht der Edle\nfest und wandelt seine Richtung nicht.	449-451	Donner und Wind: das Bild der Dauer.\nSo steht der Edle fest und wandelt seine Richtung nicht.	cerrado	na
commentary_image	Der Donner ist das Bewegliche, der Wind das Eindringende: das äußerst\nBewegliche, das Dauer hat im Gesetz der Bewegung.\nDschen und Sun haben beide als Attribut das Holz, daher der Gedanke des\nFeststehens. Sun ist innen und dringt ein, Dschen ist außen und bewegt\nsich, daher der Gedanke der festen Richtung.\nAnfangs Sechs:	449-451	Der Donner ist das Bewegliche, der Wind das Eindringende: das äußerst\nBewegliche, das Dauer hat im Gesetz der Bewegung.\nDschen und Sun haben beide als Attribut das Holz, daher der Gedanke des\nFeststehens. Sun ist innen und dringt ein, Dschen ist außen und bewegt\nsich, daher der Gedanke der festen Richtung.	cerrado	coincide_pass04
L1_etiqueta	Anfangs Sechs:	449-451	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Zu rasch Dauer wollen, bringt beharrlich Unheil.\nNichts, was fördernd wäre.	449-451	Zu rasch Dauer wollen, bringt beharrlich Unheil.\nNichts, was fördernd wäre.	cerrado	na
L1_b_comentario	Das Unheil zu rascher Dauer kommt davon her, daß man\ngleich im Anfang zuviel will.\nDie Anfangslinie ist der Herr des Zeichens Sun. Das Zeichen Sun hat die\nEigenschaft des Eindringens. Die erste Linie will zu rasch und zu tief ein-\ndringen. Diese Voreiligkeit verhindert die sonst günstige Wirkung des\nstarken Strichs auf viertem Platz, dessen Affinität sich infolge davon nicht\nauswirken kann.	449-451	Das Unheil zu rascher Dauer kommt davon her, daß man\ngleich im Anfang zuviel will.\nDie Anfangslinie ist der Herr des Zeichens Sun. Das Zeichen Sun hat die\nEigenschaft des Eindringens. Die erste Linie will zu rasch und zu tief eindringen. Diese Voreiligkeit verhindert die sonst günstige Wirkung des\nstarken Strichs auf viertem Platz, dessen Affinität sich infolge davon nicht\nauswirken kann.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	449-451	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Reue schwindet.	449-451	Reue schwindet.	cerrado	na
L2_b_comentario	Die Neun auf zweitem Platz hat Schwinden der Reue, weil\nsie dauernd zentral ist.\nEin starker Strich auf schwachem Platz könnte an sich Anlaß zur Reue geben.\nAber da der Strich stark und zentral ist und eine korrekte Beziehung zu\nSechs auf fünftem Platz hat, ist ein Überschreiten der Grenzen des Maßes\nnicht zu befürchten, und der Anlaß zur Reue fällt weg.	449-451	Die Neun auf zweitem Platz hat Schwinden der Reue, weil\nsie dauernd zentral ist.\nEin starker Strich auf schwachem Platz könnte an sich Anlaß zur Reue geben.\nAber da der Strich stark und zentral ist und eine korrekte Beziehung zu\nSechs auf fünftem Platz hat, ist ein Überschreiten der Grenzen des Maßes\nnicht zu befürchten, und der Anlaß zur Reue fällt weg.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	449-451	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Wer seinem Charakter nicht Dauer gibt, dem bietet man\nSchande. Beharrliche Beschämung.	449-451	Wer seinem Charakter nicht Dauer gibt, dem bietet man\nSchande. Beharrliche Beschämung.	cerrado	na
L3_b_comentario	Wer seinem Charakter nicht Dauer gibt", findet keine Dul-\ndung.\nDer Strich ist auf der Grenze des Übergangs vom unteren zum oberen\nZeichen, daher aufgeregt und oberflächlich. Nach vorwärts ist er noch nicht\neingetreten in die Bewegung des Zeichens Dschen, nach rückwärts ist er\nschon hinaus über die Sanftheit von Sun weil stark auf starkem Platz —,\nso daß er nirgends Platz findet.	449-451	Wer seinem Charakter nicht Dauer gibt", findet keine Duldung.\nDer Strich ist auf der Grenze des Übergangs vom unteren zum oberen\nZeichen, daher aufgeregt und oberflächlich. Nach vorwärts ist er noch nicht\neingetreten in die Bewegung des Zeichens Dschen, nach rückwärts ist er\nschon hinaus über die Sanftheit von Sun weil stark auf starkem Platz —\nso daß er nirgends Platz findet.	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	449-451	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Im Feld ist kein Wild.	449-451	Im Feld ist kein Wild.\nT\n??	cerrado	coincide_pass04
L4_b_comentario	Wenn man dauernd nicht auf seinem Platz ist, wie kann man\nda Wild finden!\nDschen hat als Attribut das Pferd, das sich über das Feld bewegt, ebenso\neine große Straße, die ohne Wild ist: daher das Bild.\nDer Strich steht zu Beginn des Zeichens Dschen, ist also nicht zentral. Er\nist stark auf schwachem Platz, also nicht korrekt. Daher bewegt er sich unauf-\nhörlich in dem, worin er sich nicht bewegen sollte, und findet deshalb nichts.\nDer dritte Strich hat Charakter stark auf starkem Platz — aber keine\nDauer, der vierte hat Dauer, aber keinen Charakter - stark auf schwachem\nPlatz.	449-451	Wenn man dauernd nicht auf seinem Platz ist, wie kann man\nda Wild finden!\nDschen hat als Attribut das Pferd, das sich über das Feld bewegt, ebenso\neine große Straße, die ohne Wild ist: daher das Bild.\nDer Strich steht zu Beginn des Zeichens Dschen, ist also nicht zentral. Er\nist stark auf schwachem Platz, also nicht korrekt. Daher bewegt er sich unaufhörlich in dem, worin er sich nicht bewegen sollte, und findet deshalb nichts.\nDer dritte Strich hat Charakter stark auf starkem Platz aber keine\nDauer, der vierte hat Dauer, aber keinen Charakter stark auf schwachem\nPlatz.	cerrado	coincide_ninguno
L5_etiqueta	Sechs auf fünftem Platz:	449-451	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Seinem Charakter Dauer geben durch Beharrlichkeit: das ist\nfür eine Frau von Heil, für einen Mann von Unheil.	449-451	Seinem Charakter Dauer geben durch Beharrlichkeit: das ist\nfür eine Frau von Heil, für einen Mann von Unheil.	cerrado	na
L5_b_comentario	Für eine Frau ist Beharrlichkeit von Heil, denn sie folgt einem\nihr ganzes Leben lang. Ein Mann muß sich an seine Pflicht\nhalten; folgt er der Frau, so ist das vom Übel.\nDie Linie ist weich, aber zentral und steht in direkter Beziehung zu der\nstarken Neun auf zweitem Platz, die der Herr des Zeichens ist. Daher sind\ndiese Beziehungen dauernd. Aber daß das Schwache dem Starken unver-\nändert folgt, ist eine Tugend der Frau. Für einen Mann liegen die Dinge\nanders.	449-451	Für eine Frau ist Beharrlichkeit von Heil, denn sie folgt einem\nihr ganzes Leben lang. Ein Mann muß sich an seine Pflicht\nhalten; folgt er der Frau, so ist das vom Übel.\nDie Linie ist weich, aber zentral und steht in direkter Beziehung zu der\nstarken Neun auf zweitem Platz, die der Herr des Zeichens ist. Daher sind\ndiese Beziehungen dauernd. Aber daß das Schwache dem Starken unverändert folgt, ist eine Tugend der Frau. Für einen Mann liegen die Dinge\nanders.	cerrado	na
L6_etiqueta	Obere Sechs:	449-451	Obere Sechs:	cerrado	na
L6_a_oraculo	Rastlosigkeit als dauernder Zustand bringt Unheil.	449-451	Rastlosigkeit als dauernder Zustand bringt Unheil.	cerrado	na
L6_b_comentario	Rastlosigkeit als Dauerzustand an oberer Stelle ist ganz ohne\nVerdienst.\nDschen hat als Eigenschaft die Bewegung. Hier ist eine schwache Linie auf\ndem Gipfel des Zeichens der Bewegung. Sie kann sich nicht beherrschen\nund verfällt daher in unheilvolle Rastlosigkeit, die mit dem Sinn der Zeit\nin Widerspruch steht, also unheilvoll ist.\nDie Linie ist das Gegenstück zur Anfangssechs: dort zu rasche Bewegung,\num zur Dauer zu kommen, hier dauernde Bewegung, die zu nichts kommt.	449-451	Rastlosigkeit als Dauerzustand an oberer Stelle ist ganz ohne\nVerdienst.\nDschen hat als Eigenschaft die Bewegung. Hier ist eine schwache Linie auf\ndem Gipfel des Zeichens der Bewegung. Sie kann sich nicht beherrschen\nund verfällt daher in unheilvolle Rastlosigkeit, die mit dem Sinn der Zeit\nin Widerspruch steht, also unheilvoll ist.\nKernzeichen:\nDie Linie ist das Gegenstück zur Anfangssechs: dort zu rasche Bewegung,\num zur Dauer zu kommen, hier dauernde Bewegung, die zu nichts kommt.	cerrado	coincide_pass04
yong_etiqueta		449-451		vacio_en_libro	na
yong_a_oraculo		449-451		vacio_en_libro	na
yong_b_comentario		449-451		vacio_en_libro	na
wen_yen		449-451		vacio_en_libro	na
wen_yen_note		449-451		vacio_en_libro	na
hex_fin	32				
