campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L2_etiqueta	Neun auf zweitem Platz:	425-428	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Dem Wagen werden die Achsenlager abgenommen.	425-428	Dem Wagen werden die Achsenlager abgenommen.	cerrado	na
L2_b_comentario	Dem Wagen werden die Achsenlager abgenommen."\nIn der Mitte ist kein Makel.\nKiän ist rund, daher das Bild des Rades. Dui, das Kernzeichen, deutet auf\nZerbrechen.\nDie Neun auf zweitem Platz ist auf zentralem Platz, daher kann sie sich be-\nherrschen. Sie wird gehemmt von der Neun auf fünftem Platz, zu der sie in\nBeziehung steht.	425-428	Dem Wagen werden die Achsenlager abgenommen."\nIn der Mitte ist kein Makel.\nds\n¿\nKiän ist rund, daher das Bild des Rades. Dui, das Kernzeichen, deutet auf\nZerbrechen.\nDie Neun auf zweitem Platz ist auf zentralem Platz, daher kann sie sich beherrschen. Sie wird gehemmt von der Neun auf fünftem Platz, zu der sie in\nBeziehung steht.	cerrado	coincide_pass04
L3_etiqueta	Neun auf drittem Platz:	425-428	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Ein gutes Pferd, das andern folgt. Fördernd ist Bewußtsein\nder Gefahr und Beharrlichkeit. Täglich übe dich im Wagen-\nfahren und Waffenschutz. Fördernd ist es, zu haben, wohin\nman geht.	425-428	Ein gutes Pferd, das andern folgt. Fördernd ist Bewußtsein\nder Gefahr und Beharrlichkeit. Täglich übe dich im Wagenfahren und Waffenschutz. Fördernd ist es, zu haben, wohin\nman geht.	cerrado	na
L3_b_comentario	Fördernd ist es, zu haben, wohin man geht."\nDer Obere stimmt im Willen überein.\nKiän ist ein gutes Pferd, das Kernzeichen Dschen, in dessen Anfang der\nStrich steht, ist Bewegung, daher Vorankommen. Der Strich steht zur oberen\nNeun im Verhältnis der Gleichartigkeit, daher die Übereinstimmung des\nWillens mit dem Oberen. Aber der vierte und fünfte Strich bilden noch\nTrennung und Gefahr, der man eingedenk bleiben muß. Der Wagen wird\nnahegelegt durch das Zeichen Kiän, die Waffen durch das Kernzeichen Dui,\ndas Metall und Zerbrechen bedeutet.	425-428	Fördernd ist es, zu haben, wohin man geht."\nDer Obere stimmt im Willen überein.\nKiän ist ein gutes Pferd, das Kernzeichen Dschen, in dessen Anfang der\nStrich steht, ist Bewegung, daher Vorankommen. Der Strich steht zur oberen\nNeun im Verhältnis der Gleichartigkeit, daher die Übereinstimmung des\nWillens mit dem Oberen. Aber der vierte und fünfte Strich bilden noch\nTrennung und Gefahr, der man eingedenk bleiben muß. Der Wagen wird\nnahegelegt durch das Zeichen Kiän, die Waffen durch das Kernzeichen Dui,\ndas Metall und Zerbrechen bedeutet.	cerrado	na
L4_etiqueta	Sechs auf viertem Platz:	425-428	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Das Schutzbrett eines jungen Stieres. Großes Heil.	425-428	Das Schutzbrett eines jungen Stieres. Großes Heil.	cerrado	na
L4_b_comentario	Das große Heil der Sechs auf viertem Platz besteht darin, daß\nsie Freude hat.\nDer Strich ist am Platz der Hörner des Kernzeichens Dui, das allerdings\nSchaf, nicht Rind bedeutet.\nDer Strich zähmt die Anfangsneun ohne Schwierigkeit, noch ehesie begonnen\nhat, gefährlich zu werden, daher die Freude.	425-428	Das große Heil der Sechs auf viertem Platz besteht darin, daß\nsie Freude hat.\nDer Strich ist am Platz der Hörner des Kernzeichens Dui, das allerdings\nSchaf, nicht Rind bedeutet.\nDer Strich zähmt die Anfangsneun ohne Schwierigkeit, noch ehe sie begonnen\nhat, gefährlich zu werden, daher die Freude.	cerrado	coincide_pass04
L5_etiqueta	Sechs auf fünftem Platz:	425-428	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Eines verschnittenen Ebers Zahn. Heil.	425-428	Eines verschnittenen Ebers Zahn. Heil.	cerrado	na
L5_b_comentario	Das Heil der Sechs auf fünftem Platz besteht darin, daß sie\nSegen hat.\nNach einer andern Deutung heißt es: eines jungen Schweines Anbindepfosten.\nDer Sinn ist jedenfalls die indirekte Hemmung, ehe die Gefahr groß ist.\nEin alter Kommentar bezieht sowohl das Schwein dieses Striches als das\nRind des vorigen auf Opfer, daher das Glück und der Segen.\nDer Segen kommt auf alle Fälle von der Beziehung, in der dieser Strich zu\ndem mittleren Strich des unteren Zeichens Himmel steht.\n8 Das Buch der Wandlungen II	425-428	Das Heil der Sechs auf fünftem Platz besteht darin, daß sie\nSegen hat.\nNach einer andern Deutung heißt es: eines jungen Schweines Anbindepfosten.\nDer Sinn ist jedenfalls die indirekte Hemmung, ehe die Gefahr groß ist.\nEin alter Kommentar bezieht sowohl das Schwein dieses Striches als das\nRind des vorigen auf Opfer, daher das Glück und der Segen.\nDer Segen kommt auf alle Fälle von der Beziehung, in der dieser Strich zu\ndem mittleren Strich des unteren Zeichens Himmel steht.	cerrado	coincide_ninguno
L6_etiqueta	Obere Neun:	425-428	Obere Neun:	cerrado	na
L6_a_oraculo	Man erlangt den Himmelsweg. Gelingen.	425-428	Man erlangt den Himmelsweg. Gelingen.	cerrado	na
L6_b_comentario	Man erlangt den Himmelsweg":\nDie Wahrheit wirkt im Großen.\nDer obere Strich wird von Sechs auf fünftem Platz als Weiser geehrt. Er\nsteht zur Neun auf drittem Platz in Beziehung der Gleichartigkeit. Neun auf\ndrittem Platz aber ist der höchste Strich des Zeichens Himmel. Das obere\nZeichen Gen bedeutet einen Weg.\nBemerkung: Die Beziehungen von Yin- und Yangstrichen sind hier nicht die\ndes Entsprechens und Förderns, sondern dem Charakter des Zeichens ent-\nsprechend die des Hemmens. Die Striche des unteren Zeichens werden ge-\nhemmt, die des oberen Zeichens sind die Hemmenden. Nur der dritte und\nder oberste Strich, die beide als Yangstriche übereinstimmen, sind von dem\nGedanken der Hemmung frei.\nDie beiden ersten Striche essen noch zu Hause und haben noch Hemmnisse,\ndas große Wasser zu durchqueren. Der vierte und fünfte wirken durch\nHemmung der ungeratenen, der eine hat es leichter, der andre schwieriger.\nDer dritte kommt voran, wenn auch noch unter Vorsicht und Schwierig-\nkeiten. Der oberste erst hat die Bahn frei und die Hemmnisse schwinden.\nEr ist der Würdige, der Großes vollbringen kann, und genährt wird.	425-428	Man erlangt den Himmelsweg":\nDie Wahrheit wirkt im Großen.\nDer obere Strich wird von Sechs auf fünftem Platz als Weiser geehrt. Er\nsteht zur Neun auf drittem Platz in Beziehung der Gleichartigkeit. Neun auf\ndrittem Platz aber ist der höchste Strich des Zeichens Himmel. Das obere\nZeichen Gen bedeutet einen Weg:\nBemerkung: Die Beziehungen von Yin- und Yangstrichen sind hier nicht die\ndes Entsprechens und Förderns, sondern dem Charakter des Zeichens entsprechend die des Hemmens. Die Striche des unteren Zeichens werden gehemmt, die des oberen Zeichens sind die Hemmenden. Nur der dritte und\nder oberste Strich, die beide als Yangstriche übereinstimmen, sind von dem\nGedanken der Hemmung frei.\nDie beiden ersten Striche essen noch zu Hause und haben noch Hemmnisse,\ndas große Wasser zu durchqueren. Der vierte und fünfte wirken durch\nHemmung der ungeratenen, der eine hat es leichter, der andre schwieriger.\nDer dritte kommt voran, wenn auch noch unter Vorsicht und Schwierigkeiten. Der oberste erst hat die Bahn frei und die Hemmnisse schwinden.\nEr ist der Würdige, der Großes vollbringen kann, und genährt wird.	cerrado	coincide_pass04
yong_etiqueta		425-428		vacio_en_libro	na
yong_a_oraculo		425-428		vacio_en_libro	na
yong_b_comentario		425-428		vacio_en_libro	na
wen_yen		425-428		vacio_en_libro	na
wen_yen_note		425-428		vacio_en_libro	na
hex_fin	26				

