campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L1_b_comentario	Wiederkehr auf den Weg."\nDas ist etwas, das von heilvoller Bedeutung ist.\nDer starke Yangstrich, der zu dem aufsteigenden Zeichen Kiän gehört,\nstrebt von Natur nach oben, wird aber von der weichen Linie auf viertem\nPlatz aufgehalten. Da er zu ihr im Verhältnis des Entsprechens steht, zieht\ner sich ohne Widerspruch wieder zurück, so daß jeder Kampf vermieden\nwird. Darauf beruht das Heil.	362-364	Wiederkehr auf den Weg."\nDas ist etwas, das von heilvoller Bedeutung ist.\nDer starke Yangstrich, der zu dem aufsteigenden Zeichen Kiän gehört,\nstrebt von Natur nach oben, wird aber von der weichen Linie auf viertem\nPlatz aufgehalten. Da er zu ihr im Verhältnis des Entsprechens steht, zieht\ner sich ohne Widerspruch wieder zurück, so daß jeder Kampf vermieden\nwird. Darauf beruht das Heil.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	362-364	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Läßt sich mitziehen zur Wiederkehr. Heil!	362-364	Läßt sich mitziehen zur Wiederkehr. Heil!	cerrado	na
L2_b_comentario	Das Mitgezogenwerden zur Wiederkehr beruht auf der zen-\ntralen Stellung. Er verliert sich auch nicht.\nDie Linie ist höher als die erste und strebt von Natur ebenfalls nach oben.\nAber sie schließt sich der ersten auf dem Weg des kampflosen Rückzugs an\ninfolge ihrer zentralen und maßvollen Stellung im unteren Zeichen Kiän.\nDamit nimmt sie eine Haltung ein, in der sie sich nicht verliert bzw. weg-\nwirft, was der Fall wäre, wenn sie trotz der Hemmung durch die vierte\nLinie sich anbieten wollte.	362-364	Das Mitgezogenwerden zur Wiederkehr beruht auf der zentralen Stellung. Er verliert sich auch nicht.\nDie Linie ist höher als die erste und strebt von Natur ebenfalls nach oben.\nAber sie schließt sich der ersten auf dem Weg des kampflosen Rückzugs an\ninfolge ihrer zentralen und maßvollen Stellung im unteren Zeichen Kiän.\nDamit nimmt sie eine Haltung ein, in der sie sich nicht verliert bzw. wegwirft, was der Fall wäre, wenn sie trotz der Hemmung durch die vierte\nLinie sich anbieten wollte.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	362-364	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Dem Wagen springen die Speichen ab. Mann und Frau ver-\ndrehen die Augen.	362-364	Dem Wagen springen die Speichen ab. Mann und Frau verdrehen die Augen.	cerrado	na
L3_b_comentario	Wenn "Mann und Frau die Augen verdrehen", so ist das ein\nZeichen, daß sie ihr Haus nicht in Ordnung halten können.\n"Dem Wagen springen die Speichen ab", das wird nahegelegt dadurch, daß\nKiän rund, das Bild des Rades, ist; das untere Kernzeichen bedeutet zer-\nbrechen. Das Verdrehen der Augen wird dadurch nahegelegt, daß das obere\nKernzeichen Li die Augen bedeutet. Sun bedeutet: viel Weißes im Auge,\nd. h. verdrehte Augen.\n-\n-\nDer Strich hat denselben Trieb nach oben wie die vorigen beiden, aber\nwährend jene auf den Kampf verzichten und sich freiwillig zurückziehen,\nsucht dieser Strich zu stark, weil stark auf starkem Platz, unruhig, weil\nauf dem Platz des Überganges gewaltsam vorzudringen. Die weiche,\nvierte Linie repräsentiert die Frau, die dem dritten Strich, dem Mann, die\nSpeichen seiner Räder zerbrechen läßt. Der Mann blickt sie in seinem Zorn\ngrimmig an und erhält von ihr entsprechende Blicke. Indem so der dritte\nStrich seine Familie, die beiden unteren, verlassen hat, zeigt er, daß er seine\nFamilie nicht in Ordnung halten kann.	362-364	Wenn "Mann und Frau die Augen verdrehen", so ist das ein\nZeichen, daß sie ihr Haus nicht in Ordnung halten können.\n"Dem Wagen springen die Speichen ab", das wird nahegelegt dadurch, daß\nKiän rund, das Bild des Rades, ist; das untere Kernzeichen bedeutet zerbrechen. Das Verdrehen der Augen wird dadurch nahegelegt, daß das obere\nKernzeichen Li die Augen bedeutet. Sun bedeutet: viel Weißes im Auge,\nd. h. verdrehte Augen.\nDer Strich hat denselben Trieb nach oben wie die vorigen beiden, aber\nwährend jene auf den Kampf verzichten und sich freiwillig zurückziehen,\nsucht dieser Strich - zu stark, weil stark auf starkem Platz, unruhig, weil\nauf dem Platz des Überganges gewaltsam vorzudringen. Die weiche,\nvierte Linie repräsentiert die Frau, die dem dritten Strich, dem Mann, die\nSpeichen seiner Räder zerbrechen läßt. Der Mann blickt sie in seinem Zorn\ngrimmig an und erhält von ihr entsprechende Blicke. Indem so der dritte\nStrich seine Familie, die beiden unteren, verlassen hat, zeigt er, daß er seine\nFamilie nicht in Ordnung halten kann.	cerrado	coincide_ninguno
L4_etiqueta	Sechs auf viertem Platz:	362-364	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Bist du wahrhaftig, so schwindet Blut und weicht Angst.\nKein Makel.	362-364	Bist du wahrhaftig, so schwindet Blut und weicht Angst.\nKein Makel.	cerrado	na
L4_b_comentario	Bist du wahrhaftig, so weicht Angst";\ndenn der Obere stimmt in der Gesinnung überein.\nDie Linie ist inmitten der Starken innerlich leer, d. h. wahrhaftig (vgl. das\nZeichen: Innere Wahrheit, Nr. 61). Das Kernzeichen Li, dessen Mittellinie die\nSechs auf viertem Platz ist, ist der Gegensatz zu Kan, das Blut und Angst\nbedeutet, daher die Abwesenheit von Blut und Angst. Der vierte Platz ist\nder Platz des Ministers. Er hat die schwere Aufgabe, mit schwachen Kräften\ndie nach oben strebenden unteren Striche zu zähmen. Das ist notwendig\nmit Gefahr und Angst verbunden. Aber da er wahrhaftig ist (weich auf\nweichem Platz, innerlich leer), hält der Fürst, Neun auf fünftem Platz, zu\nihm und gibt ihm den nötigen Rückhalt.\n4 Das Buch der Wandlungen II	362-364	Bist du wahrhaftig, so weicht Angst";\ndenn der Obere stimmt in der Gesinnung überein.\nDie Linie ist inmitten der Starken innerlich leer, d. h. wahrhaftig (vgl. das\nZeichen: Innere Wahrheit, Nr. 61). Das Kernzeichen Li, dessen Mittellinie die\nSechs auf viertem Platz ist, ist der Gegensatz zu Kan, das Blut und Angst\nbedeutet, daher die Abwesenheit von Blut und Angst. Der vierte Platz ist\nder Platz des Ministers. Er hat die schwere Aufgabe, mit schwachen Kräften\ndie nach oben strebenden unteren Striche zu zähmen. Das ist notwendig\nmit Gefahr und Angst verbunden. Aber da er wahrhaftig ist (weich auf\nweichem Platz, innerlich leer), hält der Fürst, Neun auf fünftem Platz, zu\nihm und gibt ihm den nötigen Rückhalt.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	362-364	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Bist du wahrhaftig und treu verbunden, so bist du reich in\ndeinem Nächsten.	362-364	Bist du wahrhaftig und treu verbunden, so bist du reich in\ndeinem Nächsten.	cerrado	na
L5_b_comentario	Bist du wahrhaftig und treu verbunden",\nso wirst du nicht allein sein in deinem Reichtum.\nDer fünfte Strich ist auf dem Ehrenplatz inmitten des Reichtumszeichens\nSun. Sun bedeutet auch Band, darum ist er verbunden mit der Sechs auf\nviertem Platz, die sein Nachbar ist. Indem die beiden einander ergänzen\nund ihren Reichtum teilen, sind sie wirklich reich.	362-364	Bist du wahrhaftig und treu verbunden",\nso wirst du nicht allein sein in deinem Reichtum.\nDer fünfte Strich ist auf dem Ehrenplatz inmitten des Reichtumszeichens\nSun. Sun bedeutet auch Band, darum ist er verbunden mit der Sechs auf\nviertem Platz, die sein Nachbar ist. Indem die beiden einander ergänzen\nund ihren Reichtum teilen, sind sie wirklich reich.	cerrado	na
L6_etiqueta	Obere Neun:	362-364	Obere Neun:	cerrado	na
L6_a_oraculo	Es kommt zum Regen, es kommt zur Ruhe. Das ist der\ndauernden Wirkung des Charakters zu verdanken. Die Frau\nkommt durch Beharrlichkeit in Gefahr. Der Mond ist fast voll.\nMacht der Edle fort, so kommt Unheil.	362-364	Es kommt zum Regen, es kommt zur Ruhe. Das ist der\ndauernden Wirkung des Charakters zu verdanken. Die Frau\nkommt durch Beharrlichkeit in Gefahr. Der Mond ist fast voll.\nMacht der Edle fort, so kommt Unheil.	cerrado	na
L6_b_comentario	Es kommt zum Regen, es kommt zur Ruhe."\nDas ist,,die dauernd häufende Wirkung des Charakters".\n,,Macht der Edle fort, so kommt Unheil";\ndenn es könnte Verwechslungen geben.\nIndem der Strich sich bewegt, was er ja tut, da er eine Neun ist, so wird aus\ndem Zeichen Sun, Wind, das Zeichen Kan, das Regen und Mond bedeutet.\nDer Strich steht an der Spitze des hingebenden, sanften Zeichens Sun, das\ndie Kraft des Schöpferischen allmählich angehäuft hat, bis die ersehnte\nWirkung eintrat. Wenn diese Wirkung des Sanften eingetreten ist, so muß\nman sich begnügen. Wollte es gewaltsam auf seinen Erfolg pochen, so\nbrächte das Gefahr. Ein Weitermachen würde zu Verwechslungen führen,\nda es sich nicht mehr um Zähmung, sondern um Unterdrückung handeln\nwürde, was das starke Kiän sich gewiß nicht gefallen ließe.\n履	362-364	"Es kommt zum Regen, es kommt zur Ruhe."\nDas ist,,die dauernd häufende Wirkung des Charakters".\n„Macht der Edle fort, so kommt Unheil";\ndenn es könnte Verwechslungen geben.\nIndem der Strich sich bewegt, was er ja tut, da er eine Neun ist, so wird aus\ndem Zeichen Sun, Wind, das Zeichen Kan, das Regen und Mond bedeutet.\nDer Strich steht an der Spitze des hingebenden, sanften Zeichens Sun, das ·\ndie Kraft des Schöpferischen allmählich angehäuft hat, bis die ersehnte\nWirkung eintrat. Wenn diese Wirkung des Sanften eingetreten ist, so muß\nman sich begnügen. Wollte es gewaltsam auf seinen Erfolg pochen, so\nbrächte das Gefahr. Ein Weitermachen würde zu Verwechslungen führen,\nda es sich nicht mehr um Zähmung, sondern um Unterdrückung handeln\nwürde, was das starke Kiän sich gewiß nicht gefallen ließe.	cerrado	coincide_ninguno
yong_etiqueta		362-364		vacio_en_libro	na
yong_a_oraculo		362-364		vacio_en_libro	na
yong_b_comentario		362-364		vacio_en_libro	na
wen_yen		362-364		vacio_en_libro	na
wen_yen_note		362-364		vacio_en_libro	na
hex_fin	9				

