campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
image_oraculo	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.\nAnfangs Neun:	365-368	Oben der Himmel, unten der See: das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig\nund festigt dadurch den Sinn des Volkes.	cerrado	coincide_ninguno
commentary_image	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.\nAnfangs Neun:	365-368	Der Himmel ist das Höchste, der See das Niedrigste: diese Höhenunterschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Neun:	365-368	Anfangs Neun:	cerrado	na
L1_a_oraculo	Einfaches Auftreten. Fortschreiten ohne Makel.	365-368	Einfaches Auftreten. Fortschreiten ohne Makel.	cerrado	na
L1_b_comentario	Das Fortschreiten des einfachen Auftretens"\nfolgt einsam seiner Neigung.\nAuftreten bedeutet Sitte. Bei der guten Sitte kommt es auf das Wesen an.\nDer Strich ist zu Anfang des Auftretens, daher ist Einfachheit für ihn das\nRechte. Er schreitet schon von selbst fort. Da er nicht in Verbindung mit\nden andern Strichen steht, wandert er einsam seine Straße, aber da er stark\nist, so entspricht das gerade seiner Neigung.	365-368	Das Fortschreiten des einfachen Auftretens"\nfolgt einsam seiner Neigung.\nAuftreten bedeutet Sitte. Bei der guten Sitte kommt es auf das Wesen an.\nDer Strich ist zu Anfang des Auftretens, daher ist Einfachheit für ihn das\nRechte. Er schreitet schon von selbst fort. Da er nicht in Verbindung mit\nden andern Strichen steht, wandert er einsam seine Straße, aber da er stark\nist, so entspricht das gerade seiner Neigung.	cerrado	na
L2_etiqueta	Neun auf zweitem Platz:	365-368	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Auftreten auf schlichter, ebener Bahn. Eines dunklen Mannes\nBeharrlichkeit bringt Heil.	365-368	Auftreten auf schlichter, ebener Bahn. Eines dunklen Mannes\nBeharrlichkeit bringt Heil.	cerrado	na
L2_b_comentario	Eines dunklen Mannes Beharrlichkeit bringt Heil."\nEr ist zentral und verwirrt sich nicht.\nDer Strich ist licht, weilt aber auf dunklem Platz, daher das Bild des\ndunklen Mannes. Aber weil er in der Mitte des Wegs, d. h. zentral sich be-\nwegt, kommt er in keine Gefahr, sondern schreitet auf ebenem Weg dahin\nund wird nicht durch falsche Beziehungen mit andern verwirrt.	365-368	"Eines dunklen Mannes Beharrlichkeit bringt Heil."\nEr ist zentral und verwirrt sich nicht.\nDer Strich ist licht, weilt aber auf dunklem Platz, daher das Bild des\ndunklen Mannes. Aber weil er in der Mitte des Wegs, d. h. zentral sich bewegt, kommt er in keine Gefahr, sondern schreitet auf ebenem Weg dahin\nund wird nicht durch falsche Beziehungen mit andern verwirrt.	cerrado	coincide_pass04
L3_etiqueta	Sechs auf drittem Platz:	365-368	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Ein Einäugiger kann sehen, ein Lahmer kann auftreten.\nEr tritt auf des Tigers Schwanz, der beißt den Menschen.\nUnheil! Ein Krieger handelt so für seinen großen Fürsten.	365-368	Ein Einäugiger kann sehen, ein Lahmer kann auftreten.\nEr tritt auf des Tigers Schwanz, der beißt den Menschen.\nUnheil! Ein Krieger handelt so für seinen großen Fürsten.	cerrado	na
L3_b_comentario	Ein Einäugiger kann sehen",\naber es reicht ihm nicht zur Klarheit.\n,,Ein Lahmer kann gehen",\naber es reicht ihm nicht dazu, mit andern zu gehen.\nDas,,Unheil des Beißens des Menschen" kommt daher,\ndaß der Platz nicht der gebührende ist.\n"Ein Krieger handelt so für seinen großen Fürsten",\nweil sein Wille fest ist.\n-\n-\nDiese Linie steht in den beiden Kernzeichen Li, das das Auge bedeutet, und\nSun, welches das Bein bedeutet. Da sie aber nicht korrekt ist sie ist schwach\nauf starkem Platz so ist es mit dem Sehen und Gehen mangelhaft bestellt.\nFerner ist der Platz gerade in dem Mund von Dui, dem unteren Zeichen,\ndaher die Vorstellung, daß der Tiger beißt. Der Strich weilt als schwacher\nauf starkem Platz und ruht auf einem festen Strich. Da er auf dem Gipfel\nder Heiterkeit weilt, ist er leichtsinnig und zieht sich trotz der gefährlichen\nSituation nicht zurück. Das bringt den Gedanken, daß er auf des Tigers\nSchwanz tritt und verletzt wird. Wenn der Strich sich wandelt, wird das\nuntere Zeichen zu Kiän. Das legt den Gedanken des Kriegers nahe, der rück-\nsichtslos voranschreitet, um seinem Fürsten zu dienen.	365-368	"Ein Einäugiger kann sehen",\naber es reicht ihm nicht zur Klarheit.\n„Ein Lahmer kann gehen",\naber es reicht ihm nicht dazu, mit andern zu gehen.\nDas„Unheil des Beißens des Menschen" kommt daher,\ndaß der Platz nicht der gebührende ist.\n„Ein Krieger handelt so für seinen großen Fürsten",\nweil sein Wille fest ist.\nDiese Linie steht in den beiden Kernzeichen Li, das das Auge bedeutet, und\nSun, welches das Bein bedeutet. Da sie aber nicht korrekt ist sie ist schwach\nauf starkem Platz so ist es mit dem Sehen und Gehen mangelhaft bestellt.\nFerner ist der Platz gerade in dem Mund von Dui, dem unteren Zeichen,\ndaher die Vorstellung, daß der Tiger beißt. Der Strich weilt als schwacher\nauf starkem Platz und ruht auf einem festen Strich. Da er auf dem Gipfel\nder Heiterkeit weilt, ist er leichtsinnig und zieht sich trotz der gefährlichen\nSituation nicht zurück. Das bringt den Gedanken, daß er auf des Tigers\nSchwanz tritt und verletzt wird. Wenn der Strich sich wandelt, wird das\nuntere Zeichen zu Kiän. Das legt den Gedanken des Kriegers nahe, der rücksichtslos voranschreitet, um seinem Fürsten zu dienen.	cerrado	coincide_ninguno
L4_etiqueta	Neun auf viertem Platz:	365-368	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Er tritt auf des Tigers Schwanz. Vorsicht und Behutsamkeit\nführt endlich zum Heil.	365-368	Entschlossenes Auftreten. Beharrlichkeit bei Bewußtsein der\nGefahr.	cerrado	coincide_pass04
L4_b_comentario	Vorsicht und Behutsamkeit führt endlich zum Heil",\ndenn der Wille geschieht.\nDieser Strich steht mit der Anfangsneun in Beziehung, darum ist er vor-\nsichtig beim Auftreten auf des Tigers Schwanz. Seine Beschaffenheit ist\ngerade umgekehrt wie die der vorigen Linie. Dort: innere Schwäche bei\näußerem Vorandrängen, das in Gefahr führt, hier innere Kraft bei äußerer\nVorsicht, die zum Heil führt.	365-368	Entschlossenes Auftreten bei Bewußtsein der Gefahr."\nDer Platz ist korrekt und der gebührende.\nDer Herr des Zeichens, korrekt, zentral und stark, auf dem Platz des Herrn\nist verpflichtet zu entschlossenem Handeln. Er ist sich dabei der Gefahr bewußt. Darum kommt der gute Erfolg heraus, der bei der Entscheidung zum\nganzen Zeichen genannt ist.	cerrado	coincide_pass04
L5_etiqueta	Neun auf fünftem Platz:	365-368	Neun auf fünftem Platz:	cerrado	coincide_pass02
L5_a_oraculo	Entschlossenes Auftreten. Beharrlichkeit bei Bewußtsein der\nGefahr.	365-368	Entschlossenes Auftreten. Beharrlichkeit bei Bewußtsein der\nGefahr.	cerrado	coincide_pass02
L5_b_comentario	Entschlossenes Auftreten bei Bewußtsein der Gefahr."\nDer Platz ist korrekt und der gebührende.\nDer Herr des Zeichens, korrekt, zentral und stark, auf dem Platz des Herrn\nist verpflichtet zu entschlossenem Handeln. Er ist sich dabei der Gefahr be-\nwußt. Darum kommt der gute Erfolg heraus, der bei der Entscheidung zum\nganzen Zeichen genannt ist.	365-368	Entschlossenes Auftreten bei Bewußtsein der Gefahr."\nDer Platz ist korrekt und der gebührende.\nDer Herr des Zeichens, korrekt, zentral und stark, auf dem Platz des Herrn\nist verpflichtet zu entschlossenem Handeln. Er ist sich dabei der Gefahr bewußt. Darum kommt der gute Erfolg heraus, der bei der Entscheidung zum\nganzen Zeichen genannt ist.	cerrado	coincide_pass02
L6_etiqueta	Obere Neun:	365-368	Obere Neun:	cerrado	na
L6_a_oraculo	Blicke auf dein Auftreten und prüfe die günstigen Zeichen.\nIst alles vollkommen, so kommt erhabenes Heil.	365-368	Blicke auf dein Auftreten und prüfe die günstigen Zeichen.\nIst alles vollkommen, so kommt erhabenes Heil.	cerrado	na
L6_b_comentario	Erhabenes Heil"\nauf oberstem Platz hat großen Segen.\nDer Strich ist am Ende des Auftretens, darum tritt er auf nichts mehr. So\nblickt er zurück auf sein Auftreten. Weil er einen starken Charakter hat\nvermöge seiner Natur (starker Strich) und vermöge seines Platzes Vorsicht\nkennt, ist ihm das Heil sicher.\nAnmerkung: Das Zeichen bedeutet Auftreten mit der Nebenbedeutung der\nguten Sitte. Bei der Ausübung der Sitte kommt es darauf an, daß man be-\nscheiden ist und anmutige Leichtigkeit besitzt. Das Zeichen besteht unten\naus dem Heiteren, das zu dem Schöpferisch-Starken in Beziehung steht. So\nist der Untergebene vorsichtig im Dienst des Vorgesetzten.\nMerkwürdig ist, daß, während das ganze Zeichen infolge des Charakters\nder beiden Teilzeichen den Gedanken enthält, daß der Tiger, dem man auf\nden Schwanz tritt, dem Menschen nichts tut, gerade der einzelne Strich\nSechs auf drittem Platz, durch den dieser Gedanke hervorgerufen wird, in\nseinem Einzelschicksal vom Tiger gebissen wird. Der Grund ist, daß das eine\nMal beim Betrachten des Ganzen das untere Zeichen in seiner Gesamtnatur\nals heiter und folgsam aufgefaßt wird, beim Einzelurteil dagegen der Strich\nnach seiner ungünstigen Position, die für ihn Unheil bringt. Gar oft läßt sich\nim Buch der Wandlungen ein solcher Unterschied in der Beurteilung des\nGanzen und des Einzelnen beobachten.\n泰	365-368	Erhabenes Heil"\nauf oberstem Platz hat großen Segen.\nDer Strich ist am Ende des Auftretens, darum tritt er auf nichts mehr. So\nblickt er zurück auf sein Auftreten. Weil er einen starken Charakter hat\nvermöge seiner Natur (starker Strich) und vermöge seines Platzes Vorsicht\nkennt, ist ihm das Heil sicher.\nAnmerkung: Das Zeichen bedeutet Auftreten mit der Nebenbedeutung der\nguten Sitte. Bei der Ausübung der Sitte kommt es darauf an, daß man bescheiden ist und anmutige Leichtigkeit besitzt. Das Zeichen besteht unten\naus dem Heiteren, das zu dem Schöpferisch-Starken in Beziehung steht. So\nist der Untergebene vorsichtig im Dienst des Vorgesetzten.\nMerkwürdig ist, daß, während das ganze Zeichen infolge des Charakters\nder beiden Teilzeichen den Gedanken enthält, daß der Tiger, dem man auf\nden Schwanz tritt, dem Menschen nichts tut, gerade der einzelne Strich\nSechs auf drittem Platz, durch den dieser Gedanke hervorgerufen wird, in\nseinem Einzelschicksal vom Tiger gebissen wird. Der Grund ist, daß das eine\nMal beim Betrachten des Ganzen das untere Zeichen in seiner Gesamtnatur\nals heiter und folgsam aufgefaßt wird, beim Einzelurteil dagegen der Strich\nnach seiner ungünstigen Position, die für ihn Unheil bringt. Gar oft läßt sich\nim Buch der Wandlungen ein solcher Unterschied in der Beurteilung des\nGanzen und des Einzelnen beobachten.	cerrado	na
yong_etiqueta		365-368		vacio_en_libro	na
yong_a_oraculo		365-368		vacio_en_libro	na
yong_b_comentario		365-368		vacio_en_libro	na
wen_yen		365-368		vacio_en_libro	na
wen_yen_note		365-368		vacio_en_libro	na
hex_fin	10				

