campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
image_oraculo	Zusammenstehende Berge: das Bild des Stillehaltens. So geht\nder Edle mit seinen Gedanken nicht über seine Lage hinaus.\nBei allen Doppelzeichen stehen die entsprechenden Linien des oberen und\nunteren Halbzeichens nicht in Beziehung des Entsprechens, und doch ist es\nnur beim Zeichen Stillehalten ausdrücklich vermerkt, daß die Berge nur\näußerlich vereinigt sind, während bei den andern Doppelzeichen immer ein\nHin und Her der Bewegung vorausgesetzt wird. Der Grund ist, daß im\nStillehalten eben der Gegensatz zu Bewegung und Austausch gegeben ist.\nDementsprechend ist die Lehre, die aus dem Bild genommen wird, eben die\nBeschränkung auf den Umkreis der eigenen Stellung.\nAnfangs Sechs:	528-531	Zusammenstehende Berge: das Bild des Stillehaltens.\nSo geht der Edle mit seinen Gedanken nicht über seine\nLage hinaus.	cerrado	coincide_ninguno
commentary_image	Zusammenstehende Berge: das Bild des Stillehaltens. So geht\nder Edle mit seinen Gedanken nicht über seine Lage hinaus.\nBei allen Doppelzeichen stehen die entsprechenden Linien des oberen und\nunteren Halbzeichens nicht in Beziehung des Entsprechens, und doch ist es\nnur beim Zeichen Stillehalten ausdrücklich vermerkt, daß die Berge nur\näußerlich vereinigt sind, während bei den andern Doppelzeichen immer ein\nHin und Her der Bewegung vorausgesetzt wird. Der Grund ist, daß im\nStillehalten eben der Gegensatz zu Bewegung und Austausch gegeben ist.\nDementsprechend ist die Lehre, die aus dem Bild genommen wird, eben die\nBeschränkung auf den Umkreis der eigenen Stellung.\nAnfangs Sechs:	528-531	Bei allen Doppelzeichen stehen die entsprechenden Linien des oberen und\nunteren Halbzeichens nicht in Beziehung des Entsprechens, und doch ist es\nnur beim Zeichen Stillehalten ausdrücklich vermerkt, daß die Berge nur\näußerlich vereinigt sind, während bei den andern Doppelzeichen immer ein\nHin und Her der Bewegung vorausgesetzt wird. Der Grund ist, daß im\nStillehalten eben der Gegensatz zu Bewegung und Austausch gegeben ist.\nDementsprechend ist die Lehre, die aus dem Bild genommen wird, eben die\nBeschränkung auf den Umkreis der eigenen Stellung.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	528-531	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Stillehalten seiner Zehen. Kein Makel. Fördernd ist dauernde\nBeharrlichkeit.	528-531	Stillehalten seiner Zehen. Kein Makel. Fördernd ist dauernde\nBeharrlichkeit.	cerrado	na
L1_b_comentario	Stillehalten seiner Zehen."\nDas Rechte ist noch nicht verloren.\nDie einzelnen Linien erinnern in ihren Bildern an die einzelnen Linien des\nZeichens Nr. 31, Hiän, die Einwirkung. So ist die unterste Linie das Symbol\nder Zehen. Der Strich ist schwach, darum ist das Stillehalten durchaus der\nZeit entsprechend und kein Fehler. Es ist nur von Wichtigkeit, daß die\nschwache Natur nicht ungeduldig wird, sondern Ausdauer genug zum Stille-\nhalten besitzt.	528-531	Stillehalten seiner Zehen."\nDas Rechte ist noch nicht verloren.\nDie einzelnen Linien erinnern in ihren Bildern an die einzelnen Linien des\nZeichens Nr. 31, Hiän, die Einwirkung. So ist die unterste Linie das Symbol\nder Zehen. Der Strich ist schwach, darum ist das Stillehalten durchaus der\nZeit entsprechend und kein Fehler. Es ist nur von Wichtigkeit, daß die\nschwache Natur nicht ungeduldig wird, sondern Ausdauer genug zum Stillehalten besitzt.	cerrado	na
L2_etiqueta	Sechs auf zweitem Platz:	528-531	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Stillehalten seiner Waden. Er kann den nicht retten, dem er\nfolgt. Sein Herz ist nicht froh.	528-531	Stillehalten seiner Waden. Er kann den nicht retten, dem er\nfolgt. Sein Herz ist nicht froh.	cerrado	na
L2_b_comentario	"Er kann den nicht retten, dem er folgt":\nDenn er kehrt sich nicht nach ihm, daß er auf ihn hört.\nDer Strich, dem die Sechs auf zweitem Platz folgt, ist die Neun auf drittem\nPlatz. Die Sechs auf zweitem Platz ist korrekt und zentral und möchte nicht\nnur sich, sondern auch den, dem sie folgt, retten. Aber die Neun auf drittem\nPlatz ist stark, auf dem Platz des Übergangs, der untere Strich des Kern-\n1 Der Satz im Kommentar: ",Sein Innehalten stillhalten" (chin. ,,Gen Ki Dschr") ist\nTextfehler seit Wang Bi; es muß heißen wie im Urteil:,,Seinen Rücken stillhalten"\n(Gen Ki Be). Das ergibt sich aus der Vergleichung der älteren Erklärungen.\nzeichens Dschen, Erregung, daher aufs äußerste unruhig; zugleich ist er\nim Kernzeichen Kan, das Abgründige, das Ohrenleiden bedeutet, daher\ndas mangelnde Hören. Andererseits ist Kan das Sinnbild des Herzens, da-\nher:,,Sein Herz ist nicht froh."	528-531	„Er kann den nicht retten, dem er folgt":\nDenn er kehrt sich nicht nach ihm, daß er auf ihn hört.\nDer Strich, dem die Sechs auf zweitem Platz folgt, ist die Neun auf drittem\nPlatz. Die Sechs auf zweitem Platz ist korrekt und zentral und möchte nicht\nnur sich, sondern auch den, dem sie folgt, retten. Aber die Neun auf drittem\nPlatz ist stark, auf dem Platz des Übergangs, der untere Strich des KernDer Satz im Kommentar: „Sein Innehalten stillhalten" (chin. „Gen Ki Dschr") ist\nTextfehler seit Wang Bi; es muß heißen wie im Urteil: „Seinen Rücken stillhalten"\n(Gen Ki Be). Das ergibt sich aus der Vergleichung der älteren Erklärungen.\nzeichens Dschen, Erregung, daher aufs äußerste unruhig; zugleich ist er\nim Kernzeichen Kan, das Abgründige, das Ohrenleiden bedeutet, daher\ndas mangelnde Hören. Andererseits ist Kan das Sinnbild des Herzens, daher: „Sein Herz ist nicht froh."	cerrado	coincide_ninguno
L3_etiqueta	Neun auf drittem Platz:	528-531	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Stillehalten seiner Hüften. Steifmachen seines Kreuzbeins.\nGefährlich. Das Herz erstickt.	528-531	Stillehalten seiner Hüften. Steifmachen seines Kreuzbeins.\nGefährlich. Das Herz erstickt.	cerrado	na
L3_b_comentario	Stillehalten seiner Hüften."\nEs ist Gefahr, daß das Herz erstickt.\nDer Strich ist in der Mitte des Kernzeichens Kan, daher das Herz. Ande-\nrerseits ist es der eine lichte Strich zwischen den beiden dunklen, wodurch\nGefahr und Eingeschlossenheit angedeutet werden. Erfolgt nun in dieser\nSituation ein Stillehalten, so ist Gefahr da. Wenn der Rücken stillegehal-\nten wird, so gewinnt man die Herrschaft über den ganzen Leib. Die Hüften\nsind aber die Grenze zwischen den Bewegungen der lichten nnd der dunklen\nKräfte. Erfolgt hier ein Starrmachen, so wird das Herz sich ziellos bewegen,\ndie Nervenbahnen werden dadurch unterbrochen, und ein Ersticken des\nHerzens ist zu befürchten.	528-531	Stillehalten seiner Hüften."\nEs ist Gefahr, daß das Herz erstickt.\nDer Strich ist in der Mitte des Kernzeichens Kan, daher das Herz. Andererseits ist es der eine lichte Strich zwischen den beiden dunklen, wodurch\nGefahr und Eingeschlossenheit angedeutet werden. Erfolgt nun in dieser\nSituation ein Stillehalten, so ist Gefahr da. Wenn der Rücken stillegehalten wird, so gewinnt man die Herrschaft über den ganzen Leib. Die Hüften\nsind aber die Grenze zwischen den Bewegungen der lichten nnd der dunklen\nKräfte. Erfolgt hier ein Starrmachen, so wird das Herz sich ziellos bewegen,\ndie Nervenbahnen werden dadurch unterbrochen, und ein Ersticken des\nHerzens ist zu befürchten.	cerrado	coincide_pass04
L4_etiqueta	Sechs auf viertem Platz:	528-531	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Stillehalten seines Rumpfes. Kein Makel.	528-531	Stillehalten seines Rumpfes. Kein Makel.	cerrado	na
L4_b_comentario	Stillehalten seines Rumpfes."\nEr hält innerhalb seines eignen Leibes inne.\nDer vierte Platz ist der Rumpf. Er ist sehr schwach. Eine schwache Linie\nsteht darüber. Zur Zeit des Stillehaltens ist es durchaus richtig, wenn man\nsich rechtzeitig zu beschränken versteht.	528-531	Stillehalten seines Rumpfes."\nEr hält innerhalb seines eignen Leibes inne.\nDer vierte Platz ist der Rumpf. Er ist sehr schwach. Eine schwache Linie\nsteht darüber. Zur Zeit des Stillehaltens ist es durchaus richtig, wenn man\nsich rechtzeitig zu beschränken versteht.	cerrado	na
L5_etiqueta	Sechs auf fünftem Platz:	528-531	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Stillehalten seiner Kinnladen. Die Worte haben Ordnung.\nDie Reue schwindet.	528-531	Stillehalten seiner Kinnladen. Die Worte haben Ordnung.\nDie Reue schwindet.	cerrado	na
L5_b_comentario	Stillehalten seiner Kinnladen":\nInfolge der zentralen und korrekten Haltung.\nWährend bei Nr. 31 die Kinnladen erst auf dem obersten Platz als Bild er-\nscheinen, so hier schon auf dem fünften, weil der obere Platz der Herr des\nZeichens ist.\nDer Strich ist als zentral zugleich korrekt. Da er dem Zeichen Gen, Stille-\nhalten, und dem Kernzeichen Dschen, Bewegung, gleichzeitig angehört, wird\ndurch ihn die Möglichkeit angedeutet, seine Kinnladen zu bewegen und zu\nreden wie der Donner. Das wird aber vermieden durch die zentrale Hal-\ntung der Linie und ihre Zugehörigkeit zu dem oberen Halbzeichen,,das\nStillehalten".\neid\net,:\nZe\nD\nzh	528-531	Stillehalten seiner Kinnladen":\nInfolge der zentralen und korrekten Haltung.\nWährend bei Nr. 31 die Kinnladen erst auf dem obersten Platz als Bild erscheinen, so hier schon auf dem fünften, weil der obere Platz der Herr des\nZeichens ist.\nDer Strich ist als zentral zugleich korrekt. Da er dem Zeichen Gen, Stillehalten, und dem Kernzeichen Dschen, Bewegung, gleichzeitig angehört, wird\ndurch ihn die Möglichkeit angedeutet, seine Kinnladen zu bewegen und zu\nreden wie der Donner. Das wird aber vermieden durch die zentrale Haltung der Linie und ihre Zugehörigkeit zu dem oberen Halbzeichen "das\nStillehalten".\nS\n=	cerrado	coincide_pass04
L6_etiqueta	Obere Neun:	528-531	Obere Neun:	cerrado	na
L6_a_oraculo	Großzügiges Stillehalten. Heil!	528-531	Großzügiges Stillehalten. Heil!	cerrado	na
L6_b_comentario	Das Heil des großzügigen Stillehaltens kommt davon her, daß\nein reichlicher Abschluß da ist.\nDer Strich ist zum Abschluß stark, daher als reichlicher Abschluß gedacht.\nDer Herr des Zeichens ist auf der Höhe des Bergs, da wo der Berg am reich-\nlichsten (dicksten) aufeinandergeschichtet ist: als oberster Strich hat er spon-\ntanes Licht, das eben infolge des ruhigen Stillehaltens zur Geltung kommen\nkann. Daher ist hier das Heil erreicht. Da der starke Strich nicht weiter\nnach oben strebt, sondern sich ruhig auf seinem Platz hält, ist er im Gegen-\nsatz zu andern starken Strichen auf oberem Platz nicht ungünstig.\n漸	528-531	Das Heil des großzügigen Stillehaltens kommt davon her, daß\nein reichlicher Abschluß da ist.\nDer Strich ist zum Abschluß stark, daher als reichlicher Abschluß gedacht.\nDer Herr des Zeichens ist auf der Höhe des Bergs, da wo der Berg am reichlichsten (dicksten) aufeinandergeschichtet ist: als oberster Strich hat er spontanes Licht, das eben infolge des ruhigen Stillehaltens zur Geltung kommen\nkann. Daher ist hier das Heil erreicht. Da der starke Strich nicht weiter\nnach oben strebt, sondern sich ruhig auf seinem Platz hält, ist er im Gegensatz zu andern starken Strichen auf oberem Platz nicht ungünstig.	cerrado	na
yong_etiqueta		528-531		vacio_en_libro	na
yong_a_oraculo		528-531		vacio_en_libro	na
yong_b_comentario		528-531		vacio_en_libro	na
wen_yen		528-531		vacio_en_libro	na
wen_yen_note		528-531		vacio_en_libro	na
hex_fin	52				


