campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L4_a_oraculo	Sie ist der Reichtum des Hauses. Großes Heil!	467-469	Sie ist der Reichtum des Hauses. Großes Heil!	cerrado	na
L4_b_comentario	Sie ist der Reichtum des Hauses. Großes Heil",\ndenn sie ist hingebend und auf ihrem Platz.\nDie vierte Linie ist die unterste, weiche Linie des oberen Zeichens Sun,\nSanftheit. Bei der Verwandlung bleibt sie innerhalb des so entstehenden\nKernzeichens Sun. Sun bedeutet Arbeit, Seide, einen nahen Markt: lauter\nDinge, die Reichtum verheißen. Als weiche Linie auf ihrem Platz bedeutet\nsie großes Heil.	467-469	Sie ist der Reichtum des Hauses. Großes Heil",\ndenn sie ist hingebend und auf ihrem Platz.\nDie vierte Linie ist die unterste, weiche Linie des oberen Zeichens Sun,\nSanftheit. Bei der Verwandlung bleibt sie innerhalb des so entstehenden\nKernzeichens Sun. Sun bedeutet Arbeit, Seide, einen nahen Markt: lauter\nDinge, die Reichtum verheißen. Als weiche Linie auf ihrem Platz bedeutet\nsie großes Heil.	cerrado	na
L5_etiqueta	Neun auf fünftem Platz:	467-469	Neun auf fünftem Platz:	cerrado	na
L5_a_oraculo	Ein König naht er seiner Sippe. Fürchtet Euch nicht. Heil!	467-469	Ein König naht er seiner Sippe. Fürchtet Euch nicht. Heil!	cerrado	na
L5_b_comentario	Ein König naht er seiner Sippe";\nsie verkehren miteinander in Liebe.\nDer Strich ist korrekt, stark, zentral: daher das Bild des Königs. Als Herr\ndes Zeichens beeinflußt er die übrigen Striche. Weil er zentral ist, so wirkt\ner nicht durch Härte.	467-469	Ein König naht er seiner Sippe";\nsie verkehren miteinander in Liebe.\nDer Strich ist korrekt, stark, zentral: daher das Bild des Königs. Als Herr\ndes Zeichens beeinflußt er die übrigen Striche. Weil er zentral ist, so wirkt\ner nicht durch Härte.	cerrado	na
L6_etiqueta	Obere Neun:	467-469	Obere Neun:	cerrado	na
L6_a_oraculo	Seine Arbeit ist ehrfurchtgebietend.\nSchließlich kommt Heil.	467-469	Seine Arbeit ist ehrfurchtgebietend.\nSchließlich kommt Heil.	cerrado	na
L6_b_comentario	Ehrfurchtgebietend" und "Heil":\nDas deutet darauf, daß man zuerst Anforderungen an die\neigne Person stellt.\nDer Strich steht am Schluß des Zeichens, ist stark und beständig; darum\nwendet er sich nicht an andere, sondern an sich selbst, woraus schließlich\nHeil erfolgt.\n睽	467-469	Ehrfurchtgebietend" und "Heil":\nDas deutet darauf, daß man zuerst Anforderungen an die\neigne Person stellt.\nDer Strich steht am Schluß des Zeichens, ist stark und beständig; darum\nwendet er sich nicht an andere, sondern an sich selbst, woraus schließlich\nHeil erfolgt.	cerrado	coincide_pass04
yong_etiqueta		467-469		vacio_en_libro	na
yong_a_oraculo		467-469		vacio_en_libro	na
yong_b_comentario		467-469		vacio_en_libro	na
wen_yen		467-469		vacio_en_libro	na
wen_yen_note		467-469		vacio_en_libro	na
hex_fin	37				
