campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
commentary_decision	Der Tiegel ist das Bild eines Gegenstandes. Indem man mit\nHolz ins Feuer dringt, werden die Speisen gekocht. Der Be-\nrufene kocht, um Gott, dem Herrn, zu opfern, und kocht Fest-\ngerichte, um Berufene und Würdige zu nähren.\nDurch Sanftheit wird Ohr und Auge scharf und klar. Das\nWeiche schreitet und geht nach oben. Es erlangt die Mitte\nund findet Entsprechung beim Festen, darum gibt es erhabe-\nnes Gelingen.\nDas ganze Zeichen mit der Reihenfolge seiner geteilten und ganzen Striche\nist das Bild eines Tiegels von den Beinen bis zu den Tragringen. Unten\ndas Zeichen Sun bedeutet Holz und Eindringen, oben Li bedeutet Feuer.\nIndem also Holz ins Feuer kommt, wird das Feuer zum Mahl unterhalten.\nGenau genommen werden die Speisen allerdings nicht im Tiegel gekocht,\nsondern in der Küche. Erst die fertig gekochten Speisen werden im Tiegel\naufgetragen. Aber das Bild des Tiegels befaßt den Gedanken der Zuberei-\ntung der Speisen auch in sich. Der Tiegel ist ein Gerät der Festfeiern, das\nnur bei Opfern und Festmählern gebraucht wurde, hier der Gegensatz\nzu Dsing, das die Ernährung der Volksmassen bedeutet. Zum Opfer für\nGott bedarf es nur eines Opfertiers, denn nicht die Gabe, sondern die Ge-\nsinnung ist das Wichtigste. Zur Bewirtung der Gäste bedarf es reichlicher\nSpeisen und großer Freigebigkeit. Das obere Zeichen, Li, ist "Auge", der\nfünfte Strich bedeutet die "Ohren" des Tiegels, dadurch wird das Bild von\nAuge und Ohr nahegelegt. Das untere Zeichen, Sun, ist das Sanfte, Anpas-\nsende. Dadurch wird Auge und Ohr klar (Eigenschaft des Zeichens Li) und\nscharf.\nDas Weiche, das nach oben steigt, ist der Herr des Zeichens auf fünftem\nPlatz, der zu dem starken Gehilfen, Neun auf zweitem Platz, im Verhältnis\ndes Entsprechens steht, daher Erfolg hat. Neun Tiegel waren im Altertum\ndas Symbol der Königsherrschaft, daher das glückverheißende Orakelurteil.	520-523	Der Tiegel ist das Bild eines Gegenstandes. Indem man mit\nHolz ins Feuer dringt, werden die Speisen gekocht. Der Berufene kocht, um Gott, dem Herrn, zu opfern, und kocht Festgerichte, um Berufene und Würdige zu nähren.\nDurch Sanftheit wird Ohr und Auge scharf und klar. Das\nWeiche schreitet und geht nach oben. Es erlangt die Mitte\nund findet Entsprechung beim Festen, darum gibt es erhabenes Gelingen.\nDas ganze Zeichen mit der Reihenfolge seiner geteilten und ganzen Striche\nist das Bild eines Tiegels von den Beinen bis zu den Tragringen. Unten\ndas Zeichen Sun bedeutet Holz und Eindringen, oben Li bedeutet Feuer.\nIndem also Holz ins Feuer kommt, wird das Feuer zum Mahl unterhalten.\nGenau genommen werden die Speisen allerdings nicht im Tiegel gekocht,\nsondern in der Küche. Erst die fertig gekochten Speisen werden im Tiegel\naufgetragen. Aber das Bild des Tiegels befaßt den Gedanken der Zubereitung der Speisen auch in sich. Der Tiegel ist ein Gerät der Festfeiern, das\nnur bei Opfern und Festmählern gebraucht wurde, hier der Gegensatz\nzu Dsing, das die Ernährung der Volksmassen bedeutet. Zum Opfer für\nGott bedarf es nur eines Opfertiers, denn nicht die Gabe, sondern die Gesinnung ist das Wichtigste. Zur Bewirtung der Gäste bedarf es reichlicher\nSpeisen und großer Freigebigkeit. Das obere Zeichen, Li, ist "Auge", der\nfünfte Strich bedeutet die "Ohren" des Tiegels, dadurch wird das Bild von\nAuge und Ohr nahegelegt. Das untere Zeichen, Sun, ist das Sanfte, Anpassende. Dadurch wird Auge und Ohr klar (Eigenschaft des Zeichens Li) und\nscharf.\nDas Weiche, das nach oben steigt, ist der Herr des Zeichens auf fünftem\nPlatz, der zu dem starken Gehilfen, Neun auf zweitem Platz, im Verhältnis\ndes Entsprechens steht, daher Erfolg hat. Neun Tiegel waren im Altertum\ndas Symbol der Königsherrschaft, daher das glückverheißende Orakelurteil.	cerrado	coincide_ninguno
image_oraculo	Über dem Holz ist Feuer: das Bild des Tiegels. So festigt\nder Edle durch Richtigmachung der Stellung das Schicksal.	520-523	Über dem Holz ist Feuer: das Bild des Tiegels.\nSo festigt der Edle\ndurch Richtigmachung der Stellung das Schicksal.	cerrado	coincide_ninguno
commentary_image	S\nFeuer über Holz ist nicht das Bild des Tiegels, sondern das Bild seines Ge-\nbrauchs. Das Feuer brennt dauernd, wenn darunter Holz ist. So muß das\nLeben auch dauernd brennend erhalten werden, daß es in den richtigen\nVerhältnissen bleibt, so daß die Quellen des Lebens dauernd fließen.\nDasselbe gilt natürlich auch vom Leben einer Gemeinschaft oder eines Staa-\ntes. Auch hier müssen die Beziehungen und Stellungen so geregelt werden,\ndaß die daraus entspringende Ordnung Dauer hat. So wird das Schicksal,\ndurch das einem Hause die Herrschaft zufällt, gefestigt.\nAnfangs Sechs:	520-523	Feuer über Holz ist nicht das Bild des Tiegels, sondern das Bild seines Gebrauchs. Das Feuer brennt dauernd, wenn darunter Holz ist. So muß das\nLeben auch dauernd brennend erhalten werden, daß es in den richtigen\nVerhältnissen bleibt, so daß die Quellen des Lebens dauernd fließen.\nDasselbe gilt natürlich auch vom Leben einer Gemeinschaft oder eines Staates. Auch hier müssen die Beziehungen und Stellungen so geregelt werden,\ndaß die daraus entspringende Ordnung Dauer hat. So wird das Schicksal,\ndurch das einem Hause die Herrschaft zufällt, gefestigt.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	520-523	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Ein Tiegel mit umgekippten Beinen. Fördernd zur Entfer-\nnung des Stockenden. Man findet eine Nebenfrau um ihres\nSohns willen. Kein Makel.	520-523	Ein Tiegel mit umgekippten Beinen. Fördernd zur Entfernung des Stockenden. Man findet eine Nebenfrau um ihres\nSohns willen. Kein Makel.	cerrado	na
L1_b_comentario	"Ein Tiegel mit umgekippten Beinen."\nDas ist noch nicht verkehrt.\n"Fördernd zur Entfernung des Stockenden",\num dem Wertvollen folgen zu können.\nDer untere Strich bedeutet die Beine des Tiegels. Da er schwach ist und\nam Anfang, so legt sich der Gedanke nahe, daß man vor dem Kochen den\nTiegel erst umkehren muß, um die alten Reste daraus zu entfernen. Der\nStrich ist mit dem nächsten zentralen und starken Strich in räumlicher Ver-\nbindung, daher der Gedanke einer Nebenfrau (schwach und unten)¹.\n+	520-523	"Ein Tiegel mit umgekippten Beinen."\nDas ist noch nicht verkehrt.\n"Fördernd zur Entfernung des Stockenden",\num dem Wertvollen folgen zu können.\nDer untere Strich bedeutet die Beine des Tiegels. Da er schwach ist und\nam Anfang, so legt sich der Gedanke nahe, daß man vor dem Kochen den\nTiegel erst umkehren muß, um die alten Reste daraus zu entfernen. Der\nStrich ist mit dem nächsten zentralen und starken Strich in räumlicher Verbindung, daher der Gedanke einer Nebenfrau (schwach und unten)¹.	cerrado	coincide_pass04
L2_etiqueta	Neun auf zweitem Platz:	520-523	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Im Tiegel ist Nahrung. Meine Genossen haben Neid, aber\nkönnen mir nichts anhaben. Heil!	520-523	Im Tiegel ist Nahrung. Meine Genossen haben Neid, aber\nkönnen mir nichts anhaben. Heil!	cerrado	na
L2_b_comentario	Im Tiegel ist Nahrung":\nSei vorsichtig, wohin du gehst.\n"Meine Genossen haben Neid":\nDas ist endgültig kein Makel.\nDer Strich ist fest und zentral, daher das Symbol des Inhalts des Tiegels.\nDer Strich bildet mit dem dritten und vierten zusammen eine Einheit. Aber\ner steht in der Beziehung des Entsprechens zum Herrn des Zeichens. Darum\nmuß er seine eignen Wege gehen, die ihm durch diese Beziehungen vorge-\nschrieben sind. Daraus ergibt sich nun andererseits, daß diese beiden Stri-\nche · seine Genossen von denen er durch innere Beziehungen geschie-\nden ist, ihn beneiden. Aber da er ganz frei von möglichen Verwicklungen\n1 Die Tiegel im alten China hatten drei oder vier Beine. Indem nun der geteilte Strich\nzu Anfang sozusagen nur mit zwei Punkten die Erde berührt, legt er den Gedanken\neines umgekippten Tiegels nahe.\n-\n-\nist und die starke Beziehung zum Herrn des Zeichens ihn deckt, braucht er\nnichts zu fürchten.	520-523	Im Tiegel ist Nahrung":\nSei vorsichtig, wohin du gehst.\n"Meine Genossen haben Neid":\nDas ist endgültig kein Makel.\nDer Strich ist fest und zentral, daher das Symbol des Inhalts des Tiegels.\nDer Strich bildet mit dem dritten und vierten zusammen eine Einheit. Aber\ner steht in der Beziehung des Entsprechens zum Herrn des Zeichens. Darum\nmuß er seine eignen Wege gehen, die ihm durch diese Beziehungen vorgeschrieben sind. Daraus ergibt sich nun andererseits, daß diese beiden Striche seine Genossen, von denen er durch innere Beziehungen geschieden ist, ihn beneiden. Aber da er ganz frei von möglichen Verwicklungen\n¹ Die Tiegel im alten China hatten drei oder vier Beine. Indem nun der geteilte Strich\nzu Anfang sozusagen nur mit zwei Punkten die Erde berührt, legt er den Gedanken\neines umgekippten Tiegels nahe.\n-\n**N\nist und die starke Beziehung zum Herrn des Zeichens ihn deckt, braucht er\nnichts zu fürchten.	cerrado	coincide_pass04
L3_etiqueta	Neun auf drittem Platz:	520-523	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Der Henkel des Tiegels ist verändert. Man ist behindert in\nseinem Wandel. Das Fett des Fasans wird nicht gegessen.\nWenn erst der Regen fällt, dann erschöpft sich die Reue. End-\nlich kommt Heil.	520-523	Der Henkel des Tiegels ist verändert. Man ist behindert in\nseinem Wandel. Das Fett des Fasans wird nicht gegessen.\nWenn erst der Regen fällt, dann erschöpft sich die Reue. Endlich kommt Heil.	cerrado	na
L3_b_comentario	"Der Henkel des Tiegels ist verändert."\nEr hat den Gedanken verfehlt.\nDer Strich ist der unterste des oberen Kernzeichens Dui, dessen oberer Stric\nden Mund bedeutet. Man sollte also annehmen, daß der Inhalt, der durch\ndas obere Zeichen Li, das einen Fasan bedeutet, bezeichnet ist, gegessen\nwird. Dies ist jedoch nicht der Fall. Der Tiegel ist nicht bewegbar, da der\nHenkel verändert ist. Das wird wohl nahegelegt dadurch, daß der dritte\nStrich, der an sich zu dem obersten, der die Tragringe darstellt, in Beziehung\nstünde, selber fest ist, daher die Tragringe nicht aufnehmen kann (vgl.\ndagegen Neun auf fünftem Platz). Eine Aussicht ist für später vorhanden.\nIndem der Strich sich ändert, entsteht als unteres Zeichen und als oberes\nKernzeichen Kan, das Regen bedeutet. Dadurch wird die Lage erleichtert.\nDie Stockung hört auf, die Bewegung führt zum Ziel.	520-523	"Der Henkel des Tiegels ist verändert."\nEr hat den Gedanken verfehlt.\nDer Strich ist der unterste des oberen Kernzeichens Dui, dessen oberer Strich\nden Mund bedeutet. Man sollte also annehmen, daß der Inhalt, der durch\ndas obere Zeichen Li, das einen Fasan bedeutet, bezeichnet ist, gegessen\nwird. Dies ist jedoch nicht der Fall. Der Tiegel ist nicht bewegbar, da der\nHenkel verändert ist. Das wird wohl nahegelegt dadurch, daß der dritte\nStrich, der an sich zu dem obersten, der die Tragringe darstellt, in Beziehung\nstünde, selber fest ist, daher die Tragringe nicht aufnehmen kann (vgl.\ndagegen Neun auf fünftem Platz). Eine Aussicht ist für später vorhanden.\nIndem der Strich sich ändert, entsteht als unteres Zeichen und als oberes\nKernzeichen Kan, das Regen bedeutet. Dadurch wird die Lage erleichtert.\nDie Stockung hört auf, die Bewegung führt zum Ziel.	cerrado	coincide_pass04
L4_etiqueta	Neun auf viertem Platz:	520-523	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Der Tiegel bricht die Beine. Das Mahl des Fürsten wird ver-\nschüttet, und die Gestalt wird befleckt. Unheil!	520-523	Der Tiegel bricht die Beine. Das Mahl des Fürsten wird verschüttet, und die Gestalt wird befleckt. Unheil!	cerrado	na
L4_b_comentario	"Das Mahl des Fürsten wird verschüttet."\nWie kann man ihm da noch trauen?\nDer Strich steht in Beziehung des Entsprechens zur Anfangssechs, die auf\numgekippte Beine des Tiegels deutet. Während dort aber die Sache nicht\nschlimm ist, da noch keine Speise im Tiegel ist, ist die Sache hier bedenk-\nlich, da Speise im Tiegel ist. Es ist daher hier nicht ein einfaches Umkippen,\nsondern Abbrechen der Beine. Das Fürstenmahl wird verschüttet. Dem\nPlatz entsprechend sollte Beziehung zum Herrn des Zeichens, Sechs auf\nfünftem Platz, da sein, und zwar die Beziehung des Zusammenhaltens bzw.\nEmpfangens. Das wird aber gestört durch die Beziehung zur Anfangssechs.\nDas deutet auf eine Divergenz zwischen Charakter und Stellung, zwischen\nWissen und Aspirationen, zwischen Kraft und Verantwortung, die unheil-\nvoll ist.	520-523	„Das Mahl des Fürsten wird verschüttet."\nWie kann man ihm da noch trauen?\nDer Strich steht in Beziehung des Entsprechens zur Anfangssechs, die auf\numgekippte Beine des Tiegels deutet. Während dort aber die Sache nicht\nschlimm ist, da noch keine Speise im Tiegel ist, ist die Sache hier bedenklich, da Speise im Tiegel ist. Es ist daher hier nicht ein einfaches Umkippen,\nsondern Abbrechen der Beine. Das Fürstenmahl wird verschüttet. Dem\nPlatz entsprechend sollte Beziehung zum Herrn des Zeichens, Sechs auf\nfünftem Platz, da sein, und zwar die Beziehung des Zusammenhaltens bzw.\nEmpfangens. Das wird aber gestört durch die Beziehung zur Anfangssechs.\nDas deutet auf eine Divergenz zwischen Charakter und Stellung, zwischen\nWissen und Aspirationen, zwischen Kraft und Verantwortung, die unheilvoll ist.	cerrado	coincide_pass04
L5_etiqueta	Sechs auf fünftem Platz:	520-523	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Der Tiegel hat gelbe Henkel, goldne Tragringe. Fördernd ist\nBeharrlichkeit.\nE	520-523	Der Tiegel hat gelbe Henkel, goldne Tragringe. Fördernd ist\nBeharrlichkeit.	cerrado	coincide_pass04
L5_b_comentario	Die gelben Henkel des Tiegels sind zentral, um das Wirkliche\naufzunehmen.\nDer Strich ist zentral im oberen Zeichen Li, und zwar ist er die zentrale\nLinie des Zeichens Kun, die die gelbe Farbe hat. Die Tragringe sind aus\nMetall, weil das obere Kernzeichen Dui das Metall bedeutet. Die Tragringe\n(die bei altchinesischen Geräten in der Regel kettenförmig zusammenhängen)\nwerden wohl durch den oberen starken Strich dargestellt. Der Henkel ist\nim Gegensatz zur Neun auf drittem Platz-hohl, daher kann er die "wirk-\nlichen" d. h. festen Tragringe aufnehmen und getragen werden.\nIn der Symbolsprache bedeutet das sehr viel. Der Strich ist der Herr des\nZeichens, er hat über sich einen Weisen (obere 9), mit dem er durch Stel-\nlung und Ergänzung verbunden ist. Er ist hohl, daher imstande, die Kraft\njenes Weisen, seine Lehren, in sich aufzunehmen; Henkel (örl) ist das-\nselbe Zeichen wie "Ohr". Dadurch kommt er voran.	520-523	Die gelben Henkel des Tiegels sind zentral, um das Wirkliche\naufzunehmen.\nDer Strich ist zentral im oberen Zeichen Li, und zwar ist er die zentrale\nLinie des Zeichens Kun, die die gelbe Farbe hat. Die Tragringe sind aus\nMetall, weil das obere Kernzeichen Dui das Metall bedeutet. Die Tragringe\n(die bei altchinesischen Geräten in der Regel kettenförmig zusammenhängen)\nwerden wohl durch den oberen starken Strich dargestellt. Der Henkel ist\n— im Gegensatz zur Neun auf drittem Platz — hohl, daher kann er die\n„wirklichen" d. h. festen Tragringe aufnehmen und getragen werden.\nIn der Symbolsprache bedeutet das sehr viel. Der Strich ist der Herr des\nZeichens, er hat über sich einen Weisen (obere 9), mit dem er durch Stellung und Ergänzung verbunden ist. Er ist hohl, daher imstande, die Kraft\njenes Weisen, seine Lehren, in sich aufzunehmen; Henkel (örl) ist das-\nselbe Zeichen wie „Ohr". Dadurch kommt er voran.	cerrado	coincide_pass04
L6_etiqueta	Obere Neun:	520-523	Obere Neun:	cerrado	na
L6_a_oraculo	Der Tiegel hat Nephritringe. Großes Heil. Nichts, das nicht\nfördernd wäre.	520-523	Der Tiegel hat Nephritringe. Großes Heil. Nichts, das nicht\nfördernd wäre.	cerrado	na
L6_b_comentario	Die Nephritringe auf oberstem Platz zeigen fest und weich\nin richtiger Ergänzung.\nEs ist hier dieselbe Situation wie bei der Sechs auf fünftem Platz, nur hier\nvom Standpunkt des gebenden Weisen aus. Was bei der Sechs auf fünf-\ntem Platz als Metall in seiner Festigkeit erscheint, zeigt sich hier als Nephrit\nin seinem milden Glanze. Der Weise hat die Möglichkeit, seine Belehrung zu\nspenden, weil die Sechs auf fünftem Platz ihm mit der richtigen Empfäng-\nlichkeit entgegenkommt.\ni\n震	520-523	Die Nephritringe auf oberstem Platz zeigen fest und weich\nin richtiger Ergänzung.\nEs ist hier dieselbe Situation wie bei der Sechs auf fünftem Platz, nur hier\nvom Standpunkt des gebenden Weisen aus. Was bei der Sechs auf fünftem Platz als Metall in seiner Festigkeit erscheint, zeigt sich hier als Nephrit\nin seinem milden Glanze. Der Weise hat die Möglichkeit, seine Belehrung zu\nspenden, weil die Sechs auf fünftem Platz ihm mit der richtigen Empfänglichkeit entgegenkommt.	cerrado	coincide_ninguno
yong_etiqueta		520-523		vacio_en_libro	na
yong_a_oraculo		520-523		vacio_en_libro	na
yong_b_comentario		520-523		vacio_en_libro	na
wen_yen		520-523		vacio_en_libro	na
wen_yen_note		520-523		vacio_en_libro	na
hex_fin	50				


