campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
image_oraculo	Das Licht ist in die Erde hineingesunken: das Bild der Ver-\nfinsterung des Lichts. So lebt der Edle mit der großen Menge:\nEr verhüllt seinen Schein und bleibt doch hell.\nDas obere Zeichen Kun bedeutet die Menge. Unter dieser Menge befinden\nsich die beiden beherrschenden Herren des Zeichens als die Edlen. Ihr Be-\nnehmen wird aus der Stellung der beiden Einzelzeichen erklärt: Indem die\nErde über dem Licht steht, wird der Gedanke der Verhüllung nahe gelegt.\nAber das untere Zeichen Li wird durch diese Kombination in seiner Natur\nnicht beeinträchtigt. Sein Schein ist nur verhüllt, aber nicht erloschen.\nAnfangs Neun:	463-466	Das Licht ist in die Erde hineingesunken:\ndas Bild der Verfinsterung des Lichts.\nSo lebt der Edle mit der großen Menge:\ner verhüllt seinen Schein und bleibt doch hell.	cerrado	coincide_ninguno
commentary_image	Das Licht ist in die Erde hineingesunken: das Bild der Ver-\nfinsterung des Lichts. So lebt der Edle mit der großen Menge:\nEr verhüllt seinen Schein und bleibt doch hell.\nDas obere Zeichen Kun bedeutet die Menge. Unter dieser Menge befinden\nsich die beiden beherrschenden Herren des Zeichens als die Edlen. Ihr Be-\nnehmen wird aus der Stellung der beiden Einzelzeichen erklärt: Indem die\nErde über dem Licht steht, wird der Gedanke der Verhüllung nahe gelegt.\nAber das untere Zeichen Li wird durch diese Kombination in seiner Natur\nnicht beeinträchtigt. Sein Schein ist nur verhüllt, aber nicht erloschen.\nAnfangs Neun:	463-466	Das obere Zeichen Kun bedeutet die Menge. Unter dieser Menge befinden\nsich die beiden beherrschenden Herren des Zeichens als die Edlen. Ihr Benehmen wird aus der Stellung der beiden Einzelzeichen erklärt: Indem die\nErde über dem Licht steht, wird der Gedanke der Verhüllung nahe gelegt.\nAber das untere Zeichen Li wird durch diese Kombination in seiner Natur\nnicht beeinträchtigt. Sein Schein ist nur verhüllt, aber nicht erloschen.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Neun:	463-466	Anfangs Neun:	cerrado	na
L1_a_oraculo	Verfinsterung des Lichts im Fluge. Er senkt seine Flügel. Der\nEdle auf seiner Wanderschaft iẞt drei Tage nichts. Aber er\nhat, wohin er geht. Der Wirt hat über ihn zu reden.	463-466	Verfinsterung des Lichts im Fluge. Er senkt seine Flügel. Der\nEdle auf seiner Wanderschaft ißt drei Tage nichts. Aber er\nhat, wohin er geht. Der Wirt hat über ihn zu reden.	cerrado	na
L1_b_comentario	Der Edle auf seiner Wanderschaft hat die Verpflichtung, nichts\nzu essen.\nDas Zeichen Li hat als Symboltier den Fasan, daher die Idee des Fliegens.\nDer Strich als starker ist im Begriff voranzuschreiten. Aber das darüber\nstehende Kernzeichen ist Kan, die Gefahr. Daher wird er in seinem Flug\nbehindert. Er verzichtet darauf, unter Preisgabe seiner Prinzipien sich einen\nLebensunterhalt zu verschaffen, sondern hungert lieber, als ehrlos zu essen.	463-466	Der Edle auf seiner Wanderschaft hat die Verpflichtung, nichts\nzu essen.\nDas Zeichen Li hat als Symboltier den Fasan, daher die Idee des Fliegens.\nDer Strich als starker ist im Begriff voranzuschreiten. Aber das darüber\nstehende Kernzeichen ist Kan, die Gefahr. Daher wird er in seinem Flug\nbehindert. Er verzichtet darauf, unter Preisgabe seiner Prinzipien sich einen\nLebensunterhalt zu verschaffen, sondern hungert lieber, als ehrlos zu essen.	cerrado	na
L2_etiqueta	Sechs auf zweitem Platz:	463-466	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Die Verfinsterung des Lichts verletzt ihn am linken Schenkel.\nEr wirkt mit Hilfe der Macht eines Pferdes. Heil.	463-466	Die Verfinsterung des Lichts verletzt ihn am linken Schenkel.\nEr wirkt mit Hilfe der Macht eines Pferdes. Heil.	cerrado	na
L2_b_comentario	Das Heil der Sechs auf zweitem Platz kommt daher, daß sie\nhingebend an die Regel ist.\nMan sollte aus der Situation Unheil erwarten, und doch ist als Orakel Heil\nbeigefügt. Das kommt daher, daß der Strich als weicher und korrekter und\nan seinem Platz befindlicher Strich das zu tun vermag, was seine Lage ver-\nlangt. Auf diesen Strich bezieht sich die erste Hälfte des Kommentars zur\nEntscheidung, die durch König Wen ihre Bezeichnung findet.	463-466	Das Heil der Sechs auf zweitem Platz kommt daher, daß sie\nhingebend an die Regel ist.\nMan sollte aus der Situation Unheil erwarten, und doch ist als Orakel Heil\nbeigefügt. Das kommt daher, daß der Strich als weicher und korrekter und\nan seinem Platz befindlicher Strich das zu tun vermag, was seine Lage verlangt. Auf diesen Strich bezieht sich die erste Hälfte des Kommentars zur\nEntscheidung, die durch König Wen ihre Bezeichnung findet.	cerrado	na
L3_etiqueta	Neun auf drittem Platz:	463-466	Neun auf drittem Platz:	cerrado	na
L3_a_oraculo	Die Verfinsterung des Lichts auf der Jagd im Süden. Man be-\nkommt ihr großes Haupt. Man darf nicht zu eilig Beharrlich-\nkeit erwarten.	463-466	Die Verfinsterung des Lichts auf der Jagd im Süden. Man bekommt ihr großes Haupt. Man darf nicht zu eilig Beharrlichkeit erwarten.	cerrado	na
L3_b_comentario	Die Absicht der Jagd im Süden hat großen Erfolg.\nDie Absicht ist auf die Jagd gerichtet. Daß der Erfolg eintritt, daß das große\nHaupt der Verfinsterung gefangen wird, ist unbeabsichtigt und daher ein um\nso größerer Erfolg. König Wu hatte nicht die Absicht, persönlich Macht zu\nerwerben und das Weltreich an sich zu reißen, sondern es fiel ihm kraft\nseines Wesens zu. Der Strich ist stark an starker Stelle, daher bringt er\nseine Absicht zustande. Das obere Kernzeichen, Dschen, hat das Pferd zu-\ngeordnet, das untere, Kan, den Wagen: daher der Gedanke der Jagd. Li,\nan dessen Spitze der Strich steht, ist der Süden.	463-466	Die Absicht der Jagd im Süden hat großen Erfolg.\nDie Absicht ist auf die Jagd gerichtet. Daß der Erfolg eintritt, daß das große\nHaupt der Verfinsterung gefangen wird, ist unbeabsichtigt und daher ein um\nso größerer Erfolg. König Wu hatte nicht die Absicht, persönlich Macht zu\nerwerben und das Weltreich an sich zu reißen, sondern es fiel ihm kraft\nseines Wesens zu. Der Strich ist stark an starker Stelle, daher bringt er\nseine Absicht zustande. Das obere Kernzeichen, Dschen, hat das Pferd zugeordnet, das untere, Kan, den Wagen: daher der Gedanke der Jagd. Li,\nan dessen Spitze der Strich steht, ist der Süden.	cerrado	na
L4_etiqueta	Sechs auf viertem Platz:	463-466	Sechs auf viertem Platz:	cerrado	na
L4_a_oraculo	Er dringt in die linke Bauchhöhle ein. Man erhält das Herz\nder Verfinsterung des Lichts und verläßt Tor und Hof.	463-466	Er dringt in die linke Bauchhöhle ein. Man erhält das Herz\nder Verfinsterung des Lichts und verläßt Tor und Hof.	cerrado	na
L4_b_comentario	Er dringt in die linke Bauchhöhle ein", d. h. er erfährt die\ninnerste Gesinnung des Herzens.\nKun, das obere Halbzeichen, bedeutet den Bauch, Dschen, das obere Kern-\nzeichen, die linke Seite: daher die linke Bauchhöhle. Der Strich steht dem\nHerrn der Finsternis nicht fern, daher erfährt er seine innerste Gesinnung\nund kann sich rechtzeitig der Gefahr entziehen. Wollte man bleiben, so\nwürde man sich nutzlos aufopfern.	463-466	Er dringt in die linke Bauchhöhle ein", d. h. er erfährt die\ninnerste Gesinnung des Herzens.\nKun, das obere Halbzeichen, bedeutet den Bauch, Dschen, das obere Kernzeichen, die linke Seite: daher die linke Bauchhöhle. Der Strich steht dem\nHerrn der Finsternis nicht fern, daher erfährt er seine innerste Gesinnung\nund kann sich rechtzeitig der Gefahr entziehen. Wollte man bleiben, so\nwürde man sich nutzlos aufopfern.	cerrado	na
L5_etiqueta	Sechs auf fünftem Platz:	463-466	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Verfinsterung des Lichts wie beim Prinzen Gi. Fördernd ist\nBeharrlichkeit.	463-466	Verfinsterung des Lichts wie beim Prinzen Gi. Fördernd ist\nBeharrlichkeit.	cerrado	na
L5_b_comentario	Die Beharrlichkeit des Prinzen Gi zeigt, daß das Licht nicht\nzum Aufhören gebracht werden kann.\nAuf diesen Strich, der zentral und weich ist, bezieht sich die zweite Hälfte\ndes Kommentars zur Entscheidung. Der Prinz von Gi versteckte seine Be-\nharrlichkeit, die er innerlich doch fest hielt. Ebenso wird das Sonnenlicht\nwohl zeitweilig verhüllt, aber es kann nicht erlöschen. Das obere Kern-\nzeichen Dschen, an dessen Spitze der Strich steht, bedeutet Erregung, Vor-\nwärtsdringen. So läßt sich das Licht nicht dauernd unten halten, sondern es\ndringt machtvoll vor, wenn die Zeit gekommen ist.	463-466	Die Beharrlichkeit des Prinzen Gi zeigt, daß das Licht nicht\nzum Aufhören gebracht werden kann.\nAuf diesen Strich, der zentral und weich ist, bezieht sich die zweite Hälfte\ndes Kommentars zur Entscheidung. Der Prinz von Gi versteckte seine Beharrlichkeit, die er innerlich doch fest hielt. Ebenso wird das Sonnenlicht\nwohl zeitweilig verhüllt, aber es kann nicht erlöschen. Das obere Kernzeichen Dschen, an dessen Spitze der Strich steht, bedeutet Erregung, Vorwärtsdringen. So läßt sich das Licht nicht dauernd unten halten, sondern es\ndringt machtvoll vor, wenn die Zeit gekommen ist.	cerrado	na
L6_etiqueta	Obere Sechs:	463-466	Obere Sechs:	cerrado	na
L6_a_oraculo	Nicht Licht, sondern Dunkel. Erst stieg er zum Himmel empor,\ndann stürzte er in die Tiefen der Erde hinunter.	463-466	Nicht Licht, sondern Dunkel. Erst stieg er zum Himmel empor,\ndann stürzte er in die Tiefen der Erde hinunter.	cerrado	na
L6_b_comentario	Erst stieg er zum Himmel empor":\nDa hätte er die Länder aller vier Himmelsgegenden er-\nleuchten können.\n,,Dann stürzte er in die Tiefen der Erde hinunter";\nweil er die Regel verloren hatte.\nErst hatte er eine Stellung, durch die er hätte alles Volk erleuchten können.\nStatt dessen aber machte er sich zur Aufgabe, die Menschen zu schädigen,\nund übertrat damit die Regel des Herrschers; infolgedessen bereitete er\nsich selbst seinen Sturz.\nDer Strich steht ganz oben, wo die Erde die Sonne am dichtesten verhüllt.\nAber er ist auch der erste, der in seinem finstern Wesen entlarvt wird, wenn\ndie Sonne wiederkommt.\n家人	463-466	Erst stieg er zum Himmel empor":\nDa hätte er die Länder aller vier Himmelsgegenden erleuchten können.\n„Dann stürzte er in die Tiefen der Erde hinunter";\nweil er die Regel verloren hatte.\nErst hatte er eine Stellung, durch die er hätte alles Volk erleuchten können.\nStatt dessen aber machte er sich zur Aufgabe, die Menschen zu schädigen,\nund übertrat damit die Regel des Herrschers; infolgedessen bereitete er\nsich selbst seinen Sturz.\nDer Strich steht ganz oben, wo die Erde die Sonne am dichtesten verhüllt.\nAber er ist auch der erste, der in seinem finstern Wesen entlarvt wird, wenn\ndie Sonne wiederkommt.	cerrado	coincide_ninguno
yong_etiqueta		463-466		vacio_en_libro	na
yong_a_oraculo		463-466		vacio_en_libro	na
yong_b_comentario		463-466		vacio_en_libro	na
wen_yen		463-466		vacio_en_libro	na
wen_yen_note		463-466		vacio_en_libro	na
hex_fin	36				

