campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L1_b_comentario	"Das Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\nEs ist hier wörtlich ein Teil des Gesamttextes und der Erklärung dazu an-\ngeführt, wie das zuweilen beim Herrn des Zeichens der Fall ist. Der starke\nStrich am Anfang, der von unten her die Bewegung einleitet, zeigt die\nQuintessenz der ganzen Lage.	524-527	„Das Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n„Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\nEs ist hier wörtlich ein Teil des Gesamttextes und der Erklärung dazu angeführt, wie das zuweilen beim Herrn des Zeichens der Fall ist. Der starke\nStrich am Anfang, der von unten her die Bewegung einleitet, zeigt die\nQuintessenz der ganzen Lage.	cerrado	coincide_ninguno
L2_etiqueta	Sechs auf zweitem Platz:	524-527	Sechs auf zweitem Platz:	cerrado	na
L2_a_oraculo	Das Erschüttern kommt mit Gefahr. Hunderttausendfach\nverlierst du deine Schätze und mußt auf die neun Hügel stei-\ngen. Jage ihnen nicht nach, nach sieben Tagen bekommst du\nsie wieder.	524-527	Das Erschüttern kommt mit Gefahr.\nHunderttausendfach\nverlierst du deine Schätze und mußt auf die neun Hügel steigen. Jage ihnen nicht nach, nach sieben Tagen bekommst du\nsie wieder.	cerrado	coincide_pass04
L2_b_comentario	Das Erschüttern kommt mit Gefahr."\nEr beruht auf einem Festen.\nDa der Anfangsstrich mit starker Erschütterung nach oben drängt, kann für\ndie schwache Linie auf schwachem Platz von einem Verhältnis des Zusam-\nmenhaltens mit ihm nicht die Rede sein. Aber der Strich ist zentral und\nkorrekt, darum wird er durch die drohende Gefahr nur äußerlich getroffen\nwie bei einem Gewitter, das auch nur vorübergehend erschütternd wirkt.\nDie Gefahr wird angedeutet durch das Kernzeichen Kan, unter dem der Strich\nsteht. Die Flucht auf die Hügel wird nahegelegt durch das untere Kernzei-\nchen Gen, der Berg. Die Sieben ist die Zahl der Wiederkehr, die die alten\nZustände wiederbringt, nachdem alle sechs Situationen der sechs Striche\nsich verändert haben.	524-527	Das Erschüttern kommt mit Gefahr."\nEr beruht auf einem Festen.\nDa der Anfangsstrich mit starker Erschütterung nach oben drängt, kann für\ndie schwache Linie auf schwachem Platz von einem Verhältnis des Zusammenhaltens mit ihm nicht die Rede sein. Aber der Strich ist zentral und\nkorrekt, darum wird er durch die drohende Gefahr nur äußerlich getroffen\nwie bei einem Gewitter, das auch nur vorübergehend erschütternd wirkt.\nDie Gefahr wird angedeutet durch das Kernzeichen Kan, unter dem der Strich\nsteht. Die Flucht auf die Hügel wird nahegelegt durch das untere Kernzeichen Gen, der Berg. Die Sieben ist die Zahl der Wiederkehr, die die alten\nZustände wiederbringt, nachdem alle sechs Situationen der sechs Striche\nsich verändert haben.	cerrado	na
L3_etiqueta	Sechs auf drittem Platz:	524-527	Sechs auf drittem Platz	cerrado	coincide_pass04
L3_a_oraculo	Das Erschüttern kommt und macht fassungslos. Wenn man\ninfolge der Erschütterung handelt, so bleibt man frei von Un-\nglück.	524-527	Das Erschüttern kommt und macht fassungslos. Wenn man\ninfolge der Erschütterung handelt, so bleibt man frei von Unglück.	cerrado	na
L3_b_comentario	Das Erschüttern kommt und macht fassungslos."\nDer Platz ist nicht der gebührende.\nDas Wort "Su", das mit fassungslos wiedergegeben ist, bedeutet die Be-\nwegungen der Insekten nach dem Winterschlaf, die noch vollkommen starr\nund wie gelähmt sind. Der Platz ist nicht der rechte, denn der Platz ist stark,\nund die Linie ist schwach. Darum ist sie der Erschütterung der Stellung\nnicht gewachsen. Es ist deshalb nötig, daß sie sich durch die Erschütterung\nbewegen läßt. Durch Bewegung wird aus einem schwachen ein starker\nStrich. Damit ist man der Erschütterung gewachsen.	524-527	Das Erschüttern kommt und macht fassungslos."\nDer Platz ist nicht der gebührende.\nDas Wort "Su", das mit fassungslos wiedergegeben ist, bedeutet die Bewegungen der Insekten nach dem Winterschlaf, die noch vollkommen starr\nund wie gelähmt sind. Der Platz ist nicht der rechte, denn der Platz ist stark,\nund die Linie ist schwach. Darum ist sie der Erschütterung der Stellung\nnicht gewachsen. Es ist deshalb nötig, daß sie sich durch die Erschütterung\nbewegen läßt. Durch Bewegung wird aus einem schwachen ein starker\nStrich. Damit ist man der Erschütterung gewachsen.	cerrado	na
L4_etiqueta	Neun auf viertem Platz:	524-527	Neun auf viertem Platz:	cerrado	na
L4_a_oraculo	Das Erschüttern gerät in Schlamm.	524-527	Das Erschüttern gerät in Schlamm.	cerrado	na
L4_b_comentario	Das Erschüttern gerät in Schlamm."\nEr ist noch nicht hell genug.\nDer Strich ist an sich stark, aber seine Stärke wird durch die Schwäche des\nPlatzes beeinträchtigt. Ferner ist er im Kernzeichen Kan gerade am Platz\ndes Loches und andererseits an der Spitze des Kernzeichens Gen, Stillstand.\nDas alles macht, daß die starke Natur des Striches nicht zur Geltung kom-\nmen kann, sich nicht hell genug zeigt und daher im Schlamm stecken bleibt.	524-527	Das Erschüttern gerät in Schlamm."\nEr ist noch nicht hell genug.\nDer Strich ist an sich stark, aber seine Stärke wird durch die Schwäche des\nPlatzes beeinträchtigt. Ferner ist er im Kernzeichen Kan gerade am Platz\ndes Loches und andererseits an der Spitze des Kernzeichens Gen, Stillstand.\nDas alles macht, daß die starke Natur des Striches nicht zur Geltung kommen kann, sich nicht hell genug zeigt und daher im Schlamm stecken bleibt.	cerrado	na
L5_etiqueta	Sechs auf fünftem Platz:	524-527	Sechs auf fünftem Platz:	cerrado	na
L5_a_oraculo	Das Erschüttern geht hin und her: Gefahr. Aber man ver-\nliert durchaus nichts, nur gibt es Geschäfte.	524-527	Das Erschüttern geht hin und her: Gefahr. Aber man verliert durchaus nichts, nur gibt es Geschäfte.	cerrado	na
L5_b_comentario	Das Erschüttern geht hin und her: Gefahr."\nMan wandelt in Gefahr. Die Geschäfte sind in der Mitte,\ndarum verliert man durchaus nichts.\n-\n-\nAber\nDer Strich ist zentral ebenso wie die Sechs auf zweitem Platz.\nwährend dort das Kernzeichen Kan, Gefahr, bevorsteht, ist es hier über-\nwunden; man ist schon auf dem Hügel (Kernzeichen Gen). Darum verliert\nman nichts. Es gilt nur, daß man durch Festhalten der zentralen Stellung\nsich die Stärke wahrt, die in dieser Stellung fünf ist der Platz des Herr-\nschers liegt. Die Sechs auf zweitem Platz ist Beamter. Der Beamte mag\nvorübergehend seinen Besitz verlieren; das läßt sich alles wieder ersetzen.\nDie Sechs auf fünftem Platz ist aber der Herrscher. Sein Besitz ist Land\nund Leute. Die dürfen nicht verlorengehen. Das ist möglich, wenn man\nsich zentral und korrekt verhält.\n—\nT	524-527	„Das Erschüttern geht hin und her: Gefahr."\nMan wandelt in Gefahr. Die Geschäfte sind in der Mitte,\ndarum verliert man durchaus nichts.\nDer Strich ist zentral ebenso wie die Sechs auf zweitem Platz. Aber\nwährend dort das Kernzeichen Kan, Gefahr, bevorsteht, ist es hier überwunden; man ist schon auf dem Hügel (Kernzeichen Gen). Darum verliert\nman nichts. Es gilt nur, daß man durch Festhalten der zentralen Stellung\nsich die Stärke wahrt, die in dieser Stellung — fünf ist der Platz des Herrschers — liegt. Die Sechs auf zweitem Platz ist Beamter. Der Beamte mag\nvorübergehend seinen Besitz verlieren; das läßt sich alles wieder ersetzen.\nDie Sechs auf fünftem Platz ist aber der Herrscher. Sein Besitz ist Land\nund Leute. Die dürfen nicht verlorengehen. Das ist möglich, wenn man\nsich zentral und korrekt verhält.	cerrado	coincide_ninguno
L6_etiqueta	Obere Sechs:	524-527	Obere Sechs:	cerrado	na
L6_a_oraculo	Die Erschütterung bringt Verfall und ängstliches Umherblik-\nken. Vorangehen bringt Unheil. Wenn sie noch nicht den\neignen Leib erreicht, sondern erst den Nachbar erreicht hat,\nso ist es kein Makel. Die Genossen haben zu reden.	524-527	Die Erschütterung bringt Verfall und ängstliches Umherblikken. Vorangehen bringt Unheil. Wenn sie noch nicht den\neignen Leib erreicht, sondern erst den Nachbar erreicht hat,\nso ist es kein Makel. Die Genossen haben zu reden.	cerrado	na
L6_b_comentario	Die Erschütterung bringt Verfall."\nEr hat die Mitte nicht erreicht.\nObwohl Unheil, kein Makel.\nMan läßt sich durch die Furcht für den Nachbar warnen.\nDer Strich steht in Beziehung zum dritten; das ist der Genosse, der zu reden\nhat. Die fünfte Linie ist der Nachbar. Die schwache Linie steht an der\nSpitze der Erschütterung, sie ist daher der Erschütterung an sich nicht ge-\nwachsen. Die Erschütterung droht mit Ruin wie beim Erdbeben. Daher das\nängstliche Umherblicken. Wollte man in solchem Zustand etwas unterneh-\nmen, so wäre das vom Übel. Läßt man sich dagegen warnen durch das,\nwas der Nachbar in diesem Fall die fünfte Linie erlebt, und hält sich\nruhig, so bleibt man frei von Fehlern. Die dritte Linie, der Genosse, ist\ndurch ihre Lage gezwungen, sich zu bewegen, darum wird sie es nicht ver-\nstehen, daß die sechste Linie sich ruhig verhält. Aber das verschiedene\nVerhalten ergibt sich aus dem verschiedenen Platz. Darum muß man ganz\nunabhängig in seinen Handlungen sein.\n―	524-527	„Die Erschütterung bringt Verfall."\nEr hat die Mitte nicht erreicht.\nObwohl Unheil, kein Makel.\nMan läßt sich durch die Furcht für den Nachbar warnen.\nDer Strich steht in Beziehung zum dritten; das ist der Genosse, der zu reden\nhat. Die fünfte Linie ist der Nachbar. Die schwache Linie steht an der\nSpitze der Erschütterung, sie ist daher der Erschütterung an sich nicht gewachsen. Die Erschütterung droht mit Ruin wie beim Erdbeben. Daher das\nängstliche Umherblicken. Wollte man in solchem Zustand etwas unternehmen, so wäre das vom Übel. Läßt man sich dagegen warnen durch das,\nwas der Nachbar in diesem Fall — die fünfte Linie — erlebt, und hält sich\nruhig, so bleibt man frei von Fehlern. Die dritte Linie, der Genosse, ist\ndurch ihre Lage gezwungen, sich zu bewegen, darum wird sie es nicht verstehen, daß die sechste Linie sich ruhig verhält. Aber das verschiedene\nVerhalten ergibt sich aus dem verschiedenen Platz. Darum muß man ganz\nunabhängig in seinen Handlungen sein.	cerrado	coincide_ninguno
yong_etiqueta		524-527		vacio_en_libro	na
yong_a_oraculo		524-527		vacio_en_libro	na
yong_b_comentario		524-527		vacio_en_libro	na
wen_yen		524-527		vacio_en_libro	na
wen_yen_note		524-527		vacio_en_libro	na
hex_fin	51				


